Dataset,Number of Estimators,Max Depth,Min Samples Split,Min Samples Leaf,Max Leaf Nodes,Mean Cross Val Score,STD,"Eval [Library, Ter, Combined]"
Reduced,4,128,2,1,8,0.807487445,0.042368326,"[0.9230769230769231, 0.8641975308641975, 0.8833333333333333]"
Original,4,128,2,1,8,0.711712372,0.030669051,"[0.7181818181818181, 0.9012345679012346, 0.7958115183246073]"
Reduced,4,128,2,1,16,0.827334373,0.024304181,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,4,128,2,1,16,0.724544139,0.031373881,"[0.6727272727272727, 0.9382716049382716, 0.7853403141361257]"
Reduced,4,128,2,1,32,0.845869156,0.022126491,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,4,128,2,1,32,0.72514366,0.046526496,"[0.6909090909090909, 0.9382716049382716, 0.7958115183246073]"
Reduced,4,128,2,1,64,0.841073488,0.01475467,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,4,128,2,1,64,0.712532883,0.026921408,"[0.7090909090909091, 0.9259259259259259, 0.8010471204188482]"
Reduced,4,128,2,1,128,0.841073488,0.01475467,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,4,128,2,1,128,0.707774312,0.024430111,"[0.7545454545454545, 0.9135802469135802, 0.8219895287958116]"
Reduced,4,128,2,1,256,0.841073488,0.01475467,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,4,128,2,1,256,0.707774312,0.024430111,"[0.7545454545454545, 0.9135802469135802, 0.8219895287958116]"
Reduced,4,128,2,1,512,0.841073488,0.01475467,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,4,128,2,1,512,0.707774312,0.024430111,"[0.7545454545454545, 0.9135802469135802, 0.8219895287958116]"
Reduced,4,256,2,1,2,0.761759684,0.034848778,"[0.717948717948718, 0.9382716049382716, 0.8666666666666667]"
Original,4,256,2,1,2,0.644671848,0.021983014,"[0.5454545454545454, 0.8641975308641975, 0.680628272251309]"
Reduced,4,256,2,1,4,0.780257108,0.029438717,"[0.8974358974358975, 0.8641975308641975, 0.875]"
Original,4,256,2,1,4,0.673785844,0.010869493,"[0.6545454545454545, 0.9012345679012346, 0.7591623036649214]"
Reduced,4,256,2,1,8,0.807487445,0.042368326,"[0.9230769230769231, 0.8641975308641975, 0.8833333333333333]"
Original,4,256,2,1,8,0.711712372,0.030669051,"[0.7181818181818181, 0.9012345679012346, 0.7958115183246073]"
Reduced,4,256,2,1,16,0.827334373,0.024304181,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,4,256,2,1,16,0.724544139,0.031373881,"[0.6727272727272727, 0.9382716049382716, 0.7853403141361257]"
Reduced,4,256,2,1,32,0.845869156,0.022126491,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,4,256,2,1,32,0.72514366,0.046526496,"[0.6909090909090909, 0.9382716049382716, 0.7958115183246073]"
Reduced,4,256,2,1,64,0.841073488,0.01475467,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,4,256,2,1,64,0.712532883,0.026921408,"[0.7090909090909091, 0.9259259259259259, 0.8010471204188482]"
Reduced,4,256,2,1,128,0.841073488,0.01475467,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,4,256,2,1,128,0.707774312,0.024430111,"[0.7545454545454545, 0.9135802469135802, 0.8219895287958116]"
Reduced,4,256,2,1,256,0.841073488,0.01475467,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,4,256,2,1,256,0.707774312,0.024430111,"[0.7545454545454545, 0.9135802469135802, 0.8219895287958116]"
Reduced,4,256,2,1,512,0.841073488,0.01475467,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,4,256,2,1,512,0.707774312,0.024430111,"[0.7545454545454545, 0.9135802469135802, 0.8219895287958116]"
Reduced,8,1,2,1,2,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,1,2,1,2,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,1,2,1,4,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,1,2,1,4,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,1,2,1,8,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,1,2,1,8,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,1,2,1,16,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,1,2,1,16,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,1,2,1,32,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,1,2,1,32,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,1,2,1,64,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,1,2,1,64,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,1,2,1,128,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,1,2,1,128,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,1,2,1,256,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,1,2,1,256,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,1,2,1,512,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,1,2,1,512,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,2,2,1,2,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,2,2,1,2,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,2,2,1,4,0.763322035,0.018279257,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,8,2,2,1,4,0.672411185,0.028633495,"[0.5363636363636364, 0.9259259259259259, 0.7015706806282722]"
Reduced,8,2,2,1,8,0.763322035,0.018279257,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,8,2,2,1,8,0.672411185,0.028633495,"[0.5363636363636364, 0.9259259259259259, 0.7015706806282722]"
Reduced,8,2,2,1,16,0.763322035,0.018279257,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,8,2,2,1,16,0.672411185,0.028633495,"[0.5363636363636364, 0.9259259259259259, 0.7015706806282722]"
Reduced,8,2,2,1,32,0.763322035,0.018279257,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,8,2,2,1,32,0.672411185,0.028633495,"[0.5363636363636364, 0.9259259259259259, 0.7015706806282722]"
Reduced,8,2,2,1,64,0.763322035,0.018279257,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,8,2,2,1,64,0.672411185,0.028633495,"[0.5363636363636364, 0.9259259259259259, 0.7015706806282722]"
Reduced,8,2,2,1,128,0.763322035,0.018279257,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,8,2,2,1,128,0.672411185,0.028633495,"[0.5363636363636364, 0.9259259259259259, 0.7015706806282722]"
Reduced,8,2,2,1,256,0.763322035,0.018279257,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,8,2,2,1,256,0.672411185,0.028633495,"[0.5363636363636364, 0.9259259259259259, 0.7015706806282722]"
Reduced,8,2,2,1,512,0.763322035,0.018279257,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,8,2,2,1,512,0.672411185,0.028633495,"[0.5363636363636364, 0.9259259259259259, 0.7015706806282722]"
Reduced,8,4,2,1,2,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,4,2,1,2,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,4,2,1,4,0.789066071,0.03898352,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,4,2,1,4,0.687382759,0.035389189,"[0.5909090909090909, 0.9259259259259259, 0.7329842931937173]"
Reduced,8,4,2,1,8,0.809814812,0.034660776,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,8,4,2,1,8,0.717103933,0.032982835,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,8,4,2,1,16,0.816316083,0.030694191,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,8,4,2,1,16,0.725810578,0.032878176,"[0.6545454545454545, 0.9259259259259259, 0.7696335078534031]"
Reduced,8,4,2,1,32,0.816316083,0.030694191,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,8,4,2,1,32,0.725810578,0.032878176,"[0.6545454545454545, 0.9259259259259259, 0.7696335078534031]"
Reduced,8,4,2,1,64,0.816316083,0.030694191,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,8,4,2,1,64,0.725810578,0.032878176,"[0.6545454545454545, 0.9259259259259259, 0.7696335078534031]"
Reduced,8,4,2,1,128,0.816316083,0.030694191,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,8,4,2,1,128,0.725810578,0.032878176,"[0.6545454545454545, 0.9259259259259259, 0.7696335078534031]"
Reduced,8,4,2,1,256,0.816316083,0.030694191,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,8,4,2,1,256,0.725810578,0.032878176,"[0.6545454545454545, 0.9259259259259259, 0.7696335078534031]"
Reduced,8,4,2,1,512,0.816316083,0.030694191,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,8,4,2,1,512,0.725810578,0.032878176,"[0.6545454545454545, 0.9259259259259259, 0.7696335078534031]"
Reduced,8,8,2,1,2,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,8,2,1,2,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,8,2,1,4,0.789066071,0.03898352,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,8,2,1,4,0.687382759,0.035389189,"[0.5909090909090909, 0.9259259259259259, 0.7329842931937173]"
Reduced,8,8,2,1,8,0.818052515,0.049966887,"[0.9487179487179487, 0.8765432098765432, 0.9]"
Original,8,8,2,1,8,0.728162889,0.049938193,"[0.6363636363636364, 0.9382716049382716, 0.7643979057591623]"
Reduced,8,8,2,1,16,0.835891381,0.035466461,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,8,8,2,1,16,0.734182215,0.033321089,"[0.6454545454545455, 0.9506172839506173, 0.774869109947644]"
Reduced,8,8,2,1,32,0.867127335,0.01975853,"[0.9230769230769231, 0.9629629629629629, 0.95]"
Original,8,8,2,1,32,0.741710467,0.028543745,"[0.6818181818181818, 0.9629629629629629, 0.8010471204188482]"
Reduced,8,8,2,1,64,0.867127335,0.01975853,"[0.9230769230769231, 0.9629629629629629, 0.95]"
Original,8,8,2,1,64,0.753265253,0.039228017,"[0.6454545454545455, 0.9876543209876543, 0.7905759162303665]"
Reduced,8,8,2,1,128,0.867127335,0.01975853,"[0.9230769230769231, 0.9629629629629629, 0.95]"
Original,8,8,2,1,128,0.753265253,0.039228017,"[0.6454545454545455, 0.9876543209876543, 0.7905759162303665]"
Reduced,8,8,2,1,256,0.867127335,0.01975853,"[0.9230769230769231, 0.9629629629629629, 0.95]"
Original,8,8,2,1,256,0.753265253,0.039228017,"[0.6454545454545455, 0.9876543209876543, 0.7905759162303665]"
Reduced,8,8,2,1,512,0.867127335,0.01975853,"[0.9230769230769231, 0.9629629629629629, 0.95]"
Original,8,8,2,1,512,0.753265253,0.039228017,"[0.6454545454545455, 0.9876543209876543, 0.7905759162303665]"
Reduced,8,16,2,1,2,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,16,2,1,2,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,16,2,1,4,0.789066071,0.03898352,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,16,2,1,4,0.687382759,0.035389189,"[0.5909090909090909, 0.9259259259259259, 0.7329842931937173]"
Reduced,8,16,2,1,8,0.818052515,0.049966887,"[0.9487179487179487, 0.8765432098765432, 0.9]"
Original,8,16,2,1,8,0.728162889,0.049938193,"[0.6363636363636364, 0.9382716049382716, 0.7643979057591623]"
Reduced,8,16,2,1,16,0.836088695,0.02525881,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,8,16,2,1,16,0.730386496,0.022024938,"[0.6727272727272727, 0.9506172839506173, 0.7905759162303665]"
Reduced,8,16,2,1,32,0.860653929,0.011079759,"[0.8974358974358975, 0.9629629629629629, 0.9416666666666667]"
Original,8,16,2,1,32,0.745070789,0.015140817,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,8,16,2,1,64,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,16,2,1,64,0.747817964,0.021292255,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,8,16,2,1,128,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,16,2,1,128,0.746637721,0.01616983,"[0.7636363636363637, 0.9753086419753086, 0.8534031413612565]"
Reduced,8,16,2,1,256,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,16,2,1,256,0.746637721,0.01616983,"[0.7636363636363637, 0.9753086419753086, 0.8534031413612565]"
Reduced,8,16,2,1,512,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,16,2,1,512,0.746637721,0.01616983,"[0.7636363636363637, 0.9753086419753086, 0.8534031413612565]"
Reduced,8,32,2,1,2,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,32,2,1,2,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,32,2,1,4,0.789066071,0.03898352,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,32,2,1,4,0.687382759,0.035389189,"[0.5909090909090909, 0.9259259259259259, 0.7329842931937173]"
Reduced,8,32,2,1,8,0.818052515,0.049966887,"[0.9487179487179487, 0.8765432098765432, 0.9]"
Original,8,32,2,1,8,0.728162889,0.049938193,"[0.6363636363636364, 0.9382716049382716, 0.7643979057591623]"
Reduced,8,32,2,1,16,0.836088695,0.02525881,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,8,32,2,1,16,0.730386496,0.022024938,"[0.6727272727272727, 0.9506172839506173, 0.7905759162303665]"
Reduced,8,32,2,1,32,0.860653929,0.011079759,"[0.8974358974358975, 0.9629629629629629, 0.9416666666666667]"
Original,8,32,2,1,32,0.745070789,0.015140817,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,8,32,2,1,64,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,32,2,1,64,0.749053398,0.024949559,"[0.7636363636363637, 0.9506172839506173, 0.8429319371727748]"
Reduced,8,32,2,1,128,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,32,2,1,128,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,32,2,1,256,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,32,2,1,256,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,32,2,1,512,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,32,2,1,512,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,64,2,1,2,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,64,2,1,2,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,64,2,1,4,0.789066071,0.03898352,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,64,2,1,4,0.687382759,0.035389189,"[0.5909090909090909, 0.9259259259259259, 0.7329842931937173]"
Reduced,8,64,2,1,8,0.818052515,0.049966887,"[0.9487179487179487, 0.8765432098765432, 0.9]"
Original,8,64,2,1,8,0.728162889,0.049938193,"[0.6363636363636364, 0.9382716049382716, 0.7643979057591623]"
Reduced,8,64,2,1,16,0.836088695,0.02525881,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,8,64,2,1,16,0.730386496,0.022024938,"[0.6727272727272727, 0.9506172839506173, 0.7905759162303665]"
Reduced,8,64,2,1,32,0.860653929,0.011079759,"[0.8974358974358975, 0.9629629629629629, 0.9416666666666667]"
Original,8,64,2,1,32,0.745070789,0.015140817,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,8,64,2,1,64,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,64,2,1,64,0.749053398,0.024949559,"[0.7636363636363637, 0.9506172839506173, 0.8429319371727748]"
Reduced,8,64,2,1,128,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,64,2,1,128,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,64,2,1,256,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,64,2,1,256,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,64,2,1,512,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,64,2,1,512,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,128,2,1,2,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,128,2,1,2,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,128,2,1,4,0.789066071,0.03898352,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,128,2,1,4,0.687382759,0.035389189,"[0.5909090909090909, 0.9259259259259259, 0.7329842931937173]"
Reduced,8,128,2,1,8,0.818052515,0.049966887,"[0.9487179487179487, 0.8765432098765432, 0.9]"
Original,8,128,2,1,8,0.728162889,0.049938193,"[0.6363636363636364, 0.9382716049382716, 0.7643979057591623]"
Reduced,8,128,2,1,16,0.836088695,0.02525881,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,8,128,2,1,16,0.730386496,0.022024938,"[0.6727272727272727, 0.9506172839506173, 0.7905759162303665]"
Reduced,8,128,2,1,32,0.860653929,0.011079759,"[0.8974358974358975, 0.9629629629629629, 0.9416666666666667]"
Original,8,128,2,1,32,0.745070789,0.015140817,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,8,128,2,1,64,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,128,2,1,64,0.749053398,0.024949559,"[0.7636363636363637, 0.9506172839506173, 0.8429319371727748]"
Reduced,8,128,2,1,128,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,128,2,1,128,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,128,2,1,256,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,128,2,1,256,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,128,2,1,512,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,128,2,1,512,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,256,2,1,2,0.744835364,0.01562078,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,8,256,2,1,2,0.653382205,0.020042391,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,8,256,2,1,4,0.789066071,0.03898352,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,256,2,1,4,0.687382759,0.035389189,"[0.5909090909090909, 0.9259259259259259, 0.7329842931937173]"
Reduced,8,256,2,1,8,0.818052515,0.049966887,"[0.9487179487179487, 0.8765432098765432, 0.9]"
Original,8,256,2,1,8,0.728162889,0.049938193,"[0.6363636363636364, 0.9382716049382716, 0.7643979057591623]"
Reduced,8,256,2,1,16,0.836088695,0.02525881,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,8,256,2,1,16,0.730386496,0.022024938,"[0.6727272727272727, 0.9506172839506173, 0.7905759162303665]"
Reduced,8,256,2,1,32,0.860653929,0.011079759,"[0.8974358974358975, 0.9629629629629629, 0.9416666666666667]"
Original,8,256,2,1,32,0.745070789,0.015140817,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,8,256,2,1,64,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,256,2,1,64,0.749053398,0.024949559,"[0.7636363636363637, 0.9506172839506173, 0.8429319371727748]"
Reduced,8,256,2,1,128,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,256,2,1,128,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,256,2,1,256,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,256,2,1,256,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,8,256,2,1,512,0.867179582,0.013000291,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,8,256,2,1,512,0.749153444,0.013007984,"[0.7727272727272727, 0.9629629629629629, 0.8534031413612565]"
Reduced,16,1,2,1,2,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,1,2,1,2,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,1,2,1,4,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,1,2,1,4,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,1,2,1,8,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,1,2,1,8,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,1,2,1,16,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,1,2,1,16,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,1,2,1,32,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,1,2,1,32,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,1,2,1,64,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,1,2,1,64,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,1,2,1,128,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,1,2,1,128,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,1,2,1,256,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,1,2,1,256,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,1,2,1,512,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,1,2,1,512,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,2,2,1,2,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,2,2,1,2,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,2,2,1,4,0.777986123,0.012280665,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,16,2,2,1,4,0.695483038,0.031660265,"[0.5636363636363636, 0.9382716049382716, 0.7225130890052356]"
Reduced,16,2,2,1,8,0.777986123,0.012280665,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,16,2,2,1,8,0.695483038,0.031660265,"[0.5636363636363636, 0.9382716049382716, 0.7225130890052356]"
Reduced,16,2,2,1,16,0.777986123,0.012280665,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,16,2,2,1,16,0.695483038,0.031660265,"[0.5636363636363636, 0.9382716049382716, 0.7225130890052356]"
Reduced,16,2,2,1,32,0.777986123,0.012280665,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,16,2,2,1,32,0.695483038,0.031660265,"[0.5636363636363636, 0.9382716049382716, 0.7225130890052356]"
Reduced,16,2,2,1,64,0.777986123,0.012280665,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,16,2,2,1,64,0.695483038,0.031660265,"[0.5636363636363636, 0.9382716049382716, 0.7225130890052356]"
Reduced,16,2,2,1,128,0.777986123,0.012280665,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,16,2,2,1,128,0.695483038,0.031660265,"[0.5636363636363636, 0.9382716049382716, 0.7225130890052356]"
Reduced,16,2,2,1,256,0.777986123,0.012280665,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,16,2,2,1,256,0.695483038,0.031660265,"[0.5636363636363636, 0.9382716049382716, 0.7225130890052356]"
Reduced,16,2,2,1,512,0.777986123,0.012280665,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,16,2,2,1,512,0.695483038,0.031660265,"[0.5636363636363636, 0.9382716049382716, 0.7225130890052356]"
Reduced,16,4,2,1,2,0.733915772,0.017808278,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,16,4,2,1,2,0.649726337,0.01812886,"[0.5181818181818182, 0.9382716049382716, 0.6963350785340314]"
Reduced,16,4,2,1,4,0.7785573,0.045359772,"[0.7948717948717948, 0.9259259259259259, 0.8833333333333333]"
Original,16,4,2,1,4,0.69442199,0.028353431,"[0.6454545454545455, 0.9382716049382716, 0.7696335078534031]"
Reduced,16,4,2,1,8,0.820479589,0.03725306,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,16,4,2,1,8,0.715224856,0.031670255,"[0.6454545454545455, 0.9506172839506173, 0.774869109947644]"
Reduced,16,4,2,1,16,0.823070969,0.035692336,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,16,4,2,1,16,0.725124236,0.034383128,"[0.6545454545454545, 0.9753086419753086, 0.7905759162303665]"
Reduced,16,4,2,1,32,0.823070969,0.035692336,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,16,4,2,1,32,0.725124236,0.034383128,"[0.6545454545454545, 0.9753086419753086, 0.7905759162303665]"
Reduced,16,4,2,1,64,0.823070969,0.035692336,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,16,4,2,1,64,0.725124236,0.034383128,"[0.6545454545454545, 0.9753086419753086, 0.7905759162303665]"
Reduced,16,4,2,1,128,0.823070969,0.035692336,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
