Dataset,Number of Estimators,Max Depth,Min Samples Split,Min Samples Leaf,Max Leaf Nodes,Mean Cross Val Score,STD,"Eval [Library, Ter, Combined]"
Reduced,32,16,2,1,512,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,16,2,1,512,0.774833349,0.031862874,"[0.7181818181818181, 0.9753086419753086, 0.8272251308900523]"
Reduced,32,32,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,32,32,2,1,2,0.654488519,0.022866351,"[0.5272727272727272, 0.9506172839506173, 0.7068062827225131]"
Reduced,32,32,2,1,4,0.795686286,0.041827408,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,32,32,2,1,4,0.697938086,0.035169039,"[0.6272727272727273, 0.9382716049382716, 0.7591623036649214]"
Reduced,32,32,2,1,8,0.842457141,0.040804682,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,32,32,2,1,8,0.741480799,0.03349958,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,32,32,2,1,16,0.871485406,0.019532018,"[0.8974358974358975, 0.9506172839506173, 0.9333333333333333]"
Original,32,32,2,1,16,0.751359804,0.025227758,"[0.6818181818181818, 0.9629629629629629, 0.8010471204188482]"
Reduced,32,32,2,1,32,0.876274626,0.013504705,"[0.8974358974358975, 0.9753086419753086, 0.95]"
Original,32,32,2,1,32,0.771002891,0.019632991,"[0.7090909090909091, 0.9753086419753086, 0.8219895287958116]"
Reduced,32,32,2,1,64,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,32,2,1,64,0.77229715,0.028849087,"[0.7727272727272727, 0.9753086419753086, 0.8586387434554974]"
Reduced,32,32,2,1,128,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,32,2,1,128,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,32,2,1,256,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,32,2,1,256,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,32,2,1,512,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,32,2,1,512,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,64,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,32,64,2,1,2,0.654488519,0.022866351,"[0.5272727272727272, 0.9506172839506173, 0.7068062827225131]"
Reduced,32,64,2,1,4,0.795686286,0.041827408,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,32,64,2,1,4,0.697938086,0.035169039,"[0.6272727272727273, 0.9382716049382716, 0.7591623036649214]"
Reduced,32,64,2,1,8,0.842457141,0.040804682,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,32,64,2,1,8,0.741480799,0.03349958,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,32,64,2,1,16,0.871485406,0.019532018,"[0.8974358974358975, 0.9506172839506173, 0.9333333333333333]"
Original,32,64,2,1,16,0.751359804,0.025227758,"[0.6818181818181818, 0.9629629629629629, 0.8010471204188482]"
Reduced,32,64,2,1,32,0.876274626,0.013504705,"[0.8974358974358975, 0.9753086419753086, 0.95]"
Original,32,64,2,1,32,0.771002891,0.019632991,"[0.7090909090909091, 0.9753086419753086, 0.8219895287958116]"
Reduced,32,64,2,1,64,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,64,2,1,64,0.77229715,0.028849087,"[0.7727272727272727, 0.9753086419753086, 0.8586387434554974]"
Reduced,32,64,2,1,128,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,64,2,1,128,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,64,2,1,256,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,64,2,1,256,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,64,2,1,512,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,64,2,1,512,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,128,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,32,128,2,1,2,0.654488519,0.022866351,"[0.5272727272727272, 0.9506172839506173, 0.7068062827225131]"
Reduced,32,128,2,1,4,0.795686286,0.041827408,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,32,128,2,1,4,0.697938086,0.035169039,"[0.6272727272727273, 0.9382716049382716, 0.7591623036649214]"
Reduced,32,128,2,1,8,0.842457141,0.040804682,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,32,128,2,1,8,0.741480799,0.03349958,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,32,128,2,1,16,0.871485406,0.019532018,"[0.8974358974358975, 0.9506172839506173, 0.9333333333333333]"
Original,32,128,2,1,16,0.751359804,0.025227758,"[0.6818181818181818, 0.9629629629629629, 0.8010471204188482]"
Reduced,32,128,2,1,32,0.876274626,0.013504705,"[0.8974358974358975, 0.9753086419753086, 0.95]"
Original,32,128,2,1,32,0.771002891,0.019632991,"[0.7090909090909091, 0.9753086419753086, 0.8219895287958116]"
Reduced,32,128,2,1,64,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,128,2,1,64,0.77229715,0.028849087,"[0.7727272727272727, 0.9753086419753086, 0.8586387434554974]"
Reduced,32,128,2,1,128,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,128,2,1,128,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,128,2,1,256,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,128,2,1,256,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,128,2,1,512,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,128,2,1,512,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,256,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,32,256,2,1,2,0.654488519,0.022866351,"[0.5272727272727272, 0.9506172839506173, 0.7068062827225131]"
Reduced,32,256,2,1,4,0.795686286,0.041827408,"[0.7435897435897436, 0.9382716049382716, 0.875]"
Original,32,256,2,1,4,0.697938086,0.035169039,"[0.6272727272727273, 0.9382716049382716, 0.7591623036649214]"
Reduced,32,256,2,1,8,0.842457141,0.040804682,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,32,256,2,1,8,0.741480799,0.03349958,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,32,256,2,1,16,0.871485406,0.019532018,"[0.8974358974358975, 0.9506172839506173, 0.9333333333333333]"
Original,32,256,2,1,16,0.751359804,0.025227758,"[0.6818181818181818, 0.9629629629629629, 0.8010471204188482]"
Reduced,32,256,2,1,32,0.876274626,0.013504705,"[0.8974358974358975, 0.9753086419753086, 0.95]"
Original,32,256,2,1,32,0.771002891,0.019632991,"[0.7090909090909091, 0.9753086419753086, 0.8219895287958116]"
Reduced,32,256,2,1,64,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,256,2,1,64,0.77229715,0.028849087,"[0.7727272727272727, 0.9753086419753086, 0.8586387434554974]"
Reduced,32,256,2,1,128,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,256,2,1,128,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,256,2,1,256,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,256,2,1,256,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,32,256,2,1,512,0.878547354,0.014044375,"[0.8717948717948718, 0.9753086419753086, 0.9416666666666667]"
Original,32,256,2,1,512,0.773663758,0.030747843,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,64,1,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,1,2,1,2,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,1,2,1,4,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,1,2,1,4,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,1,2,1,8,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,1,2,1,8,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,1,2,1,16,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,1,2,1,16,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,1,2,1,32,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,1,2,1,32,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,1,2,1,64,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,1,2,1,64,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,1,2,1,128,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,1,2,1,128,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,1,2,1,256,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,1,2,1,256,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,1,2,1,512,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,1,2,1,512,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,2,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,2,2,1,2,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,2,2,1,4,0.764691052,0.017505767,"[0.6666666666666666, 0.9506172839506173, 0.8583333333333333]"
Original,64,2,2,1,4,0.699507071,0.026735279,"[0.5636363636363636, 0.9506172839506173, 0.7277486910994765]"
Reduced,64,2,2,1,8,0.764691052,0.017505767,"[0.6666666666666666, 0.9506172839506173, 0.8583333333333333]"
Original,64,2,2,1,8,0.699507071,0.026735279,"[0.5636363636363636, 0.9506172839506173, 0.7277486910994765]"
Reduced,64,2,2,1,16,0.764691052,0.017505767,"[0.6666666666666666, 0.9506172839506173, 0.8583333333333333]"
Original,64,2,2,1,16,0.699507071,0.026735279,"[0.5636363636363636, 0.9506172839506173, 0.7277486910994765]"
Reduced,64,2,2,1,32,0.764691052,0.017505767,"[0.6666666666666666, 0.9506172839506173, 0.8583333333333333]"
Original,64,2,2,1,32,0.699507071,0.026735279,"[0.5636363636363636, 0.9506172839506173, 0.7277486910994765]"
Reduced,64,2,2,1,64,0.764691052,0.017505767,"[0.6666666666666666, 0.9506172839506173, 0.8583333333333333]"
Original,64,2,2,1,64,0.699507071,0.026735279,"[0.5636363636363636, 0.9506172839506173, 0.7277486910994765]"
Reduced,64,2,2,1,128,0.764691052,0.017505767,"[0.6666666666666666, 0.9506172839506173, 0.8583333333333333]"
Original,64,2,2,1,128,0.699507071,0.026735279,"[0.5636363636363636, 0.9506172839506173, 0.7277486910994765]"
Reduced,64,2,2,1,256,0.764691052,0.017505767,"[0.6666666666666666, 0.9506172839506173, 0.8583333333333333]"
Original,64,2,2,1,256,0.699507071,0.026735279,"[0.5636363636363636, 0.9506172839506173, 0.7277486910994765]"
Reduced,64,2,2,1,512,0.764691052,0.017505767,"[0.6666666666666666, 0.9506172839506173, 0.8583333333333333]"
Original,64,2,2,1,512,0.699507071,0.026735279,"[0.5636363636363636, 0.9506172839506173, 0.7277486910994765]"
Reduced,64,4,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,4,2,1,2,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,4,2,1,4,0.778897866,0.0368689,"[0.7692307692307693, 0.9382716049382716, 0.8833333333333333]"
Original,64,4,2,1,4,0.697921961,0.029321767,"[0.6454545454545455, 0.9506172839506173, 0.774869109947644]"
Reduced,64,4,2,1,8,0.816006627,0.048497072,"[0.7948717948717948, 0.9506172839506173, 0.9]"
Original,64,4,2,1,8,0.731455606,0.019635668,"[0.6363636363636364, 0.9506172839506173, 0.7696335078534031]"
Reduced,64,4,2,1,16,0.826786946,0.050933259,"[0.7948717948717948, 0.9506172839506173, 0.9]"
Original,64,4,2,1,16,0.74125069,0.022807668,"[0.6636363636363637, 0.9629629629629629, 0.7905759162303665]"
Reduced,64,4,2,1,32,0.826786946,0.050933259,"[0.7948717948717948, 0.9506172839506173, 0.9]"
Original,64,4,2,1,32,0.74125069,0.022807668,"[0.6636363636363637, 0.9629629629629629, 0.7905759162303665]"
Reduced,64,4,2,1,64,0.826786946,0.050933259,"[0.7948717948717948, 0.9506172839506173, 0.9]"
Original,64,4,2,1,64,0.74125069,0.022807668,"[0.6636363636363637, 0.9629629629629629, 0.7905759162303665]"
Reduced,64,4,2,1,128,0.826786946,0.050933259,"[0.7948717948717948, 0.9506172839506173, 0.9]"
Original,64,4,2,1,128,0.74125069,0.022807668,"[0.6636363636363637, 0.9629629629629629, 0.7905759162303665]"
Reduced,64,4,2,1,256,0.826786946,0.050933259,"[0.7948717948717948, 0.9506172839506173, 0.9]"
Original,64,4,2,1,256,0.74125069,0.022807668,"[0.6636363636363637, 0.9629629629629629, 0.7905759162303665]"
Reduced,64,4,2,1,512,0.826786946,0.050933259,"[0.7948717948717948, 0.9506172839506173, 0.9]"
Original,64,4,2,1,512,0.74125069,0.022807668,"[0.6636363636363637, 0.9629629629629629, 0.7905759162303665]"
Reduced,64,8,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,8,2,1,2,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,8,2,1,4,0.778897866,0.0368689,"[0.7692307692307693, 0.9382716049382716, 0.8833333333333333]"
Original,64,8,2,1,4,0.697921961,0.029321767,"[0.6454545454545455, 0.9506172839506173, 0.774869109947644]"
Reduced,64,8,2,1,8,0.845045475,0.036655348,"[0.8461538461538461, 0.9506172839506173, 0.9166666666666666]"
Original,64,8,2,1,8,0.737539744,0.030147096,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,64,8,2,1,16,0.870950853,0.026247764,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,64,8,2,1,16,0.761349407,0.012871129,"[0.6636363636363637, 0.9629629629629629, 0.7905759162303665]"
Reduced,64,8,2,1,32,0.880063831,0.013830981,"[0.9230769230769231, 0.9753086419753086, 0.9583333333333334]"
Original,64,8,2,1,32,0.767477153,0.020142436,"[0.7363636363636363, 0.9753086419753086, 0.837696335078534]"
Reduced,64,8,2,1,64,0.880382484,0.014714577,"[0.9230769230769231, 0.9753086419753086, 0.9583333333333334]"
Original,64,8,2,1,64,0.760036969,0.025040069,"[0.7272727272727273, 0.9753086419753086, 0.8324607329842932]"
Reduced,64,8,2,1,128,0.880382484,0.014714577,"[0.9230769230769231, 0.9753086419753086, 0.9583333333333334]"
Original,64,8,2,1,128,0.760036969,0.025040069,"[0.7272727272727273, 0.9753086419753086, 0.8324607329842932]"
Reduced,64,8,2,1,256,0.880382484,0.014714577,"[0.9230769230769231, 0.9753086419753086, 0.9583333333333334]"
Original,64,8,2,1,256,0.760036969,0.025040069,"[0.7272727272727273, 0.9753086419753086, 0.8324607329842932]"
Reduced,64,8,2,1,512,0.880382484,0.014714577,"[0.9230769230769231, 0.9753086419753086, 0.9583333333333334]"
Original,64,8,2,1,512,0.760036969,0.025040069,"[0.7272727272727273, 0.9753086419753086, 0.8324607329842932]"
Reduced,64,16,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,16,2,1,2,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,16,2,1,4,0.778897866,0.0368689,"[0.7692307692307693, 0.9382716049382716, 0.8833333333333333]"
Original,64,16,2,1,4,0.697921961,0.029321767,"[0.6454545454545455, 0.9506172839506173, 0.774869109947644]"
Reduced,64,16,2,1,8,0.845045475,0.036655348,"[0.8461538461538461, 0.9506172839506173, 0.9166666666666666]"
Original,64,16,2,1,8,0.737539744,0.030147096,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,64,16,2,1,16,0.870950853,0.026247764,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,64,16,2,1,16,0.759026249,0.016416125,"[0.6727272727272727, 0.9629629629629629, 0.7958115183246073]"
Reduced,64,16,2,1,32,0.875616993,0.023008917,"[0.8974358974358975, 0.9629629629629629, 0.9416666666666667]"
Original,64,16,2,1,32,0.777401561,0.025080359,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,64,16,2,1,64,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,16,2,1,64,0.78348404,0.020831602,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,16,2,1,128,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,16,2,1,128,0.787193339,0.022855412,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,16,2,1,256,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,16,2,1,256,0.787193339,0.022855412,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,16,2,1,512,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,16,2,1,512,0.787193339,0.022855412,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,32,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,32,2,1,2,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,32,2,1,4,0.778897866,0.0368689,"[0.7692307692307693, 0.9382716049382716, 0.8833333333333333]"
Original,64,32,2,1,4,0.697921961,0.029321767,"[0.6454545454545455, 0.9506172839506173, 0.774869109947644]"
Reduced,64,32,2,1,8,0.845045475,0.036655348,"[0.8461538461538461, 0.9506172839506173, 0.9166666666666666]"
Original,64,32,2,1,8,0.737539744,0.030147096,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,64,32,2,1,16,0.870950853,0.026247764,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,64,32,2,1,16,0.759026249,0.016416125,"[0.6727272727272727, 0.9629629629629629, 0.7958115183246073]"
Reduced,64,32,2,1,32,0.875616993,0.023008917,"[0.8974358974358975, 0.9629629629629629, 0.9416666666666667]"
Original,64,32,2,1,32,0.776135738,0.023845515,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,64,32,2,1,64,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,32,2,1,64,0.786027359,0.02248292,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,32,2,1,128,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,32,2,1,128,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,32,2,1,256,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,32,2,1,256,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,32,2,1,512,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,32,2,1,512,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,64,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,64,2,1,2,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,64,2,1,4,0.778897866,0.0368689,"[0.7692307692307693, 0.9382716049382716, 0.8833333333333333]"
Original,64,64,2,1,4,0.697921961,0.029321767,"[0.6454545454545455, 0.9506172839506173, 0.774869109947644]"
Reduced,64,64,2,1,8,0.845045475,0.036655348,"[0.8461538461538461, 0.9506172839506173, 0.9166666666666666]"
Original,64,64,2,1,8,0.737539744,0.030147096,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,64,64,2,1,16,0.870950853,0.026247764,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,64,64,2,1,16,0.759026249,0.016416125,"[0.6727272727272727, 0.9629629629629629, 0.7958115183246073]"
Reduced,64,64,2,1,32,0.875616993,0.023008917,"[0.8974358974358975, 0.9629629629629629, 0.9416666666666667]"
Original,64,64,2,1,32,0.776135738,0.023845515,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,64,64,2,1,64,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,64,2,1,64,0.786027359,0.02248292,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,64,2,1,128,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,64,2,1,128,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,64,2,1,256,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,64,2,1,256,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,64,2,1,512,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,64,2,1,512,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,128,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,128,2,1,2,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,128,2,1,4,0.778897866,0.0368689,"[0.7692307692307693, 0.9382716049382716, 0.8833333333333333]"
Original,64,128,2,1,4,0.697921961,0.029321767,"[0.6454545454545455, 0.9506172839506173, 0.774869109947644]"
Reduced,64,128,2,1,8,0.845045475,0.036655348,"[0.8461538461538461, 0.9506172839506173, 0.9166666666666666]"
Original,64,128,2,1,8,0.737539744,0.030147096,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,64,128,2,1,16,0.870950853,0.026247764,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,64,128,2,1,16,0.759026249,0.016416125,"[0.6727272727272727, 0.9629629629629629, 0.7958115183246073]"
Reduced,64,128,2,1,32,0.875616993,0.023008917,"[0.8974358974358975, 0.9629629629629629, 0.9416666666666667]"
Original,64,128,2,1,32,0.776135738,0.023845515,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,64,128,2,1,64,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,128,2,1,64,0.786027359,0.02248292,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,128,2,1,128,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,128,2,1,128,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,128,2,1,256,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,128,2,1,256,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,128,2,1,512,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,128,2,1,512,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,256,2,1,2,0.740582438,0.013814862,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,64,256,2,1,2,0.64343537,0.020888059,"[0.509090909090909, 0.9506172839506173, 0.6963350785340314]"
Reduced,64,256,2,1,4,0.778897866,0.0368689,"[0.7692307692307693, 0.9382716049382716, 0.8833333333333333]"
Original,64,256,2,1,4,0.697921961,0.029321767,"[0.6454545454545455, 0.9506172839506173, 0.774869109947644]"
Reduced,64,256,2,1,8,0.845045475,0.036655348,"[0.8461538461538461, 0.9506172839506173, 0.9166666666666666]"
Original,64,256,2,1,8,0.737539744,0.030147096,"[0.6454545454545455, 0.9629629629629629, 0.7801047120418848]"
Reduced,64,256,2,1,16,0.870950853,0.026247764,"[0.8717948717948718, 0.9506172839506173, 0.925]"
Original,64,256,2,1,16,0.759026249,0.016416125,"[0.6727272727272727, 0.9629629629629629, 0.7958115183246073]"
Reduced,64,256,2,1,32,0.875616993,0.023008917,"[0.8974358974358975, 0.9629629629629629, 0.9416666666666667]"
Original,64,256,2,1,32,0.776135738,0.023845515,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,64,256,2,1,64,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,256,2,1,64,0.786027359,0.02248292,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,256,2,1,128,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,256,2,1,128,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,256,2,1,256,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,256,2,1,256,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,64,256,2,1,512,0.881947073,0.021328142,"[0.8717948717948718, 0.9629629629629629, 0.9333333333333333]"
Original,64,256,2,1,512,0.786066549,0.021758397,"[0.7545454545454545, 0.9629629629629629, 0.8429319371727748]"
Reduced,128,1,2,1,2,0.736137994,0.015347111,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,128,1,2,1,2,0.654639124,0.01901964,"[0.509090909090909, 0.9629629629629629, 0.7015706806282722]"
Reduced,128,1,2,1,4,0.736137994,0.015347111,"[0.48717948717948717, 0.9506172839506173, 0.8]"
Original,128,1,2,1,4,0.654639124,0.01901964,"[0.509090909090909, 0.9629629629629629, 0.7015706806282722]"
