ChromatogramRI,
X:,Y:
8.67833,0.104
8.68,0.119
8.68167,0.124
8.68333,0.135
8.685,0.135
8.68667,0.13
8.68833,0.13
8.69,0.119
8.69167,0.114
8.69333,0.109
8.695,0.119
8.69667,0.119
8.69833,0.13
8.7,0.13
8.70167,0.129
8.70333,0.128
8.705,0.117
8.70667,0.113
8.70833,0.108
8.71,0.113
8.71167,0.113
8.71333,0.123
8.715,0.128
8.71667,0.133
8.71833,0.133
8.72,0.128
8.72167,0.121
8.72333,0.116
8.725,0.111
8.72667,0.117
8.72833,0.122
8.73,0.133
8.73167,0.134
8.73333,0.139
8.735,0.134
8.73667,0.129
8.73833,0.118
8.74,0.119
8.74167,0.118
8.74333,0.123
8.745,0.134
8.74667,0.139
8.74833,0.144
8.75,0.134
8.75167,0.128
8.75333,0.129
8.755,0.118
8.75667,0.108
8.75833,0.113
8.76,0.124
8.76167,0.13
8.76333,0.135
8.765,0.139
8.76667,0.134
8.76833,0.134
8.77,0.129
8.77167,0.122
8.77333,0.122
8.775,0.122
8.77667,0.134
8.77833,0.145
8.78,0.15
8.78167,0.151
8.78333,0.147
8.785,0.143
8.78667,0.138
8.78833,0.134
8.79,0.135
8.79167,0.135
8.79333,0.141
8.795,0.151
8.79667,0.157
8.79833,0.157
8.8,0.152
8.80167,0.147
8.80333,0.141
8.805,0.135
8.80667,0.135
8.80833,0.14
8.81,0.15
8.81167,0.155
8.81333,0.155
8.815,0.155
8.81667,0.149
8.81833,0.143
8.82,0.138
8.82167,0.133
8.82333,0.134
8.825,0.139
8.82667,0.144
8.82833,0.154
8.83,0.154
8.83167,0.149
8.83333,0.149
8.835,0.143
8.83667,0.139
8.83833,0.14
8.84,0.14
8.84167,0.151
8.84333,0.156
8.845,0.161
8.84667,0.16
8.84833,0.16
8.85,0.154
8.85167,0.144
8.85333,0.139
8.855,0.143
8.85667,0.153
8.85833,0.163
8.86,0.168
8.86167,0.17
8.86333,0.166
8.865,0.157
8.86667,0.147
8.86833,0.143
8.87,0.137
8.87167,0.147
8.87333,0.156
8.875,0.16
8.87667,0.169
8.87833,0.174
8.88,0.173
8.88167,0.168
8.88333,0.158
8.885,0.154
8.88667,0.15
8.88833,0.156
8.89,0.166
8.89167,0.171
8.89333,0.181
8.895,0.181
8.89667,0.176
8.89833,0.166
8.9,0.161
8.90167,0.155
8.90333,0.165
8.905,0.169
8.90667,0.184
8.90833,0.194
8.91,0.199
8.91167,0.198
8.91333,0.197
8.915,0.197
8.91667,0.192
8.91833,0.191
8.92,0.197
8.92167,0.197
8.92333,0.208
8.925,0.208
8.92667,0.213
8.92833,0.212
8.93,0.207
8.93167,0.2
8.93333,0.2
8.935,0.2
8.93667,0.2
8.93833,0.211
8.94,0.221
8.94167,0.22
8.94333,0.221
8.945,0.221
8.94667,0.212
8.94833,0.207
8.95,0.207
8.95167,0.208
8.95333,0.213
8.955,0.228
8.95667,0.233
8.95833,0.244
8.96,0.244
8.96167,0.239
8.96333,0.234
8.965,0.229
8.96667,0.219
8.96833,0.224
8.97,0.234
8.97167,0.239
8.97333,0.244
8.975,0.243
8.97667,0.248
8.97833,0.242
8.98,0.238
8.98167,0.237
8.98333,0.236
8.985,0.236
8.98667,0.247
8.98833,0.258
8.99,0.263
8.99167,0.263
8.99333,0.264
8.995,0.259
8.99667,0.249
8.99833,0.25
9,0.256
9.00167,0.266
9.00333,0.276
9.005,0.281
9.00667,0.287
9.00833,0.288
9.01,0.287
9.01167,0.281
9.01333,0.281
9.015,0.276
9.01667,0.276
9.01833,0.281
9.02,0.291
9.02167,0.295
9.02333,0.299
9.025,0.298
9.02667,0.297
9.02833,0.291
9.03,0.286
9.03167,0.28
9.03333,0.285
9.035,0.294
9.03667,0.305
9.03833,0.306
9.04,0.312
9.04167,0.317
9.04333,0.313
9.045,0.308
9.04667,0.307
9.04833,0.307
9.05,0.307
9.05167,0.317
9.05333,0.321
9.055,0.327
9.05667,0.328
9.05833,0.323
9.06,0.318
9.06167,0.313
9.06333,0.313
9.065,0.314
9.06667,0.319
9.06833,0.33
9.07,0.34
9.07167,0.344
9.07333,0.345
9.075,0.34
9.07667,0.335
9.07833,0.335
9.08,0.329
9.08167,0.333
9.08333,0.342
9.085,0.351
9.08667,0.361
9.08833,0.365
9.09,0.37
9.09167,0.369
9.09333,0.363
9.095,0.361
9.09667,0.36
9.09833,0.369
9.1,0.378
9.10167,0.389
9.10333,0.394
9.105,0.4
9.10667,0.396
9.10833,0.391
9.11,0.391
9.11167,0.387
9.11333,0.383
9.115,0.393
9.11667,0.403
9.11833,0.419
9.12,0.42
9.12167,0.421
9.12333,0.417
9.125,0.417
9.12667,0.412
9.12833,0.407
9.13,0.408
9.13167,0.413
9.13333,0.429
9.135,0.441
9.13667,0.441
9.13833,0.441
9.14,0.436
9.14167,0.43
9.14333,0.436
9.145,0.436
9.14667,0.446
9.14833,0.461
9.15,0.472
9.15167,0.477
9.15333,0.481
9.155,0.481
9.15667,0.481
9.15833,0.476
9.16,0.475
9.16167,0.474
9.16333,0.484
9.165,0.493
9.16667,0.498
9.16833,0.509
9.17,0.515
9.17167,0.52
9.17333,0.516
9.175,0.516
9.17667,0.517
9.17833,0.527
9.18,0.532
9.18167,0.547
9.18333,0.552
9.185,0.561
9.18667,0.56
9.18833,0.559
9.19,0.555
9.19167,0.549
9.19333,0.549
9.195,0.554
9.19667,0.563
9.19833,0.568
9.2,0.578
9.20167,0.589
9.20333,0.589
9.205,0.584
9.20667,0.579
9.20833,0.579
9.21,0.578
9.21167,0.589
9.21333,0.598
9.215,0.608
9.21667,0.618
9.21833,0.622
9.22,0.622
9.22167,0.628
9.22333,0.624
9.225,0.624
9.22667,0.629
9.22833,0.635
9.23,0.65
9.23167,0.662
9.23333,0.671
9.235,0.676
9.23667,0.681
9.23833,0.68
9.24,0.679
9.24167,0.678
9.24333,0.687
9.245,0.696
9.24667,0.71
9.24833,0.725
9.25,0.734
9.25167,0.734
9.25333,0.733
9.255,0.728
9.25667,0.728
9.25833,0.728
9.26,0.739
9.26167,0.755
9.26333,0.766
9.265,0.777
9.26667,0.777
9.26833,0.776
9.27,0.777
9.27167,0.778
9.27333,0.778
9.275,0.788
9.27667,0.792
9.27833,0.807
9.28,0.827
9.28167,0.837
9.28333,0.836
9.285,0.837
9.28667,0.837
9.28833,0.838
9.29,0.839
9.29167,0.845
9.29333,0.86
9.295,0.87
9.29667,0.88
9.29833,0.885
9.3,0.889
9.30167,0.889
9.30333,0.885
9.305,0.885
9.30667,0.891
9.30833,0.897
9.31,0.913
9.31167,0.923
9.31333,0.933
9.315,0.937
9.31667,0.942
9.31833,0.948
9.32,0.948
9.32167,0.948
9.32333,0.953
9.325,0.959
9.32667,0.973
9.32833,0.987
9.33,0.996
9.33167,1
9.33333,1.009
9.335,1.015
9.33667,1.015
9.33833,1.016
9.34,1.022
9.34167,1.038
9.34333,1.049
9.345,1.06
9.34667,1.065
9.34833,1.071
9.35,1.08
9.35167,1.081
9.35333,1.081
9.355,1.081
9.35667,1.082
9.35833,1.097
9.36,1.118
9.36167,1.129
9.36333,1.144
9.365,1.149
9.36667,1.149
9.36833,1.153
9.37,1.152
9.37167,1.161
9.37333,1.166
9.375,1.18
9.37667,1.191
9.37833,1.2
9.38,1.21
9.38167,1.22
9.38333,1.22
9.385,1.226
9.38667,1.226
9.38833,1.236
9.39,1.257
9.39167,1.273
9.39333,1.283
9.395,1.294
9.39667,1.3
9.39833,1.31
9.4,1.31
9.40167,1.311
9.40333,1.313
9.405,1.319
9.40667,1.334
9.40833,1.356
9.41,1.376
9.41167,1.386
9.41333,1.39
9.415,1.395
9.41667,1.4
9.41833,1.405
9.42,1.411
9.42167,1.427
9.42333,1.438
9.425,1.453
9.42667,1.474
9.42833,1.479
9.43,1.489
9.43167,1.489
9.43333,1.489
9.435,1.5
9.43667,1.511
9.43833,1.526
9.44,1.546
9.44167,1.56
9.44333,1.576
9.445,1.58
9.44667,1.585
9.44833,1.59
9.45,1.601
9.45167,1.601
9.45333,1.611
9.455,1.626
9.45667,1.646
9.45833,1.661
9.46,1.671
9.46167,1.68
9.46333,1.689
9.465,1.693
9.46667,1.693
9.46833,1.704
9.47,1.719
9.47167,1.739
9.47333,1.759
9.475,1.779
9.47667,1.789
9.47833,1.793
9.48,1.793
9.48167,1.792
9.48333,1.809
9.485,1.813
9.48667,1.823
9.48833,1.838
9.49,1.858
9.49167,1.878
9.49333,1.888
9.495,1.898
9.49667,1.908
9.49833,1.913
9.5,1.918
9.50167,1.933
9.50333,1.955
9.505,1.975
9.50667,1.996
9.50833,2.011
9.51,2.022
9.51167,2.028
9.51333,2.037
9.515,2.037
9.51667,2.042
9.51833,2.061
9.52,2.082
9.52167,2.103
9.52333,2.112
9.525,2.126
9.52667,2.13
9.52833,2.14
9.53,2.15
9.53167,2.16
9.53333,2.165
9.535,2.18
9.53667,2.205
9.53833,2.224
9.54,2.239
9.54167,2.255
9.54333,2.264
9.545,2.274
9.54667,2.283
9.54833,2.288
9.55,2.304
9.55167,2.325
9.55333,2.344
9.555,2.365
9.55667,2.38
9.55833,2.385
9.56,2.397
9.56167,2.407
9.56333,2.413
9.565,2.423
9.56667,2.438
9.56833,2.463
9.57,2.484
9.57167,2.504
9.57333,2.52
9.575,2.531
9.57667,2.536
9.57833,2.546
9.58,2.558
9.58167,2.573
9.58333,2.592
9.585,2.613
9.58667,2.63
9.58833,2.65
9.59,2.666
9.59167,2.676
9.59333,2.681
9.595,2.691
9.59667,2.707
9.59833,2.721
9.6,2.74
9.60167,2.765
9.60333,2.791
9.605,2.811
9.60667,2.83
9.60833,2.84
9.61,2.85
9.61167,2.862
9.61333,2.871
9.615,2.886
9.61667,2.9
9.61833,2.926
9.62,2.946
9.62167,2.965
9.62333,2.975
9.625,2.994
9.62667,3.005
9.62833,3.015
9.63,3.026
9.63167,3.046
9.63333,3.066
9.635,3.086
9.63667,3.101
9.63833,3.116
9.64,3.126
9.64167,3.141
9.64333,3.146
9.645,3.158
9.64667,3.173
9.64833,3.198
9.65,3.218
9.65167,3.241
9.65333,3.261
9.655,3.277
9.65667,3.287
9.65833,3.297
9.66,3.308
9.66167,3.313
9.66333,3.328
9.665,3.357
9.66667,3.377
9.66833,3.408
9.67,3.432
9.67167,3.452
9.67333,3.463
9.675,3.474
9.67667,3.485
9.67833,3.506
9.68,3.531
9.68167,3.557
9.68333,3.582
9.685,3.601
9.68667,3.622
9.68833,3.632
9.69,3.642
9.69167,3.647
9.69333,3.656
9.695,3.671
9.69667,3.692
9.69833,3.712
9.7,3.732
9.70167,3.756
9.70333,3.777
9.705,3.791
9.70667,3.796
9.70833,3.811
9.71,3.827
9.71167,3.844
9.71333,3.869
9.715,3.9
9.71667,3.922
9.71833,3.947
9.72,3.962
9.72167,3.977
9.72333,3.986
9.725,4.003
9.72667,4.017
9.72833,4.032
9.73,4.061
9.73167,4.092
9.73333,4.111
9.735,4.132
9.73667,4.137
9.73833,4.147
9.74,4.161
9.74167,4.176
9.74333,4.191
9.745,4.211
9.74667,4.237
9.74833,4.261
9.75,4.286
9.75167,4.306
9.75333,4.326
9.755,4.341
9.75667,4.35
9.75833,4.36
9.76,4.381
9.76167,4.397
9.76333,4.422
9.765,4.448
9.76667,4.468
9.76833,4.484
9.77,4.493
9.77167,4.493
9.77333,4.508
9.775,4.529
9.77667,4.548
9.77833,4.578
9.78,4.614
9.78167,4.639
9.78333,4.659
9.785,4.671
9.78667,4.687
9.78833,4.701
9.79,4.711
9.79167,4.727
9.79333,4.749
9.795,4.774
9.79667,4.799
9.79833,4.829
9.8,4.849
9.80167,4.865
9.80333,4.876
9.805,4.881
9.80667,4.898
9.80833,4.913
9.81,4.938
9.81167,4.962
9.81333,4.993
9.815,5.018
9.81667,5.033
9.81833,5.043
9.82,5.055
9.82167,5.06
9.82333,5.075
9.825,5.095
9.82667,5.119
9.82833,5.149
9.83,5.179
9.83167,5.205
9.83333,5.22
9.835,5.23
9.83667,5.246
9.83833,5.255
9.84,5.269
9.84167,5.29
9.84333,5.314
9.845,5.339
9.84667,5.366
9.84833,5.391
9.85,5.407
9.85167,5.428
9.85333,5.438
9.855,5.453
9.85667,5.474
9.85833,5.499
9.86,5.525
9.86167,5.555
9.86333,5.575
9.865,5.591
9.86667,5.611
9.86833,5.621
9.87,5.626
9.87167,5.642
9.87333,5.664
9.875,5.69
9.87667,5.716
9.87833,5.741
9.88,5.767
9.88167,5.782
9.88333,5.797
9.885,5.813
9.88667,5.827
9.88833,5.842
9.89,5.863
9.89167,5.894
9.89333,5.918
9.895,5.947
9.89667,5.969
9.89833,5.984
9.9,5.993
9.90167,6.008
9.90333,6.023
9.905,6.044
9.90667,6.063
9.90833,6.088
9.91,6.109
9.91167,6.134
9.91333,6.149
9.915,6.164
9.91667,6.174
9.91833,6.179
9.92,6.195
9.92167,6.21
9.92333,6.24
9.925,6.272
9.92667,6.297
9.92833,6.318
9.93,6.333
9.93167,6.349
9.93333,6.364
9.935,6.374
9.93667,6.389
9.93833,6.408
9.94,6.433
9.94167,6.458
9.94333,6.483
9.945,6.509
9.94667,6.524
9.94833,6.534
9.95,6.539
9.95167,6.554
9.95333,6.575
9.955,6.6
9.95667,6.625
9.95833,6.651
9.96,6.672
9.96167,6.684
9.96333,6.704
9.965,6.716
9.96667,6.736
9.96833,6.746
9.97,6.761
9.97167,6.782
9.97333,6.808
9.975,6.833
9.97667,6.848
9.97833,6.864
9.98,6.88
9.98167,6.889
9.98333,6.904
9.985,6.914
9.98667,6.933
9.98833,6.964
9.99,6.989
9.99167,7.009
9.99333,7.03
9.995,7.045
9.99667,7.056
9.99833,7.067
10,7.072
10.00167,7.082
10.00333,7.104
10.005,7.129
10.00667,7.153
10.00833,7.178
10.01,7.192
10.01167,7.212
10.01333,7.222
10.015,7.237
10.01667,7.247
10.01833,7.268
10.02,7.288
10.02167,7.308
10.02333,7.33
10.025,7.351
10.02667,7.366
10.02833,7.382
10.03,7.393
10.03167,7.409
10.03333,7.425
10.035,7.444
10.03667,7.474
10.03833,7.504
10.04,7.523
10.04167,7.537
10.04333,7.548
10.045,7.558
10.04667,7.568
10.04833,7.578
10.05,7.592
10.05167,7.611
10.05333,7.642
10.055,7.666
10.05667,7.686
10.05833,7.702
10.06,7.727
10.06167,7.737
10.06333,7.747
10.065,7.757
10.06667,7.767
10.06833,7.789
10.07,7.814
10.07167,7.833
10.07333,7.854
10.075,7.87
10.07667,7.88
10.07833,7.89
10.08,7.9
10.08167,7.905
10.08333,7.916
10.085,7.937
10.08667,7.958
10.08833,7.979
10.09,7.999
10.09167,8.015
10.09333,8.025
10.095,8.04
10.09667,8.046
10.09833,8.056
10.1,8.071
10.10167,8.092
10.10333,8.111
10.105,8.136
10.10667,8.152
10.10833,8.171
10.11,8.181
10.11167,8.184
10.11333,8.199
10.115,8.209
10.11667,8.23
10.11833,8.249
10.12,8.274
10.12167,8.299
10.12333,8.311
10.125,8.326
10.12667,8.336
10.12833,8.345
10.13,8.359
10.13167,8.363
10.13333,8.384
10.135,8.398
10.13667,8.413
10.13833,8.428
10.14,8.439
10.14167,8.444
10.14333,8.453
10.145,8.459
10.14667,8.468
10.14833,8.487
10.15,8.507
10.15167,8.526
10.15333,8.546
10.155,8.56
10.15667,8.575
10.15833,8.579
10.16,8.589
10.16167,8.594
10.16333,8.609
10.165,8.625
10.16667,8.645
10.16833,8.659
10.17,8.678
10.17167,8.693
10.17333,8.702
10.175,8.712
10.17667,8.717
10.17833,8.723
10.18,8.734
10.18167,8.744
10.18333,8.765
10.185,8.786
10.18667,8.802
10.18833,8.808
10.19,8.814
10.19167,8.82
10.19333,8.825
10.195,8.842
10.19667,8.857
10.19833,8.871
10.2,8.891
10.20167,8.906
10.20333,8.916
10.205,8.925
10.20667,8.935
10.20833,8.936
10.21,8.94
10.21167,8.95
10.21333,8.964
10.215,8.979
10.21667,9
10.21833,9.02
10.22,9.035
10.22167,9.045
10.22333,9.049
10.225,9.059
10.22667,9.059
10.22833,9.069
10.23,9.079
10.23167,9.099
10.23333,9.118
10.235,9.133
10.23667,9.149
10.23833,9.154
10.24,9.159
10.24167,9.159
10.24333,9.163
10.245,9.174
10.24667,9.194
10.24833,9.205
10.25,9.222
10.25167,9.228
10.25333,9.239
10.255,9.249
10.25667,9.249
10.25833,9.254
10.26,9.26
10.26167,9.265
10.26333,9.28
10.265,9.301
10.26667,9.312
10.26833,9.322
10.27,9.327
10.27167,9.328
10.27333,9.333
10.275,9.339
10.27667,9.338
10.27833,9.348
10.28,9.358
10.28167,9.374
10.28333,9.385
10.285,9.395
10.28667,9.399
10.28833,9.403
10.29,9.407
10.29167,9.411
10.29333,9.415
10.295,9.424
10.29667,9.439
10.29833,9.45
10.3,9.46
10.30167,9.464
10.30333,9.469
10.305,9.469
10.30667,9.469
10.30833,9.469
10.31,9.475
10.31167,9.484
10.31333,9.498
10.315,9.507
10.31667,9.518
10.31833,9.524
10.32,9.528
10.32167,9.533
10.32333,9.523
10.325,9.529
10.32667,9.541
10.32833,9.547
10.33,9.557
10.33167,9.567
10.33333,9.568
10.335,9.573
10.33667,9.574
10.33833,9.574
10.34,9.575
10.34167,9.58
10.34333,9.585
10.345,9.596
10.34667,9.611
10.34833,9.615
10.35,9.621
10.35167,9.622
10.35333,9.617
10.355,9.616
10.35667,9.611
10.35833,9.616
10.36,9.621
10.36167,9.635
10.36333,9.65
10.365,9.65
10.36667,9.65
10.36833,9.655
10.37,9.649
10.37167,9.644
10.37333,9.639
10.375,9.644
10.37667,9.653
10.37833,9.663
10.38,9.67
10.38167,9.675
10.38333,9.67
10.385,9.669
10.38667,9.663
10.38833,9.663
10.39,9.658
10.39167,9.669
10.39333,9.675
10.395,9.692
10.39667,9.697
10.39833,9.697
10.4,9.697
10.40167,9.687
10.40333,9.682
10.405,9.671
10.40667,9.676
10.40833,9.681
10.41,9.686
10.41167,9.691
10.41333,9.696
10.415,9.696
10.41667,9.696
10.41833,9.687
10.42,9.682
10.42167,9.677
10.42333,9.678
10.425,9.683
10.42667,9.694
10.42833,9.694
10.43,9.695
10.43167,9.695
10.43333,9.685
10.435,9.679
10.43667,9.674
10.43833,9.673
10.44,9.673
10.44167,9.678
10.44333,9.688
10.445,9.692
10.44667,9.692
10.44833,9.692
10.45,9.682
10.45167,9.671
10.45333,9.665
10.455,9.659
10.45667,9.669
10.45833,9.674
10.46,9.674
10.46167,9.674
10.46333,9.669
10.465,9.663
10.46667,9.658
10.46833,9.643
10.47,9.638
10.47167,9.629
10.47333,9.634
10.475,9.64
10.47667,9.641
10.47833,9.642
10.48,9.638
10.48167,9.634
10.48333,9.615
10.485,9.61
10.48667,9.605
10.48833,9.605
10.49,9.605
10.49167,9.605
10.49333,9.606
10.495,9.606
10.49667,9.601
10.49833,9.592
10.5,9.582
10.50167,9.573
10.50333,9.569
10.505,9.569
10.50667,9.569
10.50833,9.574
10.51,9.573
10.51167,9.568
10.51333,9.559
10.515,9.554
10.51667,9.544
10.51833,9.534
10.52,9.523
10.52167,9.523
10.52333,9.527
10.525,9.532
10.52667,9.531
10.52833,9.527
10.53,9.516
10.53167,9.5
10.53333,9.485
10.535,9.48
10.53667,9.475
10.53833,9.474
10.54,9.479
10.54167,9.479
10.54333,9.479
10.545,9.464
10.54667,9.453
10.54833,9.443
10.55,9.427
10.55167,9.422
10.55333,9.416
10.555,9.416
10.55667,9.416
10.55833,9.416
10.56,9.411
10.56167,9.396
10.56333,9.381
10.565,9.371
10.56667,9.355
10.56833,9.345
10.57,9.339
10.57167,9.343
10.57333,9.343
10.575,9.343
10.57667,9.339
10.57833,9.319
10.58,9.31
10.58167,9.3
10.58333,9.284
10.585,9.279
10.58667,9.28
10.58833,9.286
10.59,9.281
10.59167,9.271
10.59333,9.262
10.595,9.242
10.59667,9.223
10.59833,9.208
10.6,9.198
10.60167,9.188
10.60333,9.188
10.605,9.178
10.60667,9.173
10.60833,9.168
10.61,9.162
10.61167,9.147
10.61333,9.131
10.615,9.122
10.61667,9.112
10.61833,9.107
10.62,9.107
10.62167,9.102
10.62333,9.097
10.625,9.093
10.62667,9.078
10.62833,9.064
10.63,9.048
10.63167,9.029
10.63333,9.014
10.635,9.01
10.63667,9.01
10.63833,9.01
10.64,9
10.64167,8.99
10.64333,8.973
10.645,8.948
10.64667,8.937
10.64833,8.926
10.65,8.916
10.65167,8.92
10.65333,8.914
10.655,8.909
10.65667,8.898
10.65833,8.877
10.66,8.866
10.66167,8.85
10.66333,8.828
10.665,8.817
10.66667,8.812
10.66833,8.811
10.67,8.805
10.67167,8.805
10.67333,8.789
10.675,8.774
10.67667,8.759
10.67833,8.733
10.68,8.719
10.68167,8.704
10.68333,8.696
10.685,8.691
10.68667,8.687
10.68833,8.676
10.69,8.667
10.69167,8.646
10.69333,8.632
10.695,8.617
10.69667,8.596
10.69833,8.585
10.7,8.586
10.70167,8.581
10.70333,8.577
10.705,8.568
10.70667,8.558
10.70833,8.539
10.71,8.518
10.71167,8.498
10.71333,8.484
10.715,8.474
10.71667,8.469
10.71833,8.464
10.72,8.464
10.72167,8.453
10.72333,8.434
10.725,8.414
10.72667,8.394
10.72833,8.373
10.73,8.358
10.73167,8.353
10.73333,8.349
10.735,8.349
10.73667,8.339
10.73833,8.324
10.74,8.304
10.74167,8.284
10.74333,8.263
10.745,8.238
10.74667,8.221
10.74833,8.215
10.75,8.199
10.75167,8.193
10.75333,8.177
10.755,8.166
10.75667,8.155
10.75833,8.139
10.76,8.123
10.76167,8.102
10.76333,8.092
10.765,8.087
10.76667,8.082
10.76833,8.071
10.77,8.067
10.77167,8.053
10.77333,8.029
10.775,8.009
10.77667,7.993
10.77833,7.978
10.78,7.968
10.78167,7.963
10.78333,7.963
10.785,7.958
10.78667,7.944
10.78833,7.923
10.79,7.909
10.79167,7.884
10.79333,7.863
10.795,7.847
10.79667,7.837
10.79833,7.833
10.8,7.827
10.80167,7.812
10.80333,7.791
10.805,7.77
10.80667,7.754
10.80833,7.734
10.81,7.714
10.81167,7.693
10.81333,7.688
10.815,7.683
10.81667,7.673
10.81833,7.667
10.82,7.642
10.82167,7.622
10.82333,7.602
10.825,7.583
10.82667,7.569
10.82833,7.564
10.83,7.559
10.83167,7.549
10.83333,7.543
10.835,7.533
10.83667,7.513
10.83833,7.488
10.84,7.466
10.84167,7.451
10.84333,7.436
10.845,7.426
10.84667,7.424
10.84833,7.418
10.85,7.407
10.85167,7.386
10.85333,7.365
10.855,7.344
10.85667,7.328
10.85833,7.307
10.86,7.291
10.86167,7.286
10.86333,7.282
10.865,7.273
10.86667,7.264
10.86833,7.245
10.87,7.224
10.87167,7.205
10.87333,7.179
10.875,7.157
10.87667,7.147
10.87833,7.142
10.88,7.137
10.88167,7.122
10.88333,7.097
10.885,7.076
10.88667,7.056
10.88833,7.035
10.89,7.016
10.89167,7
10.89333,6.986
10.895,6.981
10.89667,6.976
10.89833,6.965
10.9,6.95
10.90167,6.929
10.90333,6.909
10.905,6.889
10.90667,6.863
10.90833,6.848
10.91,6.838
10.91167,6.839
10.91333,6.829
10.915,6.814
10.91667,6.8
10.91833,6.779
10.92,6.758
10.92167,6.738
10.92333,6.719
10.925,6.708
10.92667,6.698
10.92833,6.693
10.93,6.682
10.93167,6.667
10.93333,6.651
10.935,6.63
10.93667,6.605
10.93833,6.584
10.94,6.574
10.94167,6.564
10.94333,6.563
10.945,6.547
10.94667,6.532
10.94833,6.512
10.95,6.492
10.95167,6.476
10.95333,6.455
10.955,6.435
10.95667,6.42
10.95833,6.404
10.96,6.399
10.96167,6.389
10.96333,6.373
10.965,6.362
10.96667,6.337
10.96833,6.311
10.97,6.291
10.97167,6.27
10.97333,6.255
10.975,6.251
10.97667,6.247
10.97833,6.242
10.98,6.232
10.98167,6.218
10.98333,6.189
10.985,6.168
10.98667,6.147
10.98833,6.132
10.99,6.121
10.99167,6.121
10.99333,6.111
10.995,6.095
10.99667,6.085
10.99833,6.059
11,6.039
11.00167,6.018
11.00333,5.999
11.005,5.979
11.00667,5.97
11.00833,5.956
11.01,5.941
11.01167,5.927
11.01333,5.911
11.015,5.892
11.01667,5.871
11.01833,5.846
11.02,5.826
11.02167,5.811
11.02333,5.806
11.025,5.806
11.02667,5.795
11.02833,5.78
11.03,5.765
11.03167,5.74
11.03333,5.719
11.035,5.695
11.03667,5.681
11.03833,5.666
11.04,5.661
11.04167,5.656
11.04333,5.645
11.045,5.634
11.04667,5.619
11.04833,5.599
11.05,5.578
11.05167,5.562
11.05333,5.542
11.055,5.536
11.05667,5.531
11.05833,5.52
11.06,5.51
11.06167,5.494
11.06333,5.474
11.065,5.453
11.06667,5.428
11.06833,5.408
11.07,5.393
11.07167,5.387
11.07333,5.382
11.075,5.372
11.07667,5.358
11.07833,5.336
11.08,5.322
11.08167,5.302
11.08333,5.281
11.085,5.264
11.08667,5.253
11.08833,5.247
11.09,5.242
11.09167,5.232
11.09333,5.213
11.095,5.193
11.09667,5.173
11.09833,5.153
11.1,5.128
11.10167,5.112
11.10333,5.096
11.105,5.091
11.10667,5.086
11.10833,5.076
11.11,5.06
11.11167,5.044
11.11333,5.023
11.115,5.003
11.11667,4.983
11.11833,4.968
11.12,4.968
11.12167,4.962
11.12333,4.948
11.125,4.938
11.12667,4.923
11.12833,4.902
11.13,4.881
11.13167,4.861
11.13333,4.84
11.135,4.83
11.13667,4.82
11.13833,4.82
11.14,4.816
11.14167,4.8
11.14333,4.785
11.145,4.765
11.14667,4.745
11.14833,4.729
11.15,4.709
11.15167,4.699
11.15333,4.689
11.155,4.68
11.15667,4.67
11.15833,4.653
11.16,4.633
11.16167,4.618
11.16333,4.592
11.165,4.567
11.16667,4.557
11.16833,4.548
11.17,4.549
11.17167,4.545
11.17333,4.54
11.175,4.526
11.17667,4.505
11.17833,4.485
11.18,4.46
11.18167,4.445
11.18333,4.429
11.185,4.418
11.18667,4.412
11.18833,4.412
11.19,4.402
11.19167,4.386
11.19333,4.38
11.195,4.359
11.19667,4.339
11.19833,4.319
11.2,4.309
11.20167,4.298
11.20333,4.289
11.205,4.283
11.20667,4.273
11.20833,4.258
11.21,4.238
11.21167,4.218
11.21333,4.192
11.215,4.177
11.21667,4.167
11.21833,4.162
11.22,4.162
11.22167,4.152
11.22333,4.137
11.225,4.121
11.22667,4.106
11.22833,4.081
11.23,4.066
11.23167,4.05
11.23333,4.04
11.235,4.04
11.23667,4.031
11.23833,4.026
11.24,4.01
11.24167,3.996
11.24333,3.98
11.245,3.96
11.24667,3.944
11.24833,3.934
11.25,3.929
11.25167,3.924
11.25333,3.92
11.255,3.904
11.25667,3.889
11.25833,3.869
11.26,3.844
11.26167,3.823
11.26333,3.803
11.265,3.793
11.26667,3.789
11.26833,3.784
11.27,3.778
11.27167,3.768
11.27333,3.747
11.275,3.732
11.27667,3.718
11.27833,3.708
11.28,3.698
11.28167,3.687
11.28333,3.686
11.285,3.675
11.28667,3.665
11.28833,3.655
11.29,3.639
11.29167,3.624
11.29333,3.604
11.295,3.588
11.29667,3.578
11.29833,3.573
11.3,3.567
11.30167,3.558
11.30333,3.548
11.305,3.533
11.30667,3.518
11.30833,3.503
11.31,3.484
11.31167,3.47
11.31333,3.466
11.315,3.462
11.31667,3.458
11.31833,3.442
11.32,3.432
11.32167,3.412
11.32333,3.39
11.325,3.374
11.32667,3.359
11.32833,3.344
11.33,3.339
11.33167,3.339
11.33333,3.328
11.335,3.319
11.33667,3.303
11.33833,3.286
11.34,3.271
11.34167,3.25
11.34333,3.236
11.345,3.228
11.34667,3.222
11.34833,3.223
11.35,3.217
11.35167,3.206
11.35333,3.192
11.355,3.177
11.35667,3.158
11.35833,3.142
11.36,3.126
11.36167,3.12
11.36333,3.12
11.365,3.115
11.36667,3.108
11.36833,3.098
