ChromatogramRI,
X:,Y:
8.645,-0.028
8.64667,-0.028
8.64833,-0.023
8.65,-0.014
8.65167,-0.009
8.65333,-0.01
8.655,-0.01
8.65667,-0.015
8.65833,-0.019
8.66,-0.023
8.66167,-0.022
8.66333,-0.017
8.665,-0.007
8.66667,-0.002
8.66833,0.001
8.67,-0.003
8.67167,-0.01
8.67333,-0.016
8.675,-0.022
8.67667,-0.023
8.67833,-0.023
8.68,-0.017
8.68167,-0.005
8.68333,-0.005
8.685,-0.005
8.68667,-0.012
8.68833,-0.018
8.69,-0.023
8.69167,-0.033
8.69333,-0.033
8.695,-0.027
8.69667,-0.021
8.69833,-0.016
8.7,-0.004
8.70167,-0.01
8.70333,-0.009
8.705,-0.014
8.70667,-0.024
8.70833,-0.034
8.71,-0.035
8.71167,-0.031
8.71333,-0.021
8.715,-0.016
8.71667,-0.016
8.71833,-0.017
8.72,-0.027
8.72167,-0.032
8.72333,-0.037
8.725,-0.042
8.72667,-0.036
8.72833,-0.03
8.73,-0.015
8.73167,-0.01
8.73333,-0.01
8.735,-0.014
8.73667,-0.019
8.73833,-0.03
8.74,-0.04
8.74167,-0.039
8.74333,-0.039
8.745,-0.024
8.74667,-0.014
8.74833,-0.014
8.75,-0.014
8.75167,-0.014
8.75333,-0.024
8.755,-0.034
8.75667,-0.039
8.75833,-0.044
8.76,-0.038
8.76167,-0.027
8.76333,-0.017
8.765,-0.012
8.76667,-0.012
8.76833,-0.017
8.77,-0.027
8.77167,-0.031
8.77333,-0.035
8.775,-0.035
8.77667,-0.029
8.77833,-0.024
8.78,-0.014
8.78167,-0.014
8.78333,-0.019
8.785,-0.029
8.78667,-0.036
8.78833,-0.042
8.79,-0.037
8.79167,-0.037
8.79333,-0.032
8.795,-0.028
8.79667,-0.018
8.79833,-0.018
8.8,-0.023
8.80167,-0.029
8.80333,-0.034
8.805,-0.039
8.80667,-0.04
8.80833,-0.031
8.81,-0.021
8.81167,-0.017
8.81333,-0.017
8.815,-0.017
8.81667,-0.017
8.81833,-0.022
8.82,-0.027
8.82167,-0.036
8.82333,-0.036
8.825,-0.031
8.82667,-0.021
8.82833,-0.021
8.83,-0.021
8.83167,-0.021
8.83333,-0.026
8.835,-0.031
8.83667,-0.036
8.83833,-0.036
8.84,-0.036
8.84167,-0.031
8.84333,-0.026
8.845,-0.016
8.84667,-0.012
8.84833,-0.013
8.85,-0.018
8.85167,-0.033
8.85333,-0.038
8.855,-0.038
8.85667,-0.029
8.85833,-0.019
8.86,-0.009
8.86167,-0.004
8.86333,-0.015
8.865,-0.015
8.86667,-0.02
8.86833,-0.02
8.87,-0.025
8.87167,-0.025
8.87333,-0.026
8.875,-0.021
8.87667,-0.021
8.87833,-0.021
8.88,-0.021
8.88167,-0.031
8.88333,-0.035
8.885,-0.044
8.88667,-0.045
8.88833,-0.04
8.89,-0.031
8.89167,-0.031
8.89333,-0.031
8.895,-0.025
8.89667,-0.024
8.89833,-0.028
8.9,-0.036
8.90167,-0.04
8.90333,-0.045
8.905,-0.039
8.90667,-0.023
8.90833,-0.018
8.91,-0.012
8.91167,-0.012
8.91333,-0.016
8.915,-0.02
8.91667,-0.025
8.91833,-0.035
8.92,-0.035
8.92167,-0.026
8.92333,-0.016
8.925,-0.006
8.92667,-0.01
8.92833,-0.016
8.93,-0.011
8.93167,-0.015
8.93333,-0.026
8.935,-0.027
8.93667,-0.027
8.93833,-0.027
8.94,-0.013
8.94167,-0.008
8.94333,-0.002
8.945,-0.014
8.94667,-0.02
8.94833,-0.03
8.95,-0.035
8.95167,-0.041
8.95333,-0.041
8.955,-0.036
8.95667,-0.031
8.95833,-0.021
8.96,-0.016
8.96167,-0.021
8.96333,-0.025
8.965,-0.034
8.96667,-0.043
8.96833,-0.043
8.97,-0.037
8.97167,-0.027
8.97333,-0.021
8.975,-0.016
8.97667,-0.016
8.97833,-0.022
8.98,-0.027
8.98167,-0.036
8.98333,-0.037
8.985,-0.037
8.98667,-0.027
8.98833,-0.018
8.99,-0.013
8.99167,-0.018
8.99333,-0.023
8.995,-0.033
8.99667,-0.039
8.99833,-0.044
9,-0.055
9.00167,-0.055
9.00333,-0.045
9.005,-0.039
9.00667,-0.028
9.00833,-0.023
9.01,-0.024
9.01167,-0.028
9.01333,-0.033
9.015,-0.039
9.01667,-0.038
9.01833,-0.038
9.02,-0.028
9.02167,-0.023
9.02333,-0.022
9.025,-0.021
9.02667,-0.02
9.02833,-0.024
9.03,-0.029
9.03167,-0.033
9.03333,-0.033
9.035,-0.032
9.03667,-0.017
9.03833,-0.011
9.04,-0.011
9.04167,-0.007
9.04333,-0.012
9.045,-0.022
9.04667,-0.027
9.04833,-0.033
9.05,-0.028
9.05167,-0.018
9.05333,-0.004
9.055,0.002
9.05667,0.007
9.05833,0.008
9.06,0.003
9.06167,-0.003
9.06333,-0.013
9.065,-0.013
9.06667,-0.009
9.06833,-0.004
9.07,0
9.07167,0.005
9.07333,0.004
9.075,0.005
9.07667,0
9.07833,-0.004
9.08,-0.009
9.08167,-0.009
9.08333,0.006
9.085,0.015
9.08667,0.024
9.08833,0.024
9.09,0.019
9.09167,0.009
9.09333,0
9.095,-0.005
9.09667,-0.009
9.09833,-0.009
9.1,-0.003
9.10167,0.007
9.10333,0.016
9.105,0.021
9.10667,0.016
9.10833,0.016
9.11,0.005
9.11167,0.005
9.11333,0
9.115,0.003
9.11667,0.013
9.11833,0.018
9.12,0.024
9.12167,0.024
9.12333,0.019
9.125,0.009
9.12667,0.004
9.12833,0
9.13,0
9.13167,0.009
9.13333,0.014
9.135,0.024
9.13667,0.024
9.13833,0.023
9.14,0.028
9.14167,0.018
9.14333,0.007
9.145,0.007
9.14667,0.007
9.14833,0.012
9.15,0.027
9.15167,0.031
9.15333,0.036
9.155,0.031
9.15667,0.026
9.15833,0.016
9.16,0.007
9.16167,0.007
9.16333,0.011
9.165,0.022
9.16667,0.032
9.16833,0.042
9.17,0.047
9.17167,0.047
9.17333,0.043
9.175,0.039
9.17667,0.029
9.17833,0.028
9.18,0.038
9.18167,0.048
9.18333,0.058
9.185,0.063
9.18667,0.058
9.18833,0.059
9.19,0.05
9.19167,0.046
9.19333,0.04
9.195,0.04
9.19667,0.044
9.19833,0.054
9.2,0.058
9.20167,0.058
9.20333,0.058
9.205,0.058
9.20667,0.058
9.20833,0.057
9.21,0.057
9.21167,0.061
9.21333,0.066
9.215,0.071
9.21667,0.076
9.21833,0.086
9.22,0.087
9.22167,0.082
9.22333,0.082
9.225,0.077
9.22667,0.078
9.22833,0.078
9.23,0.088
9.23167,0.099
9.23333,0.105
9.235,0.1
9.23667,0.1
9.23833,0.09
9.24,0.086
9.24167,0.086
9.24333,0.086
9.245,0.096
9.24667,0.101
9.24833,0.11
9.25,0.115
9.25167,0.114
9.25333,0.109
9.255,0.104
9.25667,0.099
9.25833,0.095
9.26,0.095
9.26167,0.105
9.26333,0.115
9.265,0.125
9.26667,0.13
9.26833,0.129
9.27,0.123
9.27167,0.123
9.27333,0.113
9.275,0.113
9.27667,0.123
9.27833,0.132
9.28,0.142
9.28167,0.147
9.28333,0.147
9.285,0.147
9.28667,0.137
9.28833,0.137
9.29,0.137
9.29167,0.137
9.29333,0.148
9.295,0.158
9.29667,0.169
9.29833,0.179
9.3,0.184
9.30167,0.189
9.30333,0.188
9.305,0.182
9.30667,0.176
9.30833,0.175
9.31,0.18
9.31167,0.189
9.31333,0.198
9.315,0.208
9.31667,0.202
9.31833,0.201
9.32,0.201
9.32167,0.191
9.32333,0.191
9.325,0.191
9.32667,0.198
9.32833,0.214
9.33,0.221
9.33167,0.232
9.33333,0.228
9.335,0.228
9.33667,0.229
9.33833,0.223
9.34,0.228
9.34167,0.233
9.34333,0.243
9.345,0.254
9.34667,0.264
9.34833,0.259
9.35,0.258
9.35167,0.257
9.35333,0.256
9.355,0.255
9.35667,0.259
9.35833,0.264
9.36,0.28
9.36167,0.29
9.36333,0.302
9.365,0.306
9.36667,0.306
9.36833,0.3
9.37,0.296
9.37167,0.297
9.37333,0.307
9.375,0.318
9.37667,0.323
9.37833,0.334
9.38,0.335
9.38167,0.34
9.38333,0.335
9.385,0.33
9.38667,0.331
9.38833,0.331
9.39,0.336
9.39167,0.346
9.39333,0.356
9.395,0.366
9.39667,0.367
9.39833,0.362
9.4,0.353
9.40167,0.353
9.40333,0.354
9.405,0.359
9.40667,0.369
9.40833,0.385
9.41,0.4
9.41167,0.409
9.41333,0.408
9.415,0.408
9.41667,0.408
9.41833,0.403
9.42,0.403
9.42167,0.414
9.42333,0.429
9.425,0.444
9.42667,0.455
9.42833,0.461
9.43,0.466
9.43167,0.465
9.43333,0.46
9.435,0.459
9.43667,0.469
9.43833,0.479
9.44,0.489
9.44167,0.499
9.44333,0.504
9.445,0.51
9.44667,0.51
9.44833,0.51
9.45,0.505
9.45167,0.5
9.45333,0.504
9.455,0.514
9.45667,0.53
9.45833,0.544
9.46,0.555
9.46167,0.564
9.46333,0.564
9.465,0.565
9.46667,0.565
9.46833,0.57
9.47,0.574
9.47167,0.589
9.47333,0.595
9.475,0.606
9.47667,0.616
9.47833,0.616
9.48,0.617
9.48167,0.607
9.48333,0.607
9.485,0.612
9.48667,0.618
9.48833,0.629
9.49,0.648
9.49167,0.662
9.49333,0.666
9.495,0.666
9.49667,0.666
9.49833,0.656
9.5,0.662
9.50167,0.667
9.50333,0.678
9.505,0.695
9.50667,0.706
9.50833,0.717
9.51,0.718
9.51167,0.723
9.51333,0.723
9.515,0.728
9.51667,0.733
9.51833,0.737
9.52,0.752
9.52167,0.768
9.52333,0.777
9.525,0.787
9.52667,0.796
9.52833,0.796
9.53,0.801
9.53167,0.806
9.53333,0.806
9.535,0.811
9.53667,0.831
9.53833,0.842
9.54,0.857
9.54167,0.871
9.54333,0.876
9.545,0.881
9.54667,0.881
9.54833,0.882
9.55,0.887
9.55167,0.897
9.55333,0.918
9.555,0.927
9.55667,0.938
9.55833,0.944
9.56,0.944
9.56167,0.944
9.56333,0.949
9.565,0.955
9.56667,0.96
9.56833,0.974
9.57,0.994
9.57167,1.004
9.57333,1.019
9.575,1.028
9.57667,1.032
9.57833,1.037
9.58,1.036
9.58167,1.04
9.58333,1.045
9.585,1.066
9.58667,1.081
9.58833,1.096
9.59,1.11
9.59167,1.12
9.59333,1.124
9.595,1.123
9.59667,1.128
9.59833,1.132
9.6,1.144
9.60167,1.158
9.60333,1.174
9.605,1.185
9.60667,1.19
9.60833,1.191
9.61,1.19
9.61167,1.194
9.61333,1.198
9.615,1.203
9.61667,1.224
9.61833,1.244
9.62,1.264
9.62167,1.275
9.62333,1.28
9.625,1.286
9.62667,1.286
9.62833,1.297
9.63,1.303
9.63167,1.313
9.63333,1.323
9.635,1.339
9.63667,1.349
9.63833,1.359
9.64,1.365
9.64167,1.372
9.64333,1.372
9.645,1.377
9.64667,1.387
9.64833,1.402
9.65,1.422
9.65167,1.442
9.65333,1.458
9.655,1.468
9.65667,1.479
9.65833,1.484
9.66,1.485
9.66167,1.49
9.66333,1.496
9.665,1.51
9.66667,1.531
9.66833,1.551
9.67,1.566
9.67167,1.575
9.67333,1.585
9.675,1.585
9.67667,1.585
9.67833,1.591
9.68,1.607
9.68167,1.621
9.68333,1.637
9.685,1.651
9.68667,1.665
9.68833,1.676
9.69,1.681
9.69167,1.681
9.69333,1.691
9.695,1.695
9.69667,1.71
9.69833,1.73
9.7,1.745
9.70167,1.766
9.70333,1.777
9.705,1.787
9.70667,1.792
9.70833,1.802
9.71,1.806
9.71167,1.817
9.71333,1.838
9.715,1.858
9.71667,1.872
9.71833,1.887
9.72,1.897
9.72167,1.896
9.72333,1.902
9.725,1.906
9.72667,1.911
9.72833,1.921
9.73,1.94
9.73167,1.96
9.73333,1.986
9.735,2.002
9.73667,2.016
9.73833,2.031
9.74,2.041
9.74167,2.046
9.74333,2.056
9.745,2.071
9.74667,2.095
9.74833,2.111
9.75,2.132
9.75167,2.141
9.75333,2.157
9.755,2.167
9.75667,2.167
9.75833,2.171
9.76,2.176
9.76167,2.196
9.76333,2.217
9.765,2.232
9.76667,2.246
9.76833,2.256
9.77,2.271
9.77167,2.282
9.77333,2.291
9.775,2.301
9.77667,2.316
9.77833,2.336
9.78,2.35
9.78167,2.371
9.78333,2.385
9.785,2.396
9.78667,2.402
9.78833,2.403
9.79,2.414
9.79167,2.425
9.79333,2.437
9.795,2.452
9.79667,2.478
9.79833,2.498
9.8,2.508
9.80167,2.52
9.80333,2.525
9.805,2.531
9.80667,2.541
9.80833,2.552
9.81,2.572
9.81167,2.593
9.81333,2.618
9.815,2.633
9.81667,2.647
9.81833,2.657
9.82,2.668
9.82167,2.678
9.82333,2.687
9.825,2.697
9.82667,2.712
9.82833,2.732
9.83,2.753
9.83167,2.769
9.83333,2.784
9.835,2.799
9.83667,2.808
9.83833,2.818
9.84,2.828
9.84167,2.844
9.84333,2.869
9.845,2.889
9.84667,2.905
9.84833,2.925
9.85,2.934
9.85167,2.944
9.85333,2.949
9.855,2.954
9.85667,2.959
9.85833,2.98
9.86,3.001
9.86167,3.021
9.86333,3.041
9.865,3.057
9.86667,3.067
9.86833,3.077
9.87,3.086
9.87167,3.091
9.87333,3.095
9.875,3.121
9.87667,3.136
9.87833,3.16
9.88,3.175
9.88167,3.189
9.88333,3.201
9.885,3.211
9.88667,3.217
9.88833,3.222
9.89,3.237
9.89167,3.252
9.89333,3.284
9.895,3.304
9.89667,3.324
9.89833,3.339
9.9,3.354
9.90167,3.359
9.90333,3.369
9.905,3.379
9.90667,3.394
9.90833,3.414
9.91,3.441
9.91167,3.461
9.91333,3.472
9.915,3.482
9.91667,3.492
9.91833,3.497
9.92,3.504
9.92167,3.518
9.92333,3.533
9.925,3.558
9.92667,3.579
9.92833,3.599
9.93,3.615
9.93167,3.63
9.93333,3.639
9.935,3.653
9.93667,3.658
9.93833,3.673
9.94,3.697
9.94167,3.711
9.94333,3.732
9.945,3.747
9.94667,3.767
9.94833,3.772
9.95,3.781
9.95167,3.786
9.95333,3.79
9.955,3.806
9.95667,3.83
9.95833,3.854
9.96,3.88
9.96167,3.894
9.96333,3.904
9.965,3.908
9.96667,3.919
9.96833,3.929
9.97,3.94
9.97167,3.962
9.97333,3.987
9.975,4.012
9.97667,4.027
9.97833,4.044
9.98,4.055
9.98167,4.06
9.98333,4.071
9.985,4.077
9.98667,4.082
9.98833,4.101
9.99,4.127
9.99167,4.147
9.99333,4.158
9.995,4.173
9.99667,4.183
9.99833,4.19
10,4.2
10.00167,4.21
10.00333,4.22
10.005,4.24
10.00667,4.259
10.00833,4.275
10.01,4.29
10.01167,4.305
10.01333,4.315
10.015,4.325
10.01667,4.334
10.01833,4.345
10.02,4.361
10.02167,4.381
10.02333,4.4
10.025,4.42
10.02667,4.435
10.02833,4.45
10.03,4.46
10.03167,4.47
10.03333,4.48
10.035,4.496
10.03667,4.511
10.03833,4.526
10.04,4.546
10.04167,4.562
10.04333,4.579
10.045,4.589
10.04667,4.599
10.04833,4.609
10.05,4.619
10.05167,4.629
10.05333,4.65
10.055,4.675
10.05667,4.694
10.05833,4.709
10.06,4.725
10.06167,4.73
10.06333,4.735
10.065,4.745
10.06667,4.759
10.06833,4.77
10.07,4.79
10.07167,4.811
10.07333,4.832
10.075,4.847
10.07667,4.852
10.07833,4.862
10.08,4.873
10.08167,4.883
10.08333,4.893
10.085,4.908
10.08667,4.928
10.08833,4.948
10.09,4.969
10.09167,4.979
10.09333,4.984
10.095,4.993
10.09667,5.002
10.09833,5.012
10.1,5.022
10.10167,5.043
10.10333,5.062
10.105,5.087
10.10667,5.107
10.10833,5.117
10.11,5.127
10.11167,5.137
10.11333,5.146
10.115,5.146
10.11667,5.161
10.11833,5.175
10.12,5.192
10.12167,5.212
10.12333,5.227
10.125,5.237
10.12667,5.241
10.12833,5.251
10.13,5.257
10.13167,5.262
10.13333,5.277
10.135,5.297
10.13667,5.312
10.13833,5.333
10.14,5.348
10.14167,5.359
10.14333,5.364
10.145,5.369
10.14667,5.373
10.14833,5.383
10.15,5.397
10.15167,5.418
10.15333,5.444
10.155,5.459
10.15667,5.47
10.15833,5.471
10.16,5.477
10.16167,5.481
10.16333,5.488
10.165,5.504
10.16667,5.523
10.16833,5.538
10.17,5.558
10.17167,5.569
10.17333,5.584
10.175,5.589
10.17667,5.589
10.17833,5.595
10.18,5.6
10.18167,5.615
10.18333,5.63
10.185,5.651
10.18667,5.666
10.18833,5.68
10.19,5.69
10.19167,5.694
10.19333,5.704
10.195,5.709
10.19667,5.714
10.19833,5.73
10.2,5.749
10.20167,5.763
10.20333,5.782
10.205,5.793
10.20667,5.807
10.20833,5.812
10.21,5.817
10.21167,5.822
10.21333,5.826
10.215,5.841
10.21667,5.862
10.21833,5.884
10.22,5.889
10.22167,5.894
10.22333,5.899
10.225,5.898
10.22667,5.899
10.22833,5.905
10.23,5.916
10.23167,5.936
10.23333,5.958
10.235,5.973
10.23667,5.983
10.23833,5.993
10.24,5.993
10.24167,5.993
10.24333,5.997
10.245,6.007
10.24667,6.023
10.24833,6.038
10.25,6.058
10.25167,6.068
10.25333,6.079
10.255,6.079
10.25667,6.089
10.25833,6.095
10.26,6.095
10.26167,6.099
10.26333,6.11
10.265,6.125
10.26667,6.14
10.26833,6.155
10.27,6.166
10.27167,6.178
10.27333,6.179
10.275,6.184
10.27667,6.189
10.27833,6.2
10.28,6.21
10.28167,6.225
10.28333,6.241
10.285,6.252
10.28667,6.257
10.28833,6.267
10.29,6.272
10.29167,6.275
10.29333,6.28
10.295,6.289
10.29667,6.304
10.29833,6.32
10.3,6.331
10.30167,6.336
10.30333,6.341
10.305,6.346
10.30667,6.346
10.30833,6.35
10.31,6.35
10.31167,6.361
10.31333,6.371
10.315,6.387
10.31667,6.398
10.31833,6.404
10.32,6.41
10.32167,6.411
10.32333,6.411
10.325,6.411
10.32667,6.415
10.32833,6.425
10.33,6.44
10.33167,6.454
10.33333,6.464
10.335,6.47
10.33667,6.47
10.33833,6.47
10.34,6.471
10.34167,6.472
10.34333,6.477
10.345,6.486
10.34667,6.506
10.34833,6.514
10.35,6.518
10.35167,6.523
10.35333,6.532
10.355,6.527
10.35667,6.528
10.35833,6.528
10.36,6.542
10.36167,6.558
10.36333,6.573
10.365,6.582
10.36667,6.587
10.36833,6.592
10.37,6.586
10.37167,6.586
10.37333,6.596
10.375,6.596
10.37667,6.612
10.37833,6.617
10.38,6.629
10.38167,6.633
10.38333,6.633
10.385,6.633
10.38667,6.638
10.38833,6.634
10.39,6.634
10.39167,6.633
10.39333,6.642
10.395,6.657
10.39667,6.667
10.39833,6.671
10.4,6.67
10.40167,6.67
10.40333,6.66
10.405,6.66
10.40667,6.66
10.40833,6.661
10.41,6.677
10.41167,6.688
10.41333,6.694
10.415,6.699
10.41667,6.705
10.41833,6.705
10.42,6.699
10.42167,6.703
10.42333,6.703
10.425,6.709
10.42667,6.725
10.42833,6.734
10.43,6.744
10.43167,6.744
10.43333,6.743
10.435,6.738
10.43667,6.733
10.43833,6.728
10.44,6.729
10.44167,6.738
10.44333,6.749
10.445,6.764
10.44667,6.764
10.44833,6.769
10.45,6.763
10.45167,6.763
10.45333,6.763
10.455,6.763
10.45667,6.768
10.45833,6.784
10.46,6.793
10.46167,6.793
10.46333,6.798
10.465,6.793
10.46667,6.789
10.46833,6.778
10.47,6.772
10.47167,6.773
10.47333,6.778
10.475,6.778
10.47667,6.795
10.47833,6.796
10.48,6.796
10.48167,6.796
10.48333,6.791
10.485,6.786
10.48667,6.775
10.48833,6.766
10.49,6.766
10.49167,6.771
10.49333,6.783
10.495,6.782
10.49667,6.782
10.49833,6.772
10.5,6.767
10.50167,6.757
10.50333,6.761
10.505,6.77
10.50667,6.779
10.50833,6.785
10.51,6.789
10.51167,6.79
10.51333,6.784
10.515,6.779
10.51667,6.768
10.51833,6.758
10.52,6.754
10.52167,6.754
10.52333,6.758
10.525,6.764
10.52667,6.768
10.52833,6.763
10.53,6.759
10.53167,6.749
10.53333,6.739
10.535,6.734
10.53667,6.724
10.53833,6.724
10.54,6.734
10.54167,6.739
10.54333,6.743
10.545,6.742
10.54667,6.742
10.54833,6.727
10.55,6.722
10.55167,6.715
10.55333,6.714
10.555,6.723
10.55667,6.723
10.55833,6.728
10.56,6.728
10.56167,6.717
10.56333,6.707
10.565,6.696
10.56667,6.682
10.56833,6.678
10.57,6.679
10.57167,6.685
10.57333,6.691
10.575,6.692
10.57667,6.687
10.57833,6.688
10.58,6.678
10.58167,6.673
10.58333,6.664
10.585,6.659
10.58667,6.654
10.58833,6.655
10.59,6.66
10.59167,6.665
10.59333,6.66
10.595,6.644
10.59667,6.639
10.59833,6.628
10.6,6.617
10.60167,6.616
10.60333,6.626
10.605,6.62
10.60667,6.626
10.60833,6.621
10.61,6.616
10.61167,6.611
10.61333,6.596
10.615,6.586
10.61667,6.581
10.61833,6.581
10.62,6.585
10.62167,6.589
10.62333,6.589
10.625,6.584
10.62667,6.579
10.62833,6.559
10.63,6.548
10.63167,6.538
10.63333,6.528
10.635,6.522
10.63667,6.523
10.63833,6.524
10.64,6.53
10.64167,6.531
10.64333,6.517
10.645,6.508
10.64667,6.493
10.64833,6.484
10.65,6.479
10.65167,6.473
10.65333,6.479
10.655,6.479
10.65667,6.472
10.65833,6.462
10.66,6.451
10.66167,6.436
10.66333,6.422
10.665,6.412
10.66667,6.412
10.66833,6.412
10.67,6.417
10.67167,6.417
10.67333,6.407
10.675,6.397
10.67667,6.382
10.67833,6.373
10.68,6.363
10.68167,6.359
10.68333,6.354
10.685,6.349
10.68667,6.354
10.68833,6.344
10.69,6.339
10.69167,6.324
10.69333,6.313
10.695,6.298
10.69667,6.289
10.69833,6.28
10.7,6.28
10.70167,6.285
10.70333,6.285
10.705,6.275
10.70667,6.264
10.70833,6.254
10.71,6.242
10.71167,6.226
10.71333,6.22
10.715,6.215
10.71667,6.209
10.71833,6.209
10.72,6.204
10.72167,6.198
10.72333,6.188
10.725,6.173
10.72667,6.157
10.72833,6.146
10.73,6.131
10.73167,6.126
10.73333,6.125
10.735,6.125
10.73667,6.116
10.73833,6.111
10.74,6.102
10.74167,6.092
10.74333,6.077
10.745,6.067
10.74667,6.061
10.74833,6.056
10.75,6.06
10.75167,6.054
10.75333,6.05
10.755,6.041
10.75667,6.031
10.75833,6.015
10.76,5.995
10.76167,5.985
10.76333,5.975
10.765,5.974
10.76667,5.969
10.76833,5.97
10.77,5.96
10.77167,5.951
10.77333,5.931
10.775,5.921
10.77667,5.905
10.77833,5.894
10.78,5.884
10.78167,5.878
10.78333,5.878
10.785,5.879
10.78667,5.879
10.78833,5.869
10.79,5.853
10.79167,5.837
10.79333,5.817
10.795,5.802
10.79667,5.802
10.79833,5.801
10.8,5.801
10.80167,5.795
10.80333,5.783
10.805,5.769
10.80667,5.754
10.80833,5.734
10.81,5.724
10.81167,5.714
10.81333,5.705
10.815,5.71
10.81667,5.705
10.81833,5.696
10.82,5.682
10.82167,5.673
10.82333,5.653
10.825,5.638
10.82667,5.621
10.82833,5.615
10.83,5.62
10.83167,5.615
10.83333,5.614
10.835,5.609
10.83667,5.599
10.83833,5.59
10.84,5.571
10.84167,5.557
10.84333,5.538
10.845,5.528
10.84667,5.528
10.84833,5.528
10.85,5.523
10.85167,5.513
10.85333,5.497
10.855,5.476
10.85667,5.461
10.85833,5.441
10.86,5.435
10.86167,5.43
10.86333,5.43
10.865,5.43
10.86667,5.424
10.86833,5.413
10.87,5.397
10.87167,5.382
10.87333,5.362
10.875,5.347
10.87667,5.337
10.87833,5.332
10.88,5.325
10.88167,5.321
10.88333,5.311
10.885,5.296
10.88667,5.286
10.88833,5.271
10.89,5.245
10.89167,5.23
10.89333,5.224
10.895,5.228
10.89667,5.224
10.89833,5.223
10.9,5.217
10.90167,5.202
10.90333,5.186
10.905,5.17
10.90667,5.15
10.90833,5.13
10.91,5.126
10.91167,5.12
10.91333,5.115
10.915,5.105
10.91667,5.089
10.91833,5.074
10.92,5.064
10.92167,5.044
10.92333,5.029
10.925,5.018
10.92667,5.018
10.92833,5.018
10.93,5.013
10.93167,5.007
10.93333,4.997
10.935,4.98
10.93667,4.96
10.93833,4.945
10.94,4.934
10.94167,4.919
10.94333,4.914
10.945,4.904
10.94667,4.901
10.94833,4.891
10.95,4.876
10.95167,4.865
10.95333,4.845
10.955,4.83
10.95667,4.806
10.95833,4.798
10.96,4.803
10.96167,4.804
10.96333,4.799
10.965,4.787
10.96667,4.767
10.96833,4.748
10.97,4.729
10.97167,4.715
10.97333,4.705
10.975,4.7
10.97667,4.699
10.97833,4.695
10.98,4.69
10.98167,4.676
10.98333,4.661
10.985,4.646
10.98667,4.629
10.98833,4.61
10.99,4.601
10.99167,4.597
10.99333,4.593
10.995,4.589
10.99667,4.579
10.99833,4.563
11,4.548
11.00167,4.523
11.00333,4.502
11.005,4.486
11.00667,4.48
11.00833,4.474
11.01,4.469
11.01167,4.463
11.01333,4.453
11.015,4.437
11.01667,4.427
11.01833,4.416
11.02,4.399
11.02167,4.384
11.02333,4.375
11.025,4.37
11.02667,4.37
11.02833,4.37
11.03,4.355
11.03167,4.34
11.03333,4.325
11.035,4.31
11.03667,4.295
11.03833,4.284
11.04,4.274
11.04167,4.275
11.04333,4.271
11.045,4.26
11.04667,4.246
11.04833,4.23
11.05,4.214
11.05167,4.198
11.05333,4.181
11.055,4.17
11.05667,4.17
11.05833,4.165
11.06,4.16
11.06167,4.144
11.06333,4.134
11.065,4.113
11.06667,4.102
11.06833,4.087
11.07,4.071
11.07167,4.067
11.07333,4.062
11.075,4.057
11.07667,4.052
11.07833,4.042
11.08,4.021
11.08167,4.001
11.08333,3.985
11.085,3.965
11.08667,3.955
11.08833,3.944
11.09,3.945
11.09167,3.945
11.09333,3.935
11.095,3.921
11.09667,3.901
11.09833,3.886
11.1,3.87
11.10167,3.856
11.10333,3.846
11.105,3.847
11.10667,3.842
11.10833,3.833
11.11,3.823
11.11167,3.808
11.11333,3.788
11.115,3.768
11.11667,3.753
11.11833,3.738
11.12,3.733
11.12167,3.728
11.12333,3.722
11.125,3.717
11.12667,3.707
11.12833,3.691
11.13,3.675
11.13167,3.654
11.13333,3.638
11.135,3.623
11.13667,3.619
11.13833,3.618
11.14,3.614
11.14167,3.608
11.14333,3.598
11.145,3.588
11.14667,3.579
11.14833,3.558
11.15,3.543
11.15167,3.532
11.15333,3.526
11.155,3.526
11.15667,3.516
11.15833,3.505
11.16,3.488
11.16167,3.478
11.16333,3.462
11.165,3.442
11.16667,3.427
11.16833,3.422
11.17,3.427
11.17167,3.422
11.17333,3.416
11.175,3.406
11.17667,3.387
11.17833,3.367
11.18,3.352
11.18167,3.337
11.18333,3.323
11.185,3.319
11.18667,3.315
11.18833,3.315
11.19,3.306
11.19167,3.292
11.19333,3.278
11.195,3.257
11.19667,3.247
11.19833,3.232
11.2,3.223
11.20167,3.213
11.20333,3.213
11.205,3.208
11.20667,3.197
11.20833,3.18
11.21,3.165
11.21167,3.154
11.21333,3.139
11.215,3.124
11.21667,3.119
11.21833,3.117
11.22,3.11
11.22167,3.104
11.22333,3.099
11.225,3.084
11.22667,3.074
11.22833,3.06
11.23,3.04
11.23167,3.024
11.23333,3.019
11.235,3.02
11.23667,3.02
11.23833,3.016
11.24,3.001
11.24167,2.985
11.24333,2.97
11.245,2.954
11.24667,2.939
11.24833,2.929
11.25,2.924
11.25167,2.923
11.25333,2.913
11.255,2.908
11.25667,2.892
11.25833,2.876
11.26,2.867
11.26167,2.852
11.26333,2.847
11.265,2.842
11.26667,2.837
11.26833,2.837
11.27,2.827
11.27167,2.817
11.27333,2.8
11.275,2.786
11.27667,2.765
11.27833,2.751
11.28,2.74
11.28167,2.74
11.28333,2.74
11.285,2.734
