ChromatogramRI,
X:,Y:
8.68,0.66
8.68167,0.659
8.68333,0.659
8.685,0.664
8.68667,0.659
8.68833,0.66
8.69,0.651
8.69167,0.651
8.69333,0.651
8.695,0.661
8.69667,0.666
8.69833,0.676
8.7,0.68
8.70167,0.675
8.70333,0.67
8.705,0.665
8.70667,0.656
8.70833,0.652
8.71,0.648
8.71167,0.653
8.71333,0.664
8.715,0.669
8.71667,0.679
8.71833,0.679
8.72,0.678
8.72167,0.672
8.72333,0.661
8.725,0.656
8.72667,0.661
8.72833,0.676
8.73,0.681
8.73167,0.686
8.73333,0.686
8.735,0.682
8.73667,0.672
8.73833,0.667
8.74,0.662
8.74167,0.661
8.74333,0.661
8.745,0.67
8.74667,0.675
8.74833,0.675
8.75,0.675
8.75167,0.671
8.75333,0.662
8.755,0.662
8.75667,0.662
8.75833,0.662
8.76,0.668
8.76167,0.683
8.76333,0.688
8.765,0.693
8.76667,0.692
8.76833,0.687
8.77,0.682
8.77167,0.676
8.77333,0.676
8.775,0.676
8.77667,0.68
8.77833,0.689
8.78,0.695
8.78167,0.694
8.78333,0.693
8.785,0.687
8.78667,0.677
8.78833,0.672
8.79,0.666
8.79167,0.676
8.79333,0.681
8.795,0.692
8.79667,0.698
8.79833,0.697
8.8,0.692
8.80167,0.693
8.80333,0.687
8.805,0.683
8.80667,0.683
8.80833,0.688
8.81,0.699
8.81167,0.71
8.81333,0.705
8.815,0.705
8.81667,0.7
8.81833,0.696
8.82,0.691
8.82167,0.686
8.82333,0.69
8.825,0.696
8.82667,0.701
8.82833,0.701
8.83,0.701
8.83167,0.702
8.83333,0.697
8.835,0.687
8.83667,0.683
8.83833,0.684
8.84,0.685
8.84167,0.691
8.84333,0.702
8.845,0.708
8.84667,0.708
8.84833,0.707
8.85,0.701
8.85167,0.69
8.85333,0.684
8.855,0.684
8.85667,0.693
8.85833,0.703
8.86,0.712
8.86167,0.716
8.86333,0.721
8.865,0.717
8.86667,0.712
8.86833,0.702
8.87,0.697
8.87167,0.698
8.87333,0.707
8.875,0.716
8.87667,0.725
8.87833,0.729
8.88,0.729
8.88167,0.724
8.88333,0.719
8.885,0.714
8.88667,0.709
8.88833,0.709
8.89,0.719
8.89167,0.724
8.89333,0.724
8.895,0.72
8.89667,0.72
8.89833,0.716
8.9,0.712
8.90167,0.712
8.90333,0.712
8.905,0.717
8.90667,0.727
8.90833,0.737
8.91,0.737
8.91167,0.733
8.91333,0.729
8.915,0.729
8.91667,0.724
8.91833,0.719
8.92,0.73
8.92167,0.73
8.92333,0.74
8.925,0.746
8.92667,0.745
8.92833,0.74
8.93,0.734
8.93167,0.729
8.93333,0.727
8.935,0.727
8.93667,0.732
8.93833,0.738
8.94,0.753
8.94167,0.758
8.94333,0.757
8.945,0.752
8.94667,0.747
8.94833,0.736
8.95,0.736
8.95167,0.731
8.95333,0.741
8.955,0.746
8.95667,0.751
8.95833,0.751
8.96,0.755
8.96167,0.746
8.96333,0.741
8.965,0.735
8.96667,0.735
8.96833,0.744
8.97,0.754
8.97167,0.764
8.97333,0.775
8.975,0.775
8.97667,0.771
8.97833,0.76
8.98,0.755
8.98167,0.74
8.98333,0.734
8.985,0.739
8.98667,0.75
8.98833,0.76
8.99,0.772
8.99167,0.772
8.99333,0.766
8.995,0.757
8.99667,0.751
8.99833,0.746
9,0.741
9.00167,0.741
9.00333,0.751
9.005,0.755
9.00667,0.76
9.00833,0.765
9.01,0.765
9.01167,0.76
9.01333,0.756
9.015,0.751
9.01667,0.756
9.01833,0.765
9.02,0.775
9.02167,0.781
9.02333,0.796
9.025,0.79
9.02667,0.785
9.02833,0.775
9.03,0.77
9.03167,0.764
9.03333,0.77
9.035,0.774
9.03667,0.785
9.03833,0.79
9.04,0.797
9.04167,0.792
9.04333,0.788
9.045,0.783
9.04667,0.772
9.04833,0.772
9.05,0.772
9.05167,0.777
9.05333,0.787
9.055,0.792
9.05667,0.792
9.05833,0.791
9.06,0.792
9.06167,0.788
9.06333,0.783
9.065,0.784
9.06667,0.79
9.06833,0.8
9.07,0.805
9.07167,0.81
9.07333,0.805
9.075,0.8
9.07667,0.795
9.07833,0.789
9.08,0.789
9.08167,0.789
9.08333,0.794
9.085,0.804
9.08667,0.813
9.08833,0.813
9.09,0.807
9.09167,0.802
9.09333,0.802
9.095,0.796
9.09667,0.797
9.09833,0.802
9.1,0.813
9.10167,0.828
9.10333,0.833
9.105,0.834
9.10667,0.834
9.10833,0.823
9.11,0.818
9.11167,0.813
9.11333,0.813
9.115,0.818
9.11667,0.824
9.11833,0.834
9.12,0.839
9.12167,0.839
9.12333,0.833
9.125,0.833
9.12667,0.823
9.12833,0.819
9.13,0.82
9.13167,0.825
9.13333,0.839
9.135,0.838
9.13667,0.843
9.13833,0.843
9.14,0.836
9.14167,0.831
9.14333,0.826
9.145,0.826
9.14667,0.826
9.14833,0.847
9.15,0.853
9.15167,0.858
9.15333,0.868
9.155,0.862
9.15667,0.857
9.15833,0.848
9.16,0.836
9.16167,0.832
9.16333,0.837
9.165,0.853
9.16667,0.868
9.16833,0.873
9.17,0.872
9.17167,0.867
9.17333,0.867
9.175,0.861
9.17667,0.857
9.17833,0.862
9.18,0.862
9.18167,0.871
9.18333,0.877
9.185,0.882
9.18667,0.877
9.18833,0.877
9.19,0.873
9.19167,0.863
9.19333,0.865
9.195,0.866
9.19667,0.866
9.19833,0.88
9.2,0.885
9.20167,0.886
9.20333,0.885
9.205,0.885
9.20667,0.875
9.20833,0.87
9.21,0.87
9.21167,0.879
9.21333,0.888
9.215,0.903
9.21667,0.909
9.21833,0.899
9.22,0.895
9.22167,0.889
9.22333,0.889
9.225,0.888
9.22667,0.883
9.22833,0.892
9.23,0.901
9.23167,0.911
9.23333,0.916
9.235,0.916
9.23667,0.913
9.23833,0.908
9.24,0.908
9.24167,0.904
9.24333,0.903
9.245,0.913
9.24667,0.924
9.24833,0.935
9.25,0.935
9.25167,0.936
9.25333,0.936
9.255,0.937
9.25667,0.926
9.25833,0.921
9.26,0.92
9.26167,0.931
9.26333,0.941
9.265,0.956
9.26667,0.961
9.26833,0.955
9.27,0.956
9.27167,0.951
9.27333,0.947
9.275,0.947
9.27667,0.957
9.27833,0.962
9.28,0.967
9.28167,0.977
9.28333,0.982
9.285,0.977
9.28667,0.976
9.28833,0.971
9.29,0.965
9.29167,0.963
9.29333,0.972
9.295,0.982
9.29667,0.991
9.29833,1.002
9.3,0.997
9.30167,0.991
9.30333,0.991
9.305,0.985
9.30667,0.98
9.30833,0.984
9.31,0.995
9.31167,1.006
9.31333,1.011
9.315,1.016
9.31667,1.016
9.31833,1.012
9.32,1.007
9.32167,1.007
9.32333,1.008
9.325,1.012
9.32667,1.022
9.32833,1.027
9.33,1.037
9.33167,1.041
9.33333,1.046
9.335,1.035
9.33667,1.031
9.33833,1.026
9.34,1.031
9.34167,1.035
9.34333,1.049
9.345,1.059
9.34667,1.064
9.34833,1.058
9.35,1.057
9.35167,1.056
9.35333,1.051
9.355,1.051
9.35667,1.056
9.35833,1.066
9.36,1.071
9.36167,1.076
9.36333,1.077
9.365,1.078
9.36667,1.074
9.36833,1.069
9.37,1.064
9.37167,1.064
9.37333,1.065
9.375,1.077
9.37667,1.093
9.37833,1.098
9.38,1.104
9.38167,1.104
9.38333,1.105
9.385,1.105
9.38667,1.1
9.38833,1.1
9.39,1.105
9.39167,1.111
9.39333,1.126
9.395,1.131
9.39667,1.131
9.39833,1.131
9.4,1.127
9.40167,1.121
9.40333,1.121
9.405,1.125
9.40667,1.134
9.40833,1.144
9.41,1.155
9.41167,1.159
9.41333,1.164
9.415,1.159
9.41667,1.154
9.41833,1.148
9.42,1.148
9.42167,1.148
9.42333,1.159
9.425,1.17
9.42667,1.175
9.42833,1.181
9.43,1.182
9.43167,1.183
9.43333,1.178
9.435,1.173
9.43667,1.173
9.43833,1.183
9.44,1.195
9.44167,1.205
9.44333,1.21
9.445,1.214
9.44667,1.214
9.44833,1.213
9.45,1.207
9.45167,1.207
9.45333,1.211
9.455,1.221
9.45667,1.236
9.45833,1.246
9.46,1.246
9.46167,1.247
9.46333,1.247
9.465,1.242
9.46667,1.246
9.46833,1.246
9.47,1.25
9.47167,1.26
9.47333,1.276
9.475,1.281
9.47667,1.287
9.47833,1.283
9.48,1.283
9.48167,1.278
9.48333,1.275
9.485,1.275
9.48667,1.281
9.48833,1.291
9.49,1.306
9.49167,1.312
9.49333,1.306
9.495,1.307
9.49667,1.303
9.49833,1.297
9.5,1.302
9.50167,1.307
9.50333,1.314
9.505,1.32
9.50667,1.336
9.50833,1.341
9.51,1.346
9.51167,1.346
9.51333,1.341
9.515,1.341
9.51667,1.34
9.51833,1.345
9.52,1.353
9.52167,1.362
9.52333,1.367
9.525,1.367
9.52667,1.367
9.52833,1.367
9.53,1.363
9.53167,1.363
9.53333,1.368
9.535,1.382
9.53667,1.392
9.53833,1.402
9.54,1.411
9.54167,1.416
9.54333,1.416
9.545,1.412
9.54667,1.412
9.54833,1.408
9.55,1.413
9.55167,1.423
9.55333,1.438
9.555,1.448
9.55667,1.453
9.55833,1.459
9.56,1.453
9.56167,1.454
9.56333,1.449
9.565,1.448
9.56667,1.453
9.56833,1.463
9.57,1.472
9.57167,1.486
9.57333,1.5
9.575,1.505
9.57667,1.506
9.57833,1.507
9.58,1.502
9.58167,1.503
9.58333,1.508
9.585,1.513
9.58667,1.528
9.58833,1.539
9.59,1.545
9.59167,1.541
9.59333,1.535
9.595,1.535
9.59667,1.53
9.59833,1.535
9.6,1.546
9.60167,1.552
9.60333,1.563
9.605,1.574
9.60667,1.576
9.60833,1.572
9.61,1.572
9.61167,1.567
9.61333,1.567
9.615,1.571
9.61667,1.585
9.61833,1.596
9.62,1.61
9.62167,1.615
9.62333,1.621
9.625,1.626
9.62667,1.621
9.62833,1.62
9.63,1.619
9.63167,1.628
9.63333,1.637
9.635,1.646
9.63667,1.661
9.63833,1.661
9.64,1.671
9.64167,1.666
9.64333,1.671
9.645,1.666
9.64667,1.67
9.64833,1.681
9.65,1.692
9.65167,1.707
9.65333,1.718
9.655,1.718
9.65667,1.724
9.65833,1.719
9.66,1.719
9.66167,1.715
9.66333,1.715
9.665,1.73
9.66667,1.735
9.66833,1.751
9.67,1.761
9.67167,1.762
9.67333,1.758
9.675,1.759
9.67667,1.754
9.67833,1.753
9.68,1.758
9.68167,1.774
9.68333,1.79
9.685,1.795
9.68667,1.799
9.68833,1.804
9.69,1.807
9.69167,1.811
9.69333,1.811
9.695,1.811
9.69667,1.816
9.69833,1.831
9.7,1.852
9.70167,1.862
9.70333,1.867
9.705,1.876
9.70667,1.875
9.70833,1.88
9.71,1.879
9.71167,1.879
9.71333,1.884
9.715,1.894
9.71667,1.903
9.71833,1.907
9.72,1.911
9.72167,1.916
9.72333,1.916
9.725,1.916
9.72667,1.917
9.72833,1.928
9.73,1.937
9.73167,1.957
9.73333,1.968
9.735,1.973
9.73667,1.978
9.73833,1.978
9.74,1.969
9.74167,1.97
9.74333,1.974
9.745,1.985
9.74667,1.995
9.74833,2.011
9.75,2.025
9.75167,2.03
9.75333,2.03
9.755,2.03
9.75667,2.03
9.75833,2.035
9.76,2.039
9.76167,2.049
9.76333,2.059
9.765,2.069
9.76667,2.085
9.76833,2.096
9.77,2.096
9.77167,2.096
9.77333,2.091
9.775,2.092
9.77667,2.092
9.77833,2.102
9.78,2.112
9.78167,2.132
9.78333,2.137
9.785,2.137
9.78667,2.143
9.78833,2.147
9.79,2.143
9.79167,2.144
9.79333,2.149
9.795,2.165
9.79667,2.169
9.79833,2.183
9.8,2.192
9.80167,2.196
9.80333,2.201
9.805,2.201
9.80667,2.201
9.80833,2.2
9.81,2.21
9.81167,2.225
9.81333,2.235
9.815,2.25
9.81667,2.255
9.81833,2.259
9.82,2.259
9.82167,2.255
9.82333,2.254
9.825,2.255
9.82667,2.265
9.82833,2.28
9.83,2.291
9.83167,2.307
9.83333,2.313
9.835,2.313
9.83667,2.314
9.83833,2.314
9.84,2.318
9.84167,2.328
9.84333,2.338
9.845,2.357
9.84667,2.366
9.84833,2.37
9.85,2.37
9.85167,2.375
9.85333,2.38
9.855,2.38
9.85667,2.389
9.85833,2.398
9.86,2.408
9.86167,2.417
9.86333,2.432
9.865,2.442
9.86667,2.44
9.86833,2.439
9.87,2.439
9.87167,2.444
9.87333,2.455
9.875,2.466
9.87667,2.482
9.87833,2.492
9.88,2.498
9.88167,2.508
9.88333,2.509
9.885,2.506
9.88667,2.506
9.88833,2.507
9.89,2.522
9.89167,2.539
9.89333,2.549
9.895,2.564
9.89667,2.569
9.89833,2.579
9.9,2.579
9.90167,2.575
9.90333,2.58
9.905,2.58
9.90667,2.595
9.90833,2.605
9.91,2.622
9.91167,2.637
9.91333,2.648
9.915,2.653
9.91667,2.657
9.91833,2.662
9.92,2.662
9.92167,2.661
9.92333,2.672
9.925,2.688
9.92667,2.698
9.92833,2.708
9.93,2.713
9.93167,2.722
9.93333,2.726
9.935,2.737
9.93667,2.737
9.93833,2.743
9.94,2.758
9.94167,2.769
9.94333,2.784
9.945,2.794
9.94667,2.798
9.94833,2.803
9.95,2.798
9.95167,2.799
9.95333,2.803
9.955,2.807
9.95667,2.826
9.95833,2.847
9.96,2.852
9.96167,2.862
9.96333,2.867
9.965,2.873
9.96667,2.874
9.96833,2.875
9.97,2.875
9.97167,2.886
9.97333,2.907
9.975,2.925
9.97667,2.935
9.97833,2.941
9.98,2.945
9.98167,2.95
9.98333,2.955
9.985,2.96
9.98667,2.965
9.98833,2.981
9.99,3.002
9.99167,3.016
9.99333,3.026
9.995,3.031
9.99667,3.031
9.99833,3.035
10,3.04
10.00167,3.04
10.00333,3.049
10.005,3.065
10.00667,3.091
10.00833,3.106
10.01,3.116
10.01167,3.116
10.01333,3.116
10.015,3.12
10.01667,3.121
10.01833,3.126
10.02,3.136
10.02167,3.151
10.02333,3.171
10.025,3.181
10.02667,3.189
10.02833,3.198
10.03,3.203
10.03167,3.202
10.03333,3.212
10.035,3.216
10.03667,3.232
10.03833,3.247
10.04,3.261
10.04167,3.271
10.04333,3.276
10.045,3.281
10.04667,3.287
10.04833,3.293
10.05,3.299
10.05167,3.31
10.05333,3.326
10.055,3.337
10.05667,3.352
10.05833,3.363
10.06,3.369
10.06167,3.37
10.06333,3.369
10.065,3.368
10.06667,3.373
10.06833,3.389
10.07,3.409
10.07167,3.424
10.07333,3.439
10.075,3.449
10.07667,3.455
10.07833,3.455
10.08,3.46
10.08167,3.466
10.08333,3.471
10.085,3.485
10.08667,3.505
10.08833,3.521
10.09,3.537
10.09167,3.542
10.09333,3.542
10.095,3.552
10.09667,3.557
10.09833,3.567
10.1,3.573
10.10167,3.593
10.10333,3.61
10.105,3.62
10.10667,3.636
10.10833,3.64
10.11,3.645
10.11167,3.645
10.11333,3.645
10.115,3.655
10.11667,3.669
10.11833,3.685
10.12,3.704
10.12167,3.72
10.12333,3.731
10.125,3.742
10.12667,3.747
10.12833,3.752
10.13,3.764
10.13167,3.773
10.13333,3.793
10.135,3.807
10.13667,3.826
10.13833,3.837
10.14,3.846
10.14167,3.852
10.14333,3.852
10.145,3.857
10.14667,3.852
10.14833,3.862
10.15,3.876
10.15167,3.901
10.15333,3.916
10.155,3.926
10.15667,3.936
10.15833,3.941
10.16,3.947
10.16167,3.947
10.16333,3.952
10.165,3.972
10.16667,3.988
10.16833,4.013
10.17,4.028
10.17167,4.043
10.17333,4.054
10.175,4.054
10.17667,4.064
10.17833,4.069
10.18,4.074
10.18167,4.089
10.18333,4.108
10.185,4.124
10.18667,4.135
10.18833,4.146
10.19,4.162
10.19167,4.172
10.19333,4.172
10.195,4.173
10.19667,4.178
10.19833,4.199
10.2,4.219
10.20167,4.239
10.20333,4.252
10.205,4.262
10.20667,4.271
10.20833,4.276
10.21,4.286
10.21167,4.291
10.21333,4.303
10.215,4.328
10.21667,4.348
10.21833,4.364
10.22,4.38
10.22167,4.391
10.22333,4.395
10.225,4.4
10.22667,4.404
10.22833,4.413
10.23,4.427
10.23167,4.453
10.23333,4.478
10.235,4.483
10.23667,4.498
10.23833,4.504
10.24,4.514
10.24167,4.526
10.24333,4.536
10.245,4.545
10.24667,4.555
10.24833,4.579
10.25,4.6
10.25167,4.619
10.25333,4.623
10.255,4.628
10.25667,4.644
10.25833,4.645
10.26,4.655
10.26167,4.665
10.26333,4.676
10.265,4.7
10.26667,4.72
10.26833,4.729
10.27,4.744
10.27167,4.75
10.27333,4.755
10.275,4.761
10.27667,4.772
10.27833,4.778
10.28,4.793
10.28167,4.818
10.28333,4.84
10.285,4.856
10.28667,4.867
10.28833,4.866
10.29,4.876
10.29167,4.886
10.29333,4.896
10.295,4.907
10.29667,4.917
10.29833,4.932
10.3,4.947
10.30167,4.966
10.30333,4.975
10.305,4.986
10.30667,4.99
10.30833,4.995
10.31,5.009
10.31167,5.028
10.31333,5.044
10.315,5.066
10.31667,5.081
10.31833,5.086
10.32,5.096
10.32167,5.1
10.32333,5.114
10.325,5.124
10.32667,5.14
10.32833,5.156
10.33,5.176
10.33167,5.197
10.33333,5.213
10.335,5.229
10.33667,5.239
10.33833,5.243
10.34,5.253
10.34167,5.263
10.34333,5.282
10.345,5.302
10.34667,5.317
10.34833,5.336
10.35,5.346
10.35167,5.355
10.35333,5.356
10.355,5.362
10.35667,5.371
10.35833,5.381
10.36,5.4
10.36167,5.42
10.36333,5.44
10.365,5.455
10.36667,5.47
10.36833,5.48
10.37,5.496
10.37167,5.501
10.37333,5.514
10.375,5.524
10.37667,5.549
10.37833,5.569
10.38,5.584
10.38167,5.595
10.38333,5.6
10.385,5.605
10.38667,5.61
10.38833,5.62
10.39,5.636
10.39167,5.651
10.39333,5.676
10.395,5.696
10.39667,5.705
10.39833,5.725
10.4,5.735
10.40167,5.741
10.40333,5.748
10.405,5.759
10.40667,5.77
10.40833,5.786
10.41,5.805
10.41167,5.821
10.41333,5.836
10.415,5.851
10.41667,5.856
10.41833,5.861
10.42,5.87
10.42167,5.875
10.42333,5.894
10.425,5.914
10.42667,5.937
10.42833,5.952
10.43,5.966
10.43167,5.981
10.43333,5.991
10.435,5.996
10.43667,5.996
10.43833,6.007
10.44,6.021
10.44167,6.042
10.44333,6.063
10.445,6.079
10.44667,6.084
10.44833,6.095
10.45,6.101
10.45167,6.112
10.45333,6.118
10.455,6.124
10.45667,6.145
10.45833,6.171
10.46,6.196
10.46167,6.211
10.46333,6.221
10.465,6.235
10.46667,6.24
10.46833,6.239
10.47,6.249
10.47167,6.258
10.47333,6.287
10.475,6.301
10.47667,6.321
10.47833,6.336
10.48,6.341
10.48167,6.357
10.48333,6.366
10.485,6.376
10.48667,6.386
10.48833,6.401
10.49,6.422
10.49167,6.438
10.49333,6.458
10.495,6.473
10.49667,6.478
10.49833,6.488
10.5,6.493
10.50167,6.499
10.50333,6.51
10.505,6.521
10.50667,6.545
10.50833,6.566
10.51,6.58
10.51167,6.592
10.51333,6.597
10.515,6.603
10.51667,6.607
10.51833,6.617
10.52,6.626
10.52167,6.641
10.52333,6.671
10.525,6.686
10.52667,6.702
10.52833,6.708
10.53,6.714
10.53167,6.724
10.53333,6.724
10.535,6.724
10.53667,6.734
10.53833,6.744
10.54,6.769
10.54167,6.793
10.54333,6.808
10.545,6.823
10.54667,6.823
10.54833,6.833
10.55,6.838
10.55167,6.849
10.55333,6.86
10.555,6.876
10.55667,6.903
10.55833,6.918
10.56,6.938
10.56167,6.943
10.56333,6.943
10.565,6.948
10.56667,6.958
10.56833,6.969
10.57,6.989
10.57167,7.004
10.57333,7.019
10.575,7.033
10.57667,7.044
10.57833,7.054
10.58,7.059
10.58167,7.064
10.58333,7.068
10.585,7.078
10.58667,7.098
10.58833,7.119
10.59,7.135
10.59167,7.151
10.59333,7.161
10.595,7.166
10.59667,7.166
10.59833,7.167
10.6,7.172
10.60167,7.188
10.60333,7.205
10.605,7.214
10.60667,7.239
10.60833,7.255
10.61,7.259
10.61167,7.269
10.61333,7.269
10.615,7.275
10.61667,7.286
10.61833,7.296
10.62,7.316
10.62167,7.326
10.62333,7.341
10.625,7.351
10.62667,7.355
10.62833,7.359
10.63,7.359
10.63167,7.368
10.63333,7.373
10.635,7.388
10.63667,7.408
10.63833,7.419
10.64,7.435
10.64167,7.439
10.64333,7.444
10.645,7.444
10.64667,7.449
10.64833,7.449
10.65,7.464
10.65167,7.478
10.65333,7.493
10.655,7.508
10.65667,7.518
10.65833,7.527
10.66,7.537
10.66167,7.541
10.66333,7.541
10.665,7.546
10.66667,7.562
10.66833,7.583
10.67,7.599
10.67167,7.609
10.67333,7.615
10.675,7.62
10.67667,7.626
10.67833,7.626
10.68,7.627
10.68167,7.636
10.68333,7.645
10.685,7.661
10.68667,7.676
10.68833,7.686
10.69,7.695
10.69167,7.695
10.69333,7.695
10.695,7.7
10.69667,7.7
10.69833,7.71
10.7,7.725
10.70167,7.741
10.70333,7.756
10.705,7.766
10.70667,7.771
10.70833,7.771
10.71,7.77
10.71167,7.775
10.71333,7.78
10.715,7.789
10.71667,7.799
10.71833,7.815
10.72,7.829
10.72167,7.839
10.72333,7.843
10.725,7.847
10.72667,7.847
10.72833,7.842
10.73,7.847
10.73167,7.852
10.73333,7.868
10.735,7.878
10.73667,7.893
10.73833,7.894
10.74,7.894
10.74167,7.895
10.74333,7.896
10.745,7.896
10.74667,7.901
10.74833,7.911
10.75,7.926
10.75167,7.941
10.75333,7.956
10.755,7.962
10.75667,7.962
10.75833,7.962
10.76,7.956
10.76167,7.956
10.76333,7.967
10.765,7.981
10.76667,7.99
10.76833,8.004
10.77,8.009
10.77167,8.009
10.77333,8.009
10.775,8.003
10.77667,8.002
10.77833,8.012
10.78,8.017
10.78167,8.036
10.78333,8.047
10.785,8.057
10.78667,8.062
10.78833,8.062
10.79,8.058
10.79167,8.049
10.79333,8.051
10.795,8.057
10.79667,8.067
10.79833,8.077
10.8,8.082
10.80167,8.086
10.80333,8.086
10.805,8.091
10.80667,8.091
10.80833,8.092
10.81,8.087
10.81167,8.092
10.81333,8.102
10.815,8.118
10.81667,8.128
10.81833,8.134
10.82,8.134
10.82167,8.134
10.82333,8.129
10.825,8.125
10.82667,8.129
10.82833,8.13
10.83,8.14
10.83167,8.154
10.83333,8.159
10.835,8.159
10.83667,8.159
10.83833,8.154
10.84,8.149
10.84167,8.148
10.84333,8.152
10.845,8.163
10.84667,8.169
10.84833,8.185
10.85,8.192
10.85167,8.192
10.85333,8.193
10.855,8.186
10.85667,8.186
10.85833,8.186
10.86,8.19
10.86167,8.196
10.86333,8.206
10.865,8.215
10.86667,8.215
10.86833,8.22
10.87,8.211
10.87167,8.206
10.87333,8.206
10.875,8.206
10.87667,8.211
10.87833,8.215
10.88,8.22
10.88167,8.224
10.88333,8.224
10.885,8.22
10.88667,8.215
10.88833,8.209
10.89,8.205
10.89167,8.2
10.89333,8.205
10.895,8.22
10.89667,8.225
10.89833,8.235
10.9,8.235
10.90167,8.24
10.90333,8.23
10.905,8.225
10.90667,8.221
10.90833,8.216
10.91,8.221
10.91167,8.226
10.91333,8.231
10.915,8.24
10.91667,8.235
10.91833,8.23
10.92,8.22
10.92167,8.215
10.92333,8.211
10.925,8.207
10.92667,8.212
10.92833,8.223
10.93,8.228
10.93167,8.229
10.93333,8.219
10.935,8.214
10.93667,8.205
10.93833,8.196
10.94,8.197
10.94167,8.197
10.94333,8.208
10.945,8.213
10.94667,8.212
10.94833,8.217
10.95,8.207
10.95167,8.202
10.95333,8.198
10.955,8.188
10.95667,8.183
10.95833,8.187
10.96,8.198
10.96167,8.201
10.96333,8.2
10.965,8.2
10.96667,8.188
10.96833,8.178
10.97,8.172
10.97167,8.167
10.97333,8.161
10.975,8.171
10.97667,8.181
10.97833,8.18
10.98,8.185
10.98167,8.179
10.98333,8.174
10.985,8.164
10.98667,8.154
10.98833,8.154
10.99,8.154
10.99167,8.159
10.99333,8.164
10.995,8.164
10.99667,8.159
10.99833,8.155
11,8.145
11.00167,8.136
11.00333,8.126
11.005,8.122
11.00667,8.128
11.00833,8.132
11.01,8.137
11.01167,8.136
11.01333,8.131
11.015,8.121
11.01667,8.116
11.01833,8.099
11.02,8.093
11.02167,8.088
11.02333,8.094
11.025,8.094
11.02667,8.094
11.02833,8.094
11.03,8.089
11.03167,8.078
11.03333,8.068
11.035,8.058
11.03667,8.048
11.03833,8.043
11.04,8.043
11.04167,8.048
11.04333,8.049
11.045,8.049
11.04667,8.044
11.04833,8.034
11.05,8.024
11.05167,8.009
11.05333,8
11.055,8.001
11.05667,8.002
11.05833,8.002
11.06,8.002
11.06167,7.993
11.06333,7.983
11.065,7.978
11.06667,7.967
11.06833,7.955
11.07,7.95
11.07167,7.95
11.07333,7.956
11.075,7.956
11.07667,7.952
11.07833,7.942
11.08,7.933
11.08167,7.917
11.08333,7.907
11.085,7.902
11.08667,7.897
11.08833,7.898
11.09,7.894
11.09167,7.894
11.09333,7.882
11.095,7.872
11.09667,7.867
11.09833,7.846
11.1,7.841
11.10167,7.84
11.10333,7.841
11.105,7.84
11.10667,7.84
11.10833,7.835
11.11,7.825
11.11167,7.815
11.11333,7.804
11.115,7.785
11.11667,7.776
11.11833,7.767
11.12,7.762
11.12167,7.767
11.12333,7.767
11.125,7.761
11.12667,7.751
11.12833,7.735
11.13,7.724
11.13167,7.71
11.13333,7.7
11.135,7.696
11.13667,7.691
11.13833,7.701
11.14,7.701
11.14167,7.696
11.14333,7.685
11.145,7.67
11.14667,7.66
11.14833,7.644
11.15,7.634
11.15167,7.623
11.15333,7.622
11.155,7.618
11.15667,7.614
11.15833,7.604
11.16,7.595
11.16167,7.586
11.16333,7.57
11.165,7.56
11.16667,7.551
11.16833,7.551
11.17,7.556
11.17167,7.55
11.17333,7.545
11.175,7.53
11.17667,7.52
11.17833,7.51
11.18,7.494
11.18167,7.478
11.18333,7.473
11.185,7.467
11.18667,7.462
11.18833,7.462
11.19,7.456
11.19167,7.45
11.19333,7.436
11.195,7.421
11.19667,7.406
11.19833,7.391
11.2,7.386
11.20167,7.381
11.20333,7.375
11.205,7.375
11.20667,7.365
11.20833,7.355
11.21,7.34
11.21167,7.33
11.21333,7.32
11.215,7.31
11.21667,7.301
11.21833,7.306
11.22,7.302
11.22167,7.298
11.22333,7.288
11.225,7.273
11.22667,7.263
11.22833,7.249
11.23,7.244
11.23167,7.228
11.23333,7.227
11.235,7.227
11.23667,7.218
11.23833,7.213
11.24,7.199
11.24167,7.183
11.24333,7.169
11.245,7.154
11.24667,7.139
11.24833,7.128
11.25,7.127
11.25167,7.12
11.25333,7.119
11.255,7.113
11.25667,7.097
11.25833,7.083
11.26,7.063
11.26167,7.048
11.26333,7.042
11.265,7.031
11.26667,7.036
11.26833,7.035
11.27,7.024
11.27167,7.019
11.27333,6.999
11.275,6.989
11.27667,6.969
11.27833,6.953
11.28,6.943
11.28167,6.933
11.28333,6.933
11.285,6.923
11.28667,6.914
11.28833,6.909
11.29,6.895
11.29167,6.879
11.29333,6.86
11.295,6.844
11.29667,6.84
11.29833,6.834
11.3,6.829
11.30167,6.824
11.30333,6.813
11.305,6.803
11.30667,6.783
11.30833,6.768
11.31,6.752
11.31167,6.742
11.31333,6.732
11.315,6.726
11.31667,6.725
11.31833,6.718
11.32,6.712
11.32167,6.707
11.32333,6.682
11.325,6.663
11.32667,6.647
11.32833,6.637
11.33,6.627
11.33167,6.621
11.33333,6.611
11.335,6.606
11.33667,6.596
11.33833,6.586
11.34,6.565
11.34167,6.55
11.34333,6.535
11.345,6.529
11.34667,6.529
11.34833,6.524
11.35,6.52
11.35167,6.51
11.35333,6.494
11.355,6.479
11.35667,6.459
11.35833,6.444
11.36,6.428
11.36167,6.418
11.36333,6.413
11.365,6.408
11.36667,6.408
11.36833,6.396
