ChromatogramRI		ChromatogramUV		Calibration CurveRI	
9.77500	6.162	9.77500	4.454	9.77500	4.829
9.77667	6.177	9.77667	4.458	9.77667	4.828
9.77833	6.193	9.77833	4.459	9.77833	4.827
9.78000	6.213	9.78000	4.463	9.78000	4.826
9.78167	6.238	9.78167	4.465	9.78167	4.825
9.78333	6.269	9.78333	4.470	9.78333	4.824
9.78500	6.299	9.78500	4.472	9.78500	4.823
9.78667	6.323	9.78667	4.475	9.78667	4.822
9.78833	6.349	9.78833	4.480	9.78833	4.821
9.79000	6.365	9.79000	4.482	9.79000	4.820
9.79167	6.375	9.79167	4.485	9.79167	4.819
9.79333	6.395	9.79333	4.492	9.79333	4.818
9.79500	6.411	9.79500	4.496	9.79500	4.817
9.79667	6.432	9.79667	4.502	9.79667	4.816
9.79833	6.458	9.79833	4.505	9.79833	4.815
9.80000	6.483	9.80000	4.508	9.80000	4.814
9.80167	6.509	9.80167	4.510	9.80167	4.813
9.80333	6.533	9.80333	4.511	9.80333	4.812
9.80500	6.553	9.80500	4.516	9.80500	4.811
9.80667	6.568	9.80667	4.520	9.80667	4.810
9.80833	6.583	9.80833	4.520	9.80833	4.809
9.81000	6.603	9.81000	4.522	9.81000	4.808
9.81167	6.618	9.81167	4.523	9.81167	4.807
9.81333	6.639	9.81333	4.527	9.81333	4.806
9.81500	6.669	9.81500	4.530	9.81500	4.805
9.81667	6.700	9.81667	4.533	9.81667	4.804
9.81833	6.721	9.81833	4.535	9.81833	4.803
9.82000	6.746	9.82000	4.535	9.82000	4.802
9.82167	6.766	9.82167	4.538	9.82167	4.801
9.82333	6.782	9.82333	4.538	9.82333	4.800
9.82500	6.797	9.82500	4.541	9.82500	4.799
9.82667	6.816	9.82667	4.543	9.82667	4.798
9.82833	6.835	9.82833	4.547	9.82833	4.797
9.83000	6.861	9.83000	4.551	9.83000	4.796
9.83167	6.890	9.83167	4.553	9.83167	4.795
9.83333	6.921	9.83333	4.558	9.83333	4.794
9.83500	6.954	9.83500	4.561	9.83500	4.793
9.83667	6.974	9.83667	4.561	9.83667	4.791
9.83833	6.994	9.83833	4.562	9.83833	4.790
9.84000	7.014	9.84000	4.566	9.84000	4.789
9.84167	7.029	9.84167	4.567	9.84167	4.788
9.84333	7.050	9.84333	4.568	9.84333	4.787
9.84500	7.065	9.84500	4.570	9.84500	4.786
9.84667	7.100	9.84667	4.570	9.84667	4.785
9.84833	7.136	9.84833	4.571	9.84833	4.784
9.85000	7.166	9.85000	4.574	9.85000	4.783
9.85167	7.181	9.85167	4.575	9.85167	4.782
9.85333	7.211	9.85333	4.576	9.85333	4.781
9.85500	7.225	9.85500	4.579	9.85500	4.780
9.85667	7.245	9.85667	4.580	9.85665	4.779
9.85833	7.260	9.85833	4.581	9.85833	4.778
9.86000	7.277	9.86000	4.582	9.86000	4.777
9.86167	7.303	9.86167	4.583	9.86167	4.776
9.86333	7.338	9.86333	4.583	9.86333	4.775
9.86500	7.370	9.86500	4.584	9.86500	4.774
9.86667	7.400	9.86667	4.586	9.86667	4.773
9.86833	7.426	9.86833	4.588	9.86832	4.772
9.87000	7.442	9.87000	4.590	9.87000	4.771
9.87167	7.457	9.87167	4.592	9.87167	4.770
9.87333	7.477	9.87333	4.593	9.87333	4.769
9.87500	7.491	9.87500	4.596	9.87500	4.768
9.87667	7.512	9.87667	4.599	9.87667	4.767
9.87833	7.537	9.87833	4.602	9.87833	4.766
9.88000	7.567	9.88000	4.602	9.87998	4.765
9.88167	7.598	9.88167	4.602	9.88167	4.764
9.88333	7.627	9.88333	4.600	9.88333	4.763
9.88500	7.648	9.88500	4.599	9.88500	4.762
9.88667	7.667	9.88667	4.601	9.88667	4.761
9.88833	7.687	9.88833	4.601	9.88833	4.760
9.89000	7.708	9.89000	4.603	9.89000	4.759
9.89167	7.724	9.89167	4.606	9.89167	4.758
9.89333	7.744	9.89333	4.610	9.89333	4.757
9.89500	7.769	9.89500	4.614	9.89500	4.756
9.89667	7.810	9.89667	4.612	9.89667	4.755
9.89833	7.846	9.89833	4.613	9.89833	4.754
9.90000	7.877	9.90000	4.614	9.90000	4.753
9.90167	7.902	9.90167	4.614	9.90167	4.752
9.90333	7.921	9.90333	4.613	9.90333	4.751
9.90500	7.936	9.90500	4.613	9.90500	4.750
9.90667	7.957	9.90667	4.615	9.90667	4.748
9.90833	7.982	9.90833	4.620	9.90833	4.747
9.91000	8.007	9.91000	4.623	9.91000	4.746
9.91167	8.032	9.91167	4.625	9.91167	4.745
9.91333	8.067	9.91333	4.626	9.91333	4.744
9.91500	8.098	9.91500	4.625	9.91500	4.743
9.91667	8.124	9.91667	4.624	9.91667	4.742
9.91833	8.144	9.91833	4.623	9.91833	4.741
9.92000	8.165	9.92000	4.623	9.92000	4.740
9.92167	8.193	9.92167	4.623	9.92167	4.739
9.92333	8.212	9.92333	4.624	9.92333	4.738
9.92500	8.238	9.92500	4.625	9.92500	4.737
9.92667	8.272	9.92667	4.625	9.92667	4.736
9.92833	8.299	9.92833	4.625	9.92833	4.735
9.93000	8.340	9.93000	4.624	9.93000	4.734
9.93167	8.370	9.93167	4.625	9.93167	4.733
9.93333	8.406	9.93333	4.627	9.93333	4.732
9.93500	8.426	9.93500	4.627	9.93500	4.731
9.93667	8.440	9.93667	4.626	9.93667	4.730
9.93833	8.465	9.93833	4.625	9.93833	4.729
9.94000	8.485	9.94000	4.625	9.94000	4.728
9.94167	8.509	9.94167	4.625	9.94167	4.727
9.94333	8.545	9.94333	4.625	9.94333	4.726
9.94500	8.580	9.94500	4.626	9.94500	4.725
9.94667	8.611	9.94667	4.627	9.94667	4.724
9.94833	8.647	9.94833	4.627	9.94833	4.723
9.95000	8.673	9.95000	4.628	9.95000	4.722
9.95167	8.698	9.95167	4.628	9.95167	4.721
9.95333	8.715	9.95333	4.626	9.95333	4.720
9.95500	8.740	9.95500	4.625	9.95500	4.719
9.95667	8.766	9.95667	4.625	9.95667	4.718
9.95833	8.791	9.95833	4.625	9.95833	4.717
9.96000	8.833	9.96000	4.625	9.96000	4.716
9.96167	8.867	9.96167	4.626	9.96167	4.715
9.96333	8.913	9.96333	4.626	9.96333	4.714
9.96500	8.942	9.96500	4.626	9.96500	4.713
9.96667	8.968	9.96667	4.624	9.96667	4.712
9.96833	8.993	9.96833	4.623	9.96833	4.711
9.97000	9.012	9.97000	4.623	9.97000	4.710
9.97167	9.038	9.97167	4.622	9.97167	4.709
9.97333	9.063	9.97333	4.623	9.97333	4.708
9.97500	9.099	9.97500	4.624	9.97500	4.707
9.97667	9.136	9.97667	4.625	9.97667	4.706
9.97833	9.166	9.97833	4.625	9.97833	4.704
9.98000	9.203	9.98000	4.624	9.98000	4.703
9.98167	9.234	9.98167	4.624	9.98165	4.702
9.98333	9.260	9.98333	4.622	9.98333	4.701
9.98500	9.287	9.98500	4.622	9.98500	4.700
9.98667	9.312	9.98667	4.624	9.98667	4.699
9.98833	9.342	9.98833	4.622	9.98833	4.698
9.99000	9.368	9.99000	4.622	9.99000	4.697
9.99167	9.403	9.99167	4.620	9.99167	4.696
9.99333	9.444	9.99333	4.619	9.99332	4.695
9.99500	9.479	9.99500	4.620	9.99500	4.694
9.99667	9.520	9.99667	4.619	9.99667	4.693
9.99833	9.550	9.99833	4.619	9.99833	4.692
10.00000	9.576	10.00000	4.618	10.00000	4.691
10.00167	9.602	10.00167	4.615	10.00167	4.690
10.00333	9.632	10.00333	4.615	10.00333	4.689
10.00500	9.657	10.00500	4.616	10.00498	4.688
10.00667	9.692	10.00667	4.616	10.00667	4.687
10.00833	9.723	10.00833	4.613	10.00833	4.686
10.01000	9.762	10.01000	4.611	10.01000	4.685
10.01167	9.793	10.01167	4.611	10.01167	4.684
10.01333	9.834	10.01333	4.610	10.01333	4.683
10.01500	9.860	10.01500	4.609	10.01500	4.682
10.01667	9.891	10.01667	4.611	10.01667	4.681
10.01833	9.916	10.01833	4.611	10.01833	4.680
10.02000	9.941	10.02000	4.611	10.02000	4.679
10.02167	9.966	10.02167	4.611	10.02167	4.678
10.02333	10.000	10.02333	4.612	10.02333	4.677
10.02500	10.047	10.02500	4.612	10.02500	4.676
10.02667	10.087	10.02667	4.611	10.02667	4.675
10.02833	10.124	10.02833	4.608	10.02833	4.674
10.03000	10.158	10.03000	4.607	10.03000	4.673
10.03167	10.189	10.03167	4.603	10.03167	4.672
10.03333	10.220	10.03333	4.602	10.03333	4.671
10.03500	10.251	10.03500	4.603	10.03500	4.670
10.03667	10.277	10.03667	4.603	10.03667	4.669
10.03833	10.312	10.03833	4.606	10.03833	4.668
10.04000	10.347	10.04000	4.606	10.04000	4.667
10.04167	10.388	10.04167	4.604	10.04167	4.666
10.04333	10.434	10.04333	4.603	10.04333	4.665
10.04500	10.465	10.04500	4.602	10.04500	4.664
10.04667	10.515	10.04667	4.605	10.04667	4.663
10.04833	10.546	10.04833	4.605	10.04832	4.661
10.05000	10.582	10.05000	4.606	10.05000	4.660
10.05167	10.612	10.05167	4.606	10.05167	4.659
10.05333	10.638	10.05333	4.606	10.05333	4.658
10.05500	10.668	10.05500	4.605	10.05500	4.657
10.05667	10.714	10.05667	4.601	10.05667	4.656
10.05833	10.759	10.05833	4.600	10.05833	4.655
10.06000	10.805	10.06000	4.598	10.05998	4.654
10.06167	10.840	10.06167	4.599	10.06167	4.653
10.06333	10.881	10.06333	4.599	10.06333	4.652
10.06500	10.916	10.06500	4.598	10.06500	4.651
10.06667	10.947	10.06667	4.598	10.06667	4.650
10.06833	10.977	10.06833	4.600	10.06833	4.649
10.07000	11.008	10.07000	4.599	10.07000	4.648
10.07167	11.052	10.07167	4.598	10.07165	4.647
10.07333	11.093	10.07333	4.598	10.07333	4.646
10.07500	11.139	10.07500	4.598	10.07500	4.645
10.07667	11.184	10.07667	4.595	10.07667	4.644
10.07833	11.216	10.07833	4.594	10.07833	4.643
10.08000	11.256	10.08000	4.592	10.08000	4.642
10.08167	11.293	10.08167	4.589	10.08167	4.641
10.08333	11.333	10.08333	4.589	10.08332	4.640
10.08500	11.363	10.08500	4.590	10.08500	4.639
10.08667	11.393	10.08667	4.589	10.08667	4.638
10.08833	11.439	10.08833	4.588	10.08833	4.637
10.09000	11.490	10.09000	4.586	10.09000	4.636
10.09167	11.535	10.09167	4.585	10.09167	4.635
10.09333	11.580	10.09333	4.584	10.09333	4.634
10.09500	11.616	10.09500	4.584	10.09498	4.633
10.09667	11.661	10.09667	4.584	10.09667	4.632
10.09833	11.690	10.09833	4.583	10.09833	4.631
10.10000	11.725	10.10000	4.584	10.10000	4.630
10.10167	11.759	10.10167	4.586	10.10167	4.629
10.10333	11.795	10.10333	4.586	10.10333	4.628
10.10500	11.845	10.10500	4.586	10.10500	4.627
10.10667	11.902	10.10667	4.586	10.10665	4.626
10.10833	11.954	10.10833	4.587	10.10833	4.625
10.11000	11.999	10.11000	4.588	10.11000	4.624
10.11167	12.035	10.11167	4.589	10.11167	4.623
10.11333	12.076	10.11333	4.588	10.11333	4.622
10.11500	12.118	10.11500	4.587	10.11500	4.621
10.11667	12.154	10.11667	4.584	10.11667	4.620
10.11833	12.196	10.11833	4.584	10.11832	4.618
10.12000	12.231	10.12000	4.584	10.12000	4.617
10.12167	12.287	10.12167	4.583	10.12167	4.616
10.12333	12.339	10.12333	4.584	10.12333	4.615
10.12500	12.388	10.12500	4.583	10.12500	4.614
10.12667	12.430	10.12667	4.581	10.12667	4.613
10.12833	12.475	10.12833	4.580	10.12833	4.612
10.13000	12.520	10.13000	4.577	10.12998	4.611
10.13167	12.555	10.13167	4.577	10.13167	4.610
10.13333	12.596	10.13333	4.575	10.13333	4.609
10.13500	12.642	10.13500	4.576	10.13500	4.608
10.13667	12.686	10.13667	4.576	10.13667	4.607
10.13833	12.742	10.13833	4.578	10.13833	4.606
10.14000	12.803	10.14000	4.577	10.14000	4.605
10.14167	12.853	10.14167	4.577	10.14167	4.604
10.14333	12.903	10.14333	4.579	10.14333	4.603
10.14500	12.942	10.14500	4.578	10.14500	4.602
10.14667	12.992	10.14667	4.577	10.14667	4.601
10.14833	13.036	10.14833	4.579	10.14833	4.600
10.15000	13.081	10.15000	4.578	10.15000	4.599
10.15167	13.121	10.15167	4.578	10.15167	4.598
10.15333	13.165	10.15333	4.579	10.15333	4.597
10.15500	13.225	10.15500	4.579	10.15500	4.596
10.15667	13.285	10.15667	4.580	10.15667	4.595
10.15833	13.336	10.15833	4.577	10.15833	4.594
10.16000	13.385	10.16000	4.579	10.16000	4.593
10.16167	13.421	10.16167	4.579	10.16167	4.592
10.16333	13.476	10.16333	4.580	10.16333	4.591
10.16500	13.521	10.16500	4.579	10.16500	4.590
10.16667	13.566	10.16667	4.579	10.16667	4.589
10.16833	13.616	10.16833	4.579	10.16833	4.588
10.17000	13.666	10.17000	4.579	10.17000	4.587
10.17167	13.726	10.17167	4.579	10.17167	4.586
10.17333	13.782	10.17333	4.580	10.17332	4.585
10.17500	13.828	10.17500	4.581	10.17500	4.584
10.17667	13.880	10.17667	4.580	10.17667	4.583
10.17833	13.921	10.17833	4.581	10.17833	4.582
10.18000	13.976	10.18000	4.581	10.18000	4.581
10.18167	14.023	10.18167	4.583	10.18167	4.580
10.18333	14.074	10.18333	4.585	10.18333	4.579
10.18500	14.133	10.18500	4.586	10.18498	4.578
10.18667	14.184	10.18667	4.586	10.18667	4.577
10.18833	14.259	10.18833	4.583	10.18833	4.576
10.19000	14.319	10.19000	4.583	10.19000	4.574
10.19167	14.376	10.19167	4.584	10.19167	4.573
10.19333	14.421	10.19333	4.585	10.19333	4.572
10.19500	14.467	10.19500	4.585	10.19500	4.571
10.19667	14.520	10.19667	4.585	10.19665	4.570
10.19833	14.571	10.19833	4.584	10.19833	4.569
10.20000	14.622	10.20000	4.585	10.20000	4.568
10.20167	14.683	10.20167	4.587	10.20167	4.567
10.20333	14.738	10.20333	4.587	10.20333	4.566
10.20500	14.809	10.20500	4.586	10.20500	4.565
10.20667	14.874	10.20667	4.587	10.20667	4.564
10.20833	14.926	10.20833	4.588	10.20832	4.563
10.21000	14.983	10.21000	4.587	10.21000	4.562
10.21167	15.029	10.21167	4.590	10.21167	4.561
10.21333	15.091	10.21333	4.589	10.21333	4.560
10.21500	15.143	10.21500	4.588	10.21500	4.559
10.21667	15.204	10.21667	4.589	10.21667	4.558
10.21833	15.260	10.21833	4.591	10.21833	4.557
10.22000	15.317	10.22000	4.592	10.21998	4.556
10.22167	15.383	10.22167	4.594	10.22167	4.555
10.22333	15.444	10.22333	4.594	10.22333	4.554
10.22500	15.500	10.22500	4.594	10.22500	4.553
10.22667	15.555	10.22667	4.596	10.22667	4.552
10.22833	15.601	10.22833	4.597	10.22833	4.551
10.23000	15.661	10.23000	4.598	10.23000	4.550
10.23167	15.717	10.23167	4.599	10.23165	4.549
10.23333	15.781	10.23333	4.598	10.23333	4.548
10.23500	15.847	10.23500	4.597	10.23500	4.547
10.23667	15.908	10.23667	4.599	10.23667	4.546
10.23833	15.988	10.23833	4.601	10.23833	4.545
10.24000	16.053	10.24000	4.603	10.24000	4.544
10.24167	16.114	10.24167	4.604	10.24167	4.543
10.24333	16.169	10.24333	4.608	10.24332	4.542
10.24500	16.214	10.24500	4.608	10.24500	4.541
10.24667	16.280	10.24667	4.607	10.24667	4.540
10.24833	16.341	10.24833	4.609	10.24833	4.539
10.25000	16.408	10.25000	4.608	10.25000	4.538
10.25167	16.479	10.25167	4.610	10.25167	4.537
10.25333	16.546	10.25333	4.611	10.25333	4.536
10.25500	16.622	10.25500	4.613	10.25498	4.535
10.25667	16.688	10.25667	4.616	10.25667	4.534
10.25833	16.748	10.25833	4.616	10.25833	4.533
10.26000	16.804	10.26000	4.617	10.26000	4.531
10.26167	16.855	10.26167	4.618	10.26167	4.530
10.26333	16.916	10.26333	4.619	10.26333	4.529
10.26500	16.976	10.26500	4.619	10.26500	4.528
10.26667	17.047	10.26667	4.620	10.26667	4.527
10.26833	17.123	10.26833	4.623	10.26833	4.526
10.27000	17.193	10.27000	4.625	10.27000	4.525
10.27167	17.275	10.27167	4.627	10.27167	4.524
10.27333	17.336	10.27333	4.629	10.27333	4.523
10.27500	17.401	10.27500	4.628	10.27500	4.522
10.27667	17.467	10.27667	4.626	10.27667	4.521
10.27833	17.524	10.27833	4.626	10.27833	4.520
10.28000	17.596	10.28000	4.627	10.28000	4.519
10.28167	17.663	10.28167	4.629	10.28167	4.518
10.28333	17.739	10.28333	4.628	10.28333	4.517
10.28500	17.821	10.28500	4.629	10.28500	4.516
10.28667	17.887	10.28667	4.631	10.28667	4.515
10.28833	17.963	10.28833	4.633	10.28833	4.514
10.29000	18.029	10.29000	4.635	10.29000	4.513
10.29167	18.100	10.29167	4.637	10.29167	4.512
10.29333	18.161	10.29333	4.639	10.29333	4.511
10.29500	18.217	10.29500	4.642	10.29500	4.510
10.29667	18.288	10.29667	4.644	10.29667	4.509
10.29833	18.360	10.29833	4.644	10.29832	4.508
10.30000	18.438	10.30000	4.644	10.30000	4.507
10.30167	18.520	10.30167	4.647	10.30167	4.506
10.30333	18.593	10.30333	4.648	10.30333	4.505
10.30500	18.675	10.30500	4.651	10.30500	4.504
10.30667	18.741	10.30667	4.653	10.30667	4.503
10.30833	18.813	10.30833	4.654	10.30833	4.502
10.31000	18.884	10.31000	4.655	10.30998	4.501
10.31167	18.944	10.31167	4.656	10.31167	4.500
10.31333	19.029	10.31333	4.658	10.31333	4.499
10.31500	19.110	10.31500	4.659	10.31500	4.498
10.31667	19.196	10.31667	4.661	10.31667	4.497
10.31833	19.276	10.31833	4.662	10.31833	4.496
10.32000	19.347	10.32000	4.662	10.32000	4.495
10.32167	19.427	10.32167	4.666	10.32165	4.494
10.32333	19.504	10.32333	4.669	10.32333	4.493
10.32500	19.579	10.32500	4.671	10.32500	4.492
10.32667	19.654	10.32667	4.673	10.32667	4.491
10.32833	19.709	10.32833	4.673	10.32833	4.490
10.33000	19.807	10.33000	4.676	10.33000	4.489
10.33167	19.888	10.33167	4.676	10.33167	4.487
10.33333	19.969	10.33333	4.679	10.33332	4.486
10.33500	20.055	10.33500	4.680	10.33500	4.485
10.33667	20.125	10.33667	4.682	10.33667	4.484
10.33833	20.211	10.33833	4.684	10.33833	4.483
10.34000	20.281	10.34000	4.686	10.34000	4.482
10.34167	20.358	10.34167	4.687	10.34167	4.481
10.34333	20.429	10.34333	4.687	10.34333	4.480
10.34500	20.485	10.34500	4.687	10.34498	4.479
10.34667	20.581	10.34667	4.691	10.34667	4.478
10.34833	20.673	10.34833	4.691	10.34833	4.477
10.35000	20.765	10.35000	4.691	10.35000	4.476
10.35167	20.841	10.35167	4.693	10.35167	4.475
10.35333	20.922	10.35333	4.694	10.35333	4.474
10.35500	21.007	10.35500	4.696	10.35500	4.473
10.35667	21.087	10.35667	4.697	10.35665	4.472
10.35833	21.168	10.35833	4.699	10.35833	4.471
10.36000	21.243	10.36000	4.700	10.36000	4.470
10.36167	21.319	10.36167	4.699	10.36167	4.469
10.36333	21.414	10.36333	4.700	10.36333	4.468
10.36500	21.501	10.36500	4.702	10.36500	4.467
10.36667	21.587	10.36667	4.706	10.36667	4.466
10.36833	21.677	10.36833	4.710	10.36832	4.465
10.37000	21.747	10.37000	4.712	10.37000	4.464
10.37167	21.838	10.37167	4.716	10.37167	4.463
10.37333	21.919	10.37333	4.719	10.37333	4.462
10.37500	22.000	10.37500	4.721	10.37500	4.461
10.37667	22.082	10.37667	4.722	10.37667	4.460
10.37833	22.151	10.37833	4.724	10.37833	4.459
10.38000	22.253	10.38000	4.727	10.37998	4.458
10.38167	22.353	10.38167	4.730	10.38167	4.457
10.38333	22.438	10.38333	4.731	10.38333	4.456
10.38500	22.529	10.38500	4.733	10.38500	4.455
10.38667	22.606	10.38667	4.733	10.38667	4.454
10.38833	22.697	10.38833	4.733	10.38833	4.453
10.39000	22.782	10.39000	4.736	10.39000	4.452
10.39167	22.864	10.39167	4.738	10.39167	4.451
10.39333	22.945	10.39333	4.740	10.39333	4.450
10.39500	23.021	10.39500	4.740	10.39500	4.449
10.39667	23.127	10.39667	4.742	10.39667	4.448
10.39833	23.218	10.39833	4.742	10.39833	4.447
10.40000	23.309	10.40000	4.745	10.40000	4.446
10.40167	23.396	10.40167	4.746	10.40167	4.444
10.40333	23.472	10.40333	4.750	10.40333	4.443
10.40500	23.565	10.40500	4.751	10.40500	4.442
10.40667	23.645	10.40667	4.754	10.40667	4.441
10.40833	23.731	10.40833	4.756	10.40833	4.440
10.41000	23.812	10.41000	4.756	10.41000	4.439
10.41167	23.894	10.41167	4.759	10.41167	4.438
10.41333	23.994	10.41333	4.760	10.41333	4.437
10.41500	24.091	10.41500	4.763	10.41500	4.436
10.41667	24.191	10.41667	4.764	10.41667	4.435
10.41833	24.282	10.41833	4.766	10.41833	4.434
10.42000	24.363	10.42000	4.768	10.42000	4.433
10.42167	24.455	10.42167	4.771	10.42167	4.432
10.42333	24.546	10.42333	4.771	10.42332	4.431
10.42500	24.632	10.42500	4.772	10.42500	4.430
10.42667	24.724	10.42667	4.774	10.42667	4.429
10.42833	24.809	10.42833	4.778	10.42833	4.428
10.43000	24.922	10.43000	4.781	10.43000	4.427
10.43167	25.023	10.43167	4.782	10.43167	4.426
10.43333	25.120	10.43333	4.783	10.43333	4.425
10.43500	25.215	10.43500	4.783	10.43498	4.424
10.43667	25.296	10.43667	4.787	10.43667	4.423
10.43833	25.397	10.43833	4.788	10.43833	4.422
10.44000	25.478	10.44000	4.789	10.44000	4.421
10.44167	25.570	10.44167	4.789	10.44167	4.420
10.44333	25.666	10.44333	4.789	10.44333	4.419
10.44500	25.751	10.44500	4.790	10.44500	4.418
10.44667	25.869	10.44667	4.792	10.44665	4.417
10.44833	25.964	10.44833	4.794	10.44833	4.416
10.45000	26.052	10.45000	4.798	10.45000	4.415
10.45167	26.138	10.45167	4.800	10.45167	4.414
10.45333	26.209	10.45333	4.803	10.45333	4.413
10.45500	26.317	10.45500	4.807	10.45500	4.412
10.45667	26.403	10.45667	4.810	10.45667	4.411
10.45833	26.494	10.45833	4.814	10.45832	4.410
10.46000	26.590	10.46000	4.816	10.46000	4.409
10.46167	26.682	10.46167	4.816	10.46167	4.408
10.46333	26.797	10.46333	4.817	10.46333	4.407
10.46500	26.894	10.46500	4.819	10.46500	4.406
10.46667	26.991	10.46667	4.823	10.46667	4.405
10.46833	27.083	10.46833	4.824	10.46833	4.404
10.47000	27.164	10.47000	4.825	10.46998	4.403
10.47167	27.271	10.47167	4.829	10.47167	4.402
10.47333	27.362	10.47333	4.831	10.47333	4.400
10.47500	27.459	10.47500	4.833	10.47500	4.399
10.47667	27.555	10.47667	4.833	10.47667	4.398
10.47833	27.651	10.47833	4.835	10.47833	4.397
10.48000	27.766	10.48000	4.838	10.48000	4.396
10.48167	27.867	10.48167	4.839	10.48165	4.395
10.48333	27.968	10.48333	4.839	10.48333	4.394
10.48500	28.059	10.48500	4.843	10.48500	4.393
10.48667	28.135	10.48667	4.847	10.48667	4.392
10.48833	28.247	10.48833	4.848	10.48833	4.391
10.49000	28.343	10.49000	4.849	10.49000	4.390
10.49167	28.450	10.49167	4.848	10.49167	4.389
10.49333	28.551	10.49333	4.853	10.49332	4.388
10.49500	28.637	10.49500	4.854	10.49500	4.387
10.49667	28.759	10.49667	4.854	10.49667	4.386
10.49833	28.860	10.49833	4.854	10.49833	4.385
10.50000	28.953	10.50000	4.856	10.50000	4.384
10.50167	29.045	10.50167	4.858	10.50167	4.383
10.50333	29.126	10.50333	4.863	10.50333	4.382
10.50500	29.228	10.50500	4.868	10.50498	4.381
10.50667	29.329	10.50667	4.869	10.50667	4.380
10.50833	29.430	10.50833	4.869	10.50833	4.379
10.51000	29.536	10.51000	4.871	10.51000	4.378
10.51167	29.626	10.51167	4.873	10.51167	4.377
10.51333	29.753	10.51333	4.876	10.51333	4.376
10.51500	29.859	10.51500	4.878	10.51500	4.375
10.51667	29.955	10.51667	4.879	10.51667	4.374
10.51833	30.051	10.51833	4.880	10.51833	4.373
10.52000	30.136	10.52000	4.882	10.52000	4.372
10.52167	30.243	10.52167	4.883	10.52167	4.371
10.52333	30.339	10.52333	4.883	10.52333	4.370
10.52500	30.441	10.52500	4.882	10.52500	4.369
10.52667	30.548	10.52667	4.883	10.52667	4.368
10.52833	30.649	10.52833	4.884	10.52833	4.367
10.53000	30.770	10.53000	4.885	10.53000	4.366
10.53167	30.871	10.53167	4.886	10.53167	4.365
10.53333	30.977	10.53333	4.889	10.53333	4.364
10.53500	31.072	10.53500	4.892	10.53500	4.363
10.53667	31.158	10.53667	4.895	10.53667	4.362
10.53833	31.264	10.53833	4.900	10.53833	4.361
10.54000	31.365	10.54000	4.902	10.54000	4.360
10.54167	31.472	10.54167	4.903	10.54167	4.359
10.54333	31.583	10.54333	4.906	10.54333	4.357
10.54500	31.683	10.54500	4.908	10.54500	4.356
10.54667	31.800	10.54667	4.908	10.54667	4.355
10.54833	31.896	10.54833	4.909	10.54832	4.354
10.55000	31.998	10.55000	4.914	10.55000	4.353
10.55167	32.096	10.55167	4.917	10.55167	4.352
10.55333	32.183	10.55333	4.917	10.55333	4.351
10.55500	32.294	10.55500	4.920	10.55500	4.350
10.55667	32.402	10.55667	4.922	10.55667	4.349
10.55833	32.513	10.55833	4.925	10.55833	4.348
10.56000	32.620	10.56000	4.927	10.55998	4.347
10.56167	32.716	10.56167	4.929	10.56167	4.346
10.56333	32.833	10.56333	4.930	10.56333	4.345
10.56500	32.939	10.56500	4.932	10.56500	4.344
10.56667	33.035	10.56667	4.934	10.56667	4.343
10.56833	33.137	10.56833	4.934	10.56833	4.342
10.57000	33.228	10.57000	4.934	10.57000	4.341
10.57167	33.339	10.57167	4.934	10.57165	4.340
10.57333	33.444	10.57333	4.935	10.57333	4.339
10.57500	33.553	10.57500	4.937	10.57500	4.338
10.57667	33.669	10.57667	4.937	10.57667	4.337
10.57833	33.770	10.57833	4.939	10.57833	4.336
10.58000	33.881	10.58000	4.941	10.58000	4.335
10.58167	33.982	10.58167	4.945	10.58167	4.334
10.58333	34.079	10.58333	4.948	10.58332	4.333
10.58500	34.175	10.58500	4.950	10.58500	4.332
10.58667	34.267	10.58667	4.951	10.58667	4.331
10.58833	34.380	10.58833	4.952	10.58833	4.330
10.59000	34.487	10.59000	4.954	10.59000	4.329
10.59167	34.599	10.59167	4.957	10.59167	4.328
10.59333	34.710	10.59333	4.958	10.59333	4.327
10.59500	34.801	10.59500	4.961	10.59498	4.326
10.59667	34.908	10.59667	4.962	10.59667	4.325
10.59833	35.009	10.59833	4.961	10.59833	4.324
10.60000	35.105	10.60000	4.961	10.60000	4.323
10.60167	35.212	10.60167	4.961	10.60167	4.322
10.60333	35.303	10.60333	4.963	10.60333	4.321
10.60500	35.419	10.60500	4.966	10.60500	4.320
10.60667	35.535	10.60667	4.965	10.60665	4.319
10.60833	35.646	10.60833	4.966	10.60833	4.318
10.61000	35.757	10.61000	4.968	10.61000	4.317
10.61167	35.854	10.61167	4.968	10.61167	4.316
10.61333	35.966	10.61333	4.972	10.61333	4.315
10.61500	36.066	10.61500	4.973	10.61500	4.313
10.61667	36.163	10.61667	4.978	10.61667	4.312
10.61833	36.259	10.61833	4.980	10.61832	4.311
10.62000	36.340	10.62000	4.982	10.62000	4.310
10.62167	36.467	10.62167	4.982	10.62167	4.309
10.62333	36.578	10.62333	4.983	10.62333	4.308
10.62500	36.690	10.62500	4.986	10.62500	4.307
10.62667	36.796	10.62667	4.989	10.62667	4.306
10.62833	36.892	10.62833	4.994	10.62833	4.305
10.63000	37.009	10.63000	4.996	10.62998	4.304
10.63167	37.111	10.63167	4.996	10.63167	4.303
10.63333	37.213	10.63333	4.997	10.63333	4.302
10.63500	37.309	10.63500	4.997	10.63500	4.301
