ChromatogramRI		ChromatogramUV		Calibration CurveRI	
X:	Y:	X:	Y:	X:	Y:
9.94000	0.036	9.94000	0.098	9.94000	4.728
9.94167	0.042	9.94167	0.099	9.94167	4.727
9.94333	0.052	9.94333	0.098	9.94333	4.726
9.94500	0.052	9.94500	0.100	9.94500	4.725
9.94667	0.048	9.94667	0.101	9.94667	4.724
9.94833	0.043	9.94833	0.102	9.94833	4.723
9.95000	0.034	9.95000	0.103	9.95000	4.722
9.95167	0.030	9.95167	0.103	9.95167	4.721
9.95333	0.026	9.95333	0.105	9.95333	4.720
9.95500	0.027	9.95500	0.107	9.95500	4.719
9.95667	0.037	9.95667	0.108	9.95667	4.718
9.95833	0.043	9.95833	0.107	9.95833	4.717
9.96000	0.053	9.96000	0.108	9.96000	4.716
9.96167	0.058	9.96167	0.109	9.96167	4.715
9.96333	0.058	9.96333	0.111	9.96333	4.714
9.96500	0.052	9.96500	0.111	9.96500	4.713
9.96667	0.051	9.96667	0.110	9.96667	4.712
9.96833	0.041	9.96833	0.111	9.96833	4.711
9.97000	0.035	9.97000	0.109	9.97000	4.710
9.97167	0.045	9.97167	0.110	9.97167	4.709
9.97333	0.049	9.97333	0.110	9.97333	4.708
9.97500	0.060	9.97500	0.110	9.97500	4.707
9.97667	0.059	9.97667	0.111	9.97667	4.706
9.97833	0.059	9.97833	0.112	9.97833	4.704
9.98000	0.054	9.98000	0.113	9.98000	4.703
9.98167	0.048	9.98167	0.113	9.98165	4.702
9.98333	0.044	9.98333	0.114	9.98333	4.701
9.98500	0.039	9.98500	0.115	9.98500	4.700
9.98667	0.038	9.98667	0.115	9.98667	4.699
9.98833	0.048	9.98833	0.117	9.98833	4.698
9.99000	0.058	9.99000	0.118	9.99000	4.697
9.99167	0.064	9.99167	0.117	9.99167	4.696
9.99333	0.069	9.99333	0.119	9.99332	4.695
9.99500	0.069	9.99500	0.118	9.99500	4.694
9.99667	0.064	9.99667	0.119	9.99667	4.693
9.99833	0.058	9.99833	0.121	9.99833	4.692
10.00000	0.053	10.00000	0.121	10.00000	4.691
10.00167	0.042	10.00167	0.124	10.00167	4.690
10.00333	0.047	10.00333	0.124	10.00333	4.689
10.00500	0.053	10.00500	0.125	10.00498	4.688
10.00667	0.058	10.00667	0.126	10.00667	4.687
10.00833	0.066	10.00833	0.125	10.00833	4.686
10.01000	0.066	10.01000	0.124	10.01000	4.685
10.01167	0.065	10.01167	0.126	10.01167	4.684
10.01333	0.059	10.01333	0.127	10.01333	4.683
10.01500	0.053	10.01500	0.127	10.01500	4.682
10.01667	0.048	10.01667	0.130	10.01667	4.681
10.01833	0.044	10.01833	0.129	10.01833	4.680
10.02000	0.049	10.02000	0.131	10.02000	4.679
10.02167	0.055	10.02167	0.132	10.02167	4.678
10.02333	0.066	10.02333	0.133	10.02333	4.677
10.02500	0.077	10.02500	0.134	10.02500	4.676
10.02667	0.077	10.02667	0.137	10.02667	4.675
10.02833	0.072	10.02833	0.137	10.02833	4.674
10.03000	0.067	10.03000	0.137	10.03000	4.673
10.03167	0.058	10.03167	0.139	10.03167	4.672
10.03333	0.053	10.03333	0.140	10.03333	4.671
10.03500	0.054	10.03500	0.139	10.03500	4.670
10.03667	0.065	10.03667	0.139	10.03667	4.669
10.03833	0.070	10.03833	0.140	10.03833	4.668
10.04000	0.080	10.04000	0.140	10.04000	4.667
10.04167	0.081	10.04167	0.139	10.04167	4.666
10.04333	0.082	10.04333	0.141	10.04333	4.665
10.04500	0.082	10.04500	0.144	10.04500	4.664
10.04667	0.072	10.04667	0.148	10.04667	4.663
10.04833	0.061	10.04833	0.147	10.04832	4.661
10.05000	0.062	10.05000	0.147	10.05000	4.660
10.05167	0.063	10.05167	0.148	10.05167	4.659
10.05333	0.074	10.05333	0.148	10.05333	4.658
10.05500	0.085	10.05500	0.150	10.05500	4.657
10.05667	0.094	10.05667	0.151	10.05667	4.656
10.05833	0.094	10.05833	0.154	10.05833	4.655
10.06000	0.094	10.06000	0.155	10.05998	4.654
10.06167	0.085	10.06167	0.156	10.06167	4.653
10.06333	0.080	10.06333	0.156	10.06333	4.652
10.06500	0.070	10.06500	0.156	10.06500	4.651
10.06667	0.065	10.06667	0.159	10.06667	4.650
10.06833	0.065	10.06833	0.161	10.06833	4.649
10.07000	0.080	10.07000	0.162	10.07000	4.648
10.07167	0.090	10.07167	0.163	10.07165	4.647
10.07333	0.096	10.07333	0.161	10.07333	4.646
10.07500	0.096	10.07500	0.163	10.07500	4.645
10.07667	0.091	10.07667	0.165	10.07667	4.644
10.07833	0.086	10.07833	0.166	10.07833	4.643
10.08000	0.076	10.08000	0.168	10.08000	4.642
10.08167	0.070	10.08167	0.171	10.08167	4.641
10.08333	0.070	10.08333	0.173	10.08332	4.640
10.08500	0.074	10.08500	0.175	10.08500	4.639
10.08667	0.085	10.08667	0.177	10.08667	4.638
10.08833	0.090	10.08833	0.176	10.08833	4.637
10.09000	0.090	10.09000	0.177	10.09000	4.636
10.09167	0.089	10.09167	0.177	10.09167	4.635
10.09333	0.089	10.09333	0.180	10.09333	4.634
10.09500	0.084	10.09500	0.182	10.09498	4.633
10.09667	0.078	10.09667	0.182	10.09667	4.632
10.09833	0.073	10.09833	0.181	10.09833	4.631
10.10000	0.072	10.10000	0.183	10.10000	4.630
10.10167	0.077	10.10167	0.184	10.10167	4.629
10.10333	0.083	10.10333	0.186	10.10333	4.628
10.10500	0.088	10.10500	0.187	10.10500	4.627
10.10667	0.090	10.10667	0.189	10.10665	4.626
10.10833	0.085	10.10833	0.189	10.10833	4.625
10.11000	0.080	10.11000	0.191	10.11000	4.624
10.11167	0.076	10.11167	0.191	10.11167	4.623
10.11333	0.077	10.11333	0.191	10.11333	4.622
10.11500	0.072	10.11500	0.191	10.11500	4.621
10.11667	0.076	10.11667	0.192	10.11667	4.620
10.11833	0.092	10.11833	0.196	10.11832	4.618
10.12000	0.096	10.12000	0.196	10.12000	4.617
10.12167	0.101	10.12167	0.202	10.12167	4.616
10.12333	0.105	10.12333	0.204	10.12333	4.615
10.12500	0.099	10.12500	0.206	10.12500	4.614
10.12667	0.099	10.12667	0.208	10.12667	4.613
10.12833	0.094	10.12833	0.210	10.12833	4.612
10.13000	0.089	10.13000	0.212	10.12998	4.611
10.13167	0.089	10.13167	0.213	10.13167	4.610
10.13333	0.093	10.13333	0.216	10.13333	4.609
10.13500	0.103	10.13500	0.219	10.13500	4.608
10.13667	0.107	10.13667	0.221	10.13667	4.607
10.13833	0.106	10.13833	0.220	10.13833	4.606
10.14000	0.105	10.14000	0.219	10.14000	4.605
10.14167	0.110	10.14167	0.222	10.14167	4.604
10.14333	0.100	10.14333	0.224	10.14333	4.603
10.14500	0.101	10.14500	0.225	10.14500	4.602
10.14667	0.091	10.14667	0.226	10.14667	4.601
10.14833	0.086	10.14833	0.227	10.14833	4.600
10.15000	0.091	10.15000	0.229	10.15000	4.599
10.15167	0.102	10.15167	0.233	10.15167	4.598
10.15333	0.106	10.15333	0.234	10.15333	4.597
10.15500	0.107	10.15500	0.237	10.15500	4.596
10.15667	0.112	10.15667	0.238	10.15667	4.595
10.15833	0.107	10.15833	0.239	10.15833	4.594
10.16000	0.102	10.16000	0.242	10.16000	4.593
10.16167	0.096	10.16167	0.243	10.16167	4.592
10.16333	0.092	10.16333	0.245	10.16333	4.591
10.16500	0.092	10.16500	0.246	10.16500	4.590
10.16667	0.102	10.16667	0.248	10.16667	4.589
10.16833	0.117	10.16833	0.250	10.16833	4.588
10.17000	0.122	10.17000	0.254	10.17000	4.587
10.17167	0.127	10.17167	0.256	10.17167	4.586
10.17333	0.127	10.17333	0.256	10.17332	4.585
10.17500	0.126	10.17500	0.259	10.17500	4.584
10.17667	0.121	10.17667	0.262	10.17667	4.583
10.17833	0.121	10.17833	0.265	10.17833	4.582
10.18000	0.115	10.18000	0.267	10.18000	4.581
10.18167	0.125	10.18167	0.271	10.18167	4.580
10.18333	0.135	10.18333	0.274	10.18333	4.579
10.18500	0.140	10.18500	0.276	10.18498	4.578
10.18667	0.145	10.18667	0.277	10.18667	4.577
10.18833	0.145	10.18833	0.280	10.18833	4.576
10.19000	0.145	10.19000	0.281	10.19000	4.574
10.19167	0.140	10.19167	0.283	10.19167	4.573
10.19333	0.135	10.19333	0.283	10.19333	4.572
10.19500	0.130	10.19500	0.287	10.19500	4.571
10.19667	0.130	10.19667	0.291	10.19665	4.570
10.19833	0.141	10.19833	0.294	10.19833	4.569
10.20000	0.150	10.20000	0.295	10.20000	4.568
10.20167	0.155	10.20167	0.300	10.20167	4.567
10.20333	0.160	10.20333	0.300	10.20333	4.566
10.20500	0.154	10.20500	0.300	10.20500	4.565
10.20667	0.154	10.20667	0.299	10.20667	4.564
10.20833	0.148	10.20833	0.301	10.20832	4.563
10.21000	0.138	10.21000	0.303	10.21000	4.562
10.21167	0.137	10.21167	0.305	10.21167	4.561
10.21333	0.142	10.21333	0.309	10.21333	4.560
10.21500	0.151	10.21500	0.313	10.21500	4.559
10.21667	0.161	10.21667	0.315	10.21667	4.558
10.21833	0.171	10.21833	0.319	10.21833	4.557
10.22000	0.166	10.22000	0.323	10.21998	4.556
10.22167	0.167	10.22167	0.325	10.22167	4.555
10.22333	0.162	10.22333	0.327	10.22333	4.554
10.22500	0.156	10.22500	0.331	10.22500	4.553
10.22667	0.151	10.22667	0.336	10.22667	4.552
10.22833	0.150	10.22833	0.336	10.22833	4.551
10.23000	0.156	10.23000	0.340	10.23000	4.550
10.23167	0.161	10.23167	0.342	10.23165	4.549
10.23333	0.171	10.23333	0.343	10.23333	4.548
10.23500	0.177	10.23500	0.345	10.23500	4.547
10.23667	0.183	10.23667	0.349	10.23667	4.546
10.23833	0.178	10.23833	0.353	10.23833	4.545
10.24000	0.178	10.24000	0.356	10.24000	4.544
10.24167	0.163	10.24167	0.361	10.24167	4.543
10.24333	0.163	10.24333	0.364	10.24332	4.542
10.24500	0.163	10.24500	0.369	10.24500	4.541
10.24667	0.173	10.24667	0.372	10.24667	4.540
10.24833	0.178	10.24833	0.374	10.24833	4.539
10.25000	0.188	10.25000	0.377	10.25000	4.538
10.25167	0.193	10.25167	0.378	10.25167	4.537
10.25333	0.198	10.25333	0.379	10.25333	4.536
10.25500	0.193	10.25500	0.383	10.25498	4.535
10.25667	0.188	10.25667	0.385	10.25667	4.534
10.25833	0.188	10.25833	0.387	10.25833	4.533
10.26000	0.188	10.26000	0.391	10.26000	4.531
10.26167	0.188	10.26167	0.396	10.26167	4.530
10.26333	0.193	10.26333	0.398	10.26333	4.529
10.26500	0.198	10.26500	0.398	10.26500	4.528
10.26667	0.203	10.26667	0.403	10.26667	4.527
10.26833	0.203	10.26833	0.407	10.26833	4.526
10.27000	0.208	10.27000	0.411	10.27000	4.525
10.27167	0.202	10.27167	0.414	10.27167	4.524
10.27333	0.197	10.27333	0.417	10.27333	4.523
10.27500	0.198	10.27500	0.422	10.27500	4.522
10.27667	0.198	10.27667	0.425	10.27667	4.521
10.27833	0.208	10.27833	0.430	10.27833	4.520
10.28000	0.218	10.28000	0.433	10.28000	4.519
10.28167	0.229	10.28167	0.435	10.28167	4.518
10.28333	0.235	10.28333	0.438	10.28333	4.517
10.28500	0.239	10.28500	0.444	10.28500	4.516
10.28667	0.235	10.28667	0.449	10.28667	4.515
10.28833	0.235	10.28833	0.452	10.28833	4.514
10.29000	0.231	10.29000	0.455	10.29000	4.513
10.29167	0.221	10.29167	0.459	10.29167	4.512
10.29333	0.226	10.29333	0.461	10.29333	4.511
10.29500	0.231	10.29500	0.462	10.29500	4.510
10.29667	0.242	10.29667	0.464	10.29667	4.509
10.29833	0.258	10.29833	0.469	10.29832	4.508
10.30000	0.268	10.30000	0.472	10.30000	4.507
10.30167	0.268	10.30167	0.477	10.30167	4.506
10.30333	0.267	10.30333	0.482	10.30333	4.505
10.30500	0.262	10.30500	0.488	10.30500	4.504
10.30667	0.257	10.30667	0.492	10.30667	4.503
10.30833	0.252	10.30833	0.495	10.30833	4.502
10.31000	0.246	10.31000	0.498	10.30998	4.501
10.31167	0.256	10.31167	0.500	10.31167	4.500
10.31333	0.271	10.31333	0.505	10.31333	4.499
10.31500	0.281	10.31500	0.510	10.31500	4.498
10.31667	0.286	10.31667	0.515	10.31667	4.497
10.31833	0.287	10.31833	0.519	10.31833	4.496
10.32000	0.287	10.32000	0.520	10.32000	4.495
10.32167	0.283	10.32167	0.524	10.32165	4.494
10.32333	0.273	10.32333	0.528	10.32333	4.493
10.32500	0.268	10.32500	0.533	10.32500	4.492
10.32667	0.274	10.32667	0.538	10.32667	4.491
10.32833	0.285	10.32833	0.543	10.32833	4.490
10.33000	0.291	10.33000	0.547	10.33000	4.489
10.33167	0.302	10.33167	0.551	10.33167	4.487
10.33333	0.307	10.33333	0.555	10.33332	4.486
10.33500	0.312	10.33500	0.560	10.33500	4.485
10.33667	0.312	10.33667	0.562	10.33667	4.484
10.33833	0.307	10.33833	0.568	10.33833	4.483
10.34000	0.307	10.34000	0.571	10.34000	4.482
10.34167	0.306	10.34167	0.574	10.34167	4.481
10.34333	0.316	10.34333	0.578	10.34333	4.480
10.34500	0.335	10.34500	0.583	10.34498	4.479
10.34667	0.345	10.34667	0.589	10.34667	4.478
10.34833	0.350	10.34833	0.594	10.34833	4.477
10.35000	0.355	10.35000	0.599	10.35000	4.476
10.35167	0.354	10.35167	0.604	10.35167	4.475
10.35333	0.349	10.35333	0.606	10.35333	4.474
10.35500	0.349	10.35500	0.610	10.35500	4.473
10.35667	0.344	10.35667	0.613	10.35665	4.472
10.35833	0.344	10.35833	0.616	10.35833	4.471
10.36000	0.355	10.36000	0.621	10.36000	4.470
10.36167	0.365	10.36167	0.626	10.36167	4.469
10.36333	0.374	10.36333	0.633	10.36333	4.468
10.36500	0.378	10.36500	0.637	10.36500	4.467
10.36667	0.383	10.36667	0.643	10.36667	4.466
10.36833	0.383	10.36833	0.647	10.36832	4.465
10.37000	0.372	10.37000	0.652	10.37000	4.464
10.37167	0.372	10.37167	0.657	10.37167	4.463
10.37333	0.372	10.37333	0.662	10.37333	4.462
10.37500	0.382	10.37500	0.667	10.37500	4.461
10.37667	0.392	10.37667	0.671	10.37667	4.460
10.37833	0.402	10.37833	0.674	10.37833	4.459
10.38000	0.418	10.38000	0.680	10.37998	4.458
10.38167	0.428	10.38167	0.686	10.38167	4.457
10.38333	0.432	10.38333	0.693	10.38333	4.456
10.38500	0.432	10.38500	0.699	10.38500	4.455
10.38667	0.427	10.38667	0.704	10.38667	4.454
10.38833	0.423	10.38833	0.711	10.38833	4.453
10.39000	0.428	10.39000	0.714	10.39000	4.452
10.39167	0.439	10.39167	0.718	10.39167	4.451
10.39333	0.450	10.39333	0.723	10.39333	4.450
10.39500	0.460	10.39500	0.727	10.39500	4.449
10.39667	0.471	10.39667	0.734	10.39667	4.448
10.39833	0.476	10.39833	0.739	10.39833	4.447
10.40000	0.477	10.40000	0.744	10.40000	4.446
10.40167	0.478	10.40167	0.750	10.40167	4.444
10.40333	0.478	10.40333	0.757	10.40333	4.443
10.40500	0.474	10.40500	0.762	10.40500	4.442
10.40667	0.479	10.40667	0.766	10.40667	4.441
10.40833	0.490	10.40833	0.771	10.40833	4.440
10.41000	0.501	10.41000	0.777	10.41000	4.439
10.41167	0.516	10.41167	0.779	10.41167	4.438
10.41333	0.522	10.41333	0.785	10.41333	4.437
10.41500	0.522	10.41500	0.788	10.41500	4.436
10.41667	0.528	10.41667	0.796	10.41667	4.435
10.41833	0.533	10.41833	0.800	10.41833	4.434
10.42000	0.533	10.42000	0.805	10.42000	4.433
10.42167	0.532	10.42167	0.810	10.42167	4.432
10.42333	0.537	10.42333	0.816	10.42332	4.431
10.42500	0.552	10.42500	0.823	10.42500	4.430
10.42667	0.567	10.42667	0.829	10.42667	4.429
10.42833	0.582	10.42833	0.835	10.42833	4.428
10.43000	0.593	10.43000	0.842	10.43000	4.427
10.43167	0.593	10.43167	0.848	10.43167	4.426
10.43333	0.592	10.43333	0.851	10.43333	4.425
10.43500	0.592	10.43500	0.858	10.43498	4.424
10.43667	0.591	10.43667	0.861	10.43667	4.423
10.43833	0.590	10.43833	0.867	10.43833	4.422
10.44000	0.600	10.44000	0.871	10.44000	4.421
10.44167	0.616	10.44167	0.879	10.44167	4.420
10.44333	0.631	10.44333	0.885	10.44333	4.419
10.44500	0.641	10.44500	0.891	10.44500	4.418
10.44667	0.646	10.44667	0.899	10.44665	4.417
10.44833	0.646	10.44833	0.902	10.44833	4.416
10.45000	0.646	10.45000	0.908	10.45000	4.415
10.45167	0.646	10.45167	0.914	10.45167	4.414
10.45333	0.645	10.45333	0.921	10.45333	4.413
10.45500	0.651	10.45500	0.925	10.45500	4.412
10.45667	0.656	10.45667	0.931	10.45667	4.411
10.45833	0.675	10.45833	0.939	10.45832	4.410
10.46000	0.690	10.46000	0.945	10.46000	4.409
10.46167	0.704	10.46167	0.952	10.46167	4.408
10.46333	0.709	10.46333	0.958	10.46333	4.407
10.46500	0.714	10.46500	0.962	10.46500	4.406
10.46667	0.715	10.46667	0.969	10.46667	4.405
10.46833	0.720	10.46833	0.977	10.46833	4.404
10.47000	0.720	10.47000	0.985	10.46998	4.403
10.47167	0.724	10.47167	0.990	10.47167	4.402
10.47333	0.734	10.47333	0.996	10.47333	4.400
10.47500	0.749	10.47500	1.000	10.47500	4.399
10.47667	0.760	10.47667	1.008	10.47667	4.398
10.47833	0.771	10.47833	1.013	10.47833	4.397
10.48000	0.776	10.48000	1.019	10.48000	4.396
10.48167	0.776	10.48167	1.024	10.48165	4.395
10.48333	0.781	10.48333	1.032	10.48333	4.394
10.48500	0.786	10.48500	1.038	10.48500	4.393
10.48667	0.786	10.48667	1.044	10.48667	4.392
10.48833	0.797	10.48833	1.048	10.48833	4.391
10.49000	0.807	10.49000	1.052	10.49000	4.390
10.49167	0.832	10.49167	1.058	10.49167	4.389
10.49333	0.841	10.49333	1.066	10.49332	4.388
10.49500	0.851	10.49500	1.072	10.49500	4.387
10.49667	0.857	10.49667	1.079	10.49667	4.386
10.49833	0.858	10.49833	1.084	10.49833	4.385
10.50000	0.869	10.50000	1.092	10.50000	4.384
10.50167	0.873	10.50167	1.098	10.50167	4.383
10.50333	0.878	10.50333	1.105	10.50333	4.382
10.50500	0.888	10.50500	1.114	10.50498	4.381
10.50667	0.898	10.50667	1.119	10.50667	4.380
10.50833	0.912	10.50833	1.128	10.50833	4.379
10.51000	0.927	10.51000	1.135	10.51000	4.378
10.51167	0.938	10.51167	1.143	10.51167	4.377
10.51333	0.938	10.51333	1.149	10.51333	4.376
10.51500	0.943	10.51500	1.156	10.51500	4.375
10.51667	0.948	10.51667	1.163	10.51667	4.374
10.51833	0.947	10.51833	1.170	10.51833	4.373
10.52000	0.962	10.52000	1.177	10.52000	4.372
10.52167	0.971	10.52167	1.183	10.52167	4.371
10.52333	0.986	10.52333	1.188	10.52333	4.370
10.52500	1.008	10.52500	1.197	10.52500	4.369
10.52667	1.018	10.52667	1.204	10.52667	4.368
10.52833	1.029	10.52833	1.211	10.52833	4.367
10.53000	1.035	10.53000	1.217	10.53000	4.366
10.53167	1.036	10.53167	1.222	10.53167	4.365
10.53333	1.046	10.53333	1.230	10.53333	4.364
10.53500	1.050	10.53500	1.235	10.53500	4.363
10.53667	1.059	10.53667	1.241	10.53667	4.362
10.53833	1.079	10.53833	1.246	10.53833	4.361
10.54000	1.094	10.54000	1.253	10.54000	4.360
10.54167	1.114	10.54167	1.262	10.54167	4.359
10.54333	1.128	10.54333	1.268	10.54333	4.357
10.54500	1.133	10.54500	1.276	10.54500	4.356
10.54667	1.139	10.54667	1.281	10.54667	4.355
10.54833	1.145	10.54833	1.287	10.54832	4.354
10.55000	1.150	10.55000	1.295	10.55000	4.353
10.55167	1.160	10.55167	1.303	10.55167	4.352
10.55333	1.171	10.55333	1.312	10.55333	4.351
10.55500	1.191	10.55500	1.317	10.55500	4.350
10.55667	1.210	10.55667	1.321	10.55667	4.349
10.55833	1.226	10.55833	1.330	10.55833	4.348
10.56000	1.236	10.56000	1.334	10.55998	4.347
10.56167	1.241	10.56167	1.339	10.56167	4.346
10.56333	1.246	10.56333	1.346	10.56333	4.345
10.56500	1.247	10.56500	1.353	10.56500	4.344
10.56667	1.259	10.56667	1.359	10.56667	4.343
10.56833	1.270	10.56833	1.365	10.56833	4.342
10.57000	1.287	10.57000	1.371	10.57000	4.341
10.57167	1.303	10.57167	1.379	10.57165	4.340
10.57333	1.319	10.57333	1.388	10.57333	4.339
10.57500	1.340	10.57500	1.397	10.57500	4.338
10.57667	1.351	10.57667	1.404	10.57667	4.337
10.57833	1.361	10.57833	1.412	10.57833	4.336
10.58000	1.360	10.58000	1.419	10.58000	4.335
10.58167	1.374	10.58167	1.425	10.58167	4.334
10.58333	1.384	10.58333	1.431	10.58332	4.333
10.58500	1.395	10.58500	1.438	10.58500	4.332
10.58667	1.411	10.58667	1.442	10.58667	4.331
10.58833	1.431	10.58833	1.448	10.58833	4.330
10.59000	1.452	10.59000	1.455	10.59000	4.329
10.59167	1.467	10.59167	1.463	10.59167	4.328
10.59333	1.478	10.59333	1.470	10.59333	4.327
10.59500	1.489	10.59500	1.478	10.59498	4.326
10.59667	1.499	10.59667	1.486	10.59667	4.325
10.59833	1.504	10.59833	1.493	10.59833	4.324
10.60000	1.518	10.60000	1.501	10.60000	4.323
10.60167	1.536	10.60167	1.506	10.60167	4.322
10.60333	1.552	10.60333	1.514	10.60333	4.321
10.60500	1.577	10.60500	1.524	10.60500	4.320
10.60667	1.592	10.60667	1.530	10.60665	4.319
10.60833	1.607	10.60833	1.539	10.60833	4.318
10.61000	1.626	10.61000	1.544	10.61000	4.317
10.61167	1.636	10.61167	1.550	10.61167	4.316
10.61333	1.641	10.61333	1.555	10.61333	4.315
10.61500	1.646	10.61500	1.561	10.61500	4.313
10.61667	1.660	10.61667	1.572	10.61667	4.312
10.61833	1.686	10.61833	1.581	10.61832	4.311
10.62000	1.706	10.62000	1.588	10.62000	4.310
10.62167	1.727	10.62167	1.593	10.62167	4.309
10.62333	1.743	10.62333	1.600	10.62333	4.308
10.62500	1.764	10.62500	1.608	10.62500	4.307
10.62667	1.779	10.62667	1.614	10.62667	4.306
10.62833	1.785	10.62833	1.620	10.62833	4.305
10.63000	1.794	10.63000	1.626	10.62998	4.304
10.63167	1.799	10.63167	1.633	10.63167	4.303
10.63333	1.814	10.63333	1.641	10.63333	4.302
10.63500	1.840	10.63500	1.649	10.63500	4.301
10.63667	1.870	10.63667	1.658	10.63667	4.300
10.63833	1.891	10.63833	1.665	10.63833	4.299
10.64000	1.912	10.64000	1.672	10.64000	4.298
10.64167	1.922	10.64167	1.678	10.64167	4.297
10.64333	1.933	10.64333	1.686	10.64333	4.296
10.64500	1.948	10.64500	1.694	10.64500	4.295
10.64667	1.957	10.64667	1.701	10.64667	4.294
10.64833	1.967	10.64833	1.707	10.64833	4.293
10.65000	1.989	10.65000	1.712	10.65000	4.292
10.65167	2.014	10.65167	1.718	10.65167	4.291
10.65333	2.034	10.65333	1.725	10.65333	4.290
10.65500	2.055	10.65500	1.732	10.65500	4.289
10.65667	2.075	10.65667	1.737	10.65667	4.288
10.65833	2.095	10.65833	1.744	10.65833	4.287
10.66000	2.107	10.66000	1.752	10.66000	4.286
10.66167	2.122	10.66167	1.759	10.66167	4.285
10.66333	2.137	10.66333	1.766	10.66333	4.284
10.66500	2.151	10.66500	1.773	10.66500	4.283
10.66667	2.170	10.66667	1.781	10.66667	4.282
10.66833	2.201	10.66833	1.787	10.66833	4.281
10.67000	2.230	10.67000	1.793	10.67000	4.280
10.67167	2.249	10.67167	1.799	10.67167	4.279
10.67333	2.269	10.67333	1.806	10.67332	4.278
10.67500	2.288	10.67500	1.812	10.67500	4.277
10.67667	2.302	10.67667	1.819	10.67667	4.276
10.67833	2.323	10.67833	1.827	10.67833	4.275
10.68000	2.338	10.68000	1.834	10.68000	4.274
10.68167	2.353	10.68167	1.840	10.68167	4.273
10.68333	2.383	10.68333	1.847	10.68333	4.272
10.68500	2.408	10.68500	1.851	10.68498	4.270
10.68667	2.432	10.68667	1.857	10.68667	4.269
10.68833	2.458	10.68833	1.862	10.68833	4.268
10.69000	2.478	10.69000	1.869	10.69000	4.267
10.69167	2.498	10.69167	1.876	10.69167	4.266
10.69333	2.512	10.69333	1.883	10.69333	4.265
10.69500	2.527	10.69500	1.890	10.69500	4.264
10.69667	2.541	10.69667	1.896	10.69665	4.263
10.69833	2.566	10.69833	1.904	10.69833	4.262
10.70000	2.597	10.70000	1.914	10.70000	4.261
10.70167	2.621	10.70167	1.923	10.70167	4.260
10.70333	2.652	10.70333	1.928	10.70333	4.259
10.70500	2.668	10.70500	1.935	10.70500	4.258
10.70667	2.683	10.70667	1.941	10.70667	4.257
10.70833	2.702	10.70833	1.949	10.70832	4.256
10.71000	2.718	10.71000	1.955	10.71000	4.255
10.71167	2.738	10.71167	1.961	10.71167	4.254
10.71333	2.758	10.71333	1.967	10.71333	4.253
10.71500	2.778	10.71500	1.974	10.71500	4.252
10.71667	2.820	10.71667	1.982	10.71667	4.251
10.71833	2.855	10.71833	1.987	10.71833	4.250
10.72000	2.886	10.72000	1.994	10.71998	4.249
10.72167	2.906	10.72167	2.000	10.72167	4.248
10.72333	2.921	10.72333	2.007	10.72333	4.247
10.72500	2.942	10.72500	2.015	10.72500	4.246
10.72667	2.962	10.72667	2.021	10.72667	4.245
10.72833	2.982	10.72833	2.027	10.72833	4.244
10.73000	3.002	10.73000	2.031	10.73000	4.243
10.73167	3.029	10.73167	2.036	10.73165	4.242
10.73333	3.075	10.73333	2.045	10.73333	4.241
10.73500	3.106	10.73500	2.054	10.73500	4.240
10.73667	3.136	10.73667	2.060	10.73667	4.239
10.73833	3.161	10.73833	2.066	10.73833	4.238
10.74000	3.182	10.74000	2.074	10.74000	4.237
10.74167	3.196	10.74167	2.081	10.74167	4.236
10.74333	3.221	10.74333	2.089	10.74332	4.235
10.74500	3.247	10.74500	2.096	10.74500	4.234
10.74667	3.272	10.74667	2.100	10.74667	4.233
10.74833	3.297	10.74833	2.105	10.74833	4.232
10.75000	3.342	10.75000	2.112	10.75000	4.231
10.75167	3.378	10.75167	2.120	10.75167	4.230
10.75333	3.407	10.75333	2.129	10.75333	4.229
10.75500	3.432	10.75500	2.135	10.75498	4.228
10.75667	3.458	10.75667	2.138	10.75667	4.226
10.75833	3.479	10.75833	2.146	10.75833	4.225
10.76000	3.500	10.76000	2.153	10.76000	4.224
10.76167	3.526	10.76167	2.160	10.76167	4.223
10.76333	3.561	10.76333	2.167	10.76333	4.222
10.76500	3.590	10.76500	2.174	10.76500	4.221
10.76667	3.635	10.76667	2.178	10.76667	4.220
10.76833	3.666	10.76833	2.184	10.76833	4.219
10.77000	3.696	10.77000	2.190	10.77000	4.218
10.77167	3.721	10.77167	2.195	10.77167	4.217
10.77333	3.747	10.77333	2.202	10.77333	4.216
10.77500	3.772	10.77500	2.209	10.77500	4.215
10.77667	3.797	10.77667	2.217	10.77667	4.214
10.77833	3.828	10.77833	2.222	10.77833	4.213
10.78000	3.862	10.78000	2.228	10.78000	4.212
10.78167	3.903	10.78167	2.233	10.78167	4.211
10.78333	3.949	10.78333	2.240	10.78333	4.210
10.78500	3.979	10.78500	2.246	10.78500	4.209
10.78667	4.014	10.78667	2.251	10.78667	4.208
10.78833	4.046	10.78833	2.255	10.78833	4.207
10.79000	4.066	10.79000	2.260	10.79000	4.206
10.79167	4.092	10.79167	2.267	10.79167	4.205
10.79333	4.118	10.79333	2.273	10.79333	4.204
10.79500	4.148	10.79500	2.280	10.79500	4.203
10.79667	4.189	10.79667	2.285	10.79667	4.202
10.79833	4.225	10.79833	2.289	10.79832	4.201
