Number of Estimators,Max Depth,Min Samples Split,Min Samples Leaf,Max Leaf Nodes,Mean Cross Val Score,STD,Test Evaluation Score
16,1,2,1,256,0.745897435897436,0.11547332772055478,0.7692307692307693
8,64,2,1,256,0.7360256410256409,0.051995675741911336,0.8717948717948718
16,8,2,1,2,0.7562820512820513,0.13873453619011714,0.9230769230769231
16,256,2,1,16,0.7767948717948718,0.06645479152205142,0.8974358974358975
32,32,2,1,2,0.7561538461538462,0.10772023447424992,0.8717948717948718
16,1,2,1,512,0.7512820512820514,0.07527726527090808,0.8717948717948718
8,64,2,1,512,0.7612820512820513,0.05283015844217808,0.8974358974358975
32,128,2,1,512,0.7767948717948718,0.05800258444898245,0.9230769230769231
16,8,2,1,4,0.8073076923076924,0.09831051451883092,0.9487179487179487
32,4,2,1,4,0.7664102564102564,0.08624842183808061,0.9487179487179487
8,128,2,1,2,0.7157692307692307,0.13739714340711948,0.8717948717948718
16,32,2,1,64,0.7766666666666667,0.051647098158483,0.8974358974358975
16,2,2,1,2,0.6905128205128206,0.08188926311515886,0.8974358974358975
8,128,2,1,4,0.7917948717948718,0.09212178572766691,0.9743589743589743
16,256,2,1,32,0.7766666666666666,0.058236182837244674,0.8974358974358975
16,8,2,1,8,0.7664102564102564,0.08225995100762254,0.9743589743589743
16,2,2,1,4,0.8020512820512821,0.06598069169483298,0.9487179487179487
32,32,2,1,4,0.7766666666666666,0.09805857042968762,0.9743589743589743
32,256,2,1,2,0.7612820512820513,0.08668942198611462,0.9743589743589743
16,32,2,1,128,0.7970512820512821,0.05734883511361751,0.9487179487179487
32,4,2,1,8,0.791923076923077,0.07658000418790871,0.9230769230769231
16,2,2,1,8,0.7766666666666666,0.09533893998768299,0.9230769230769231
16,8,2,1,16,0.7970512820512821,0.07290307706556616,0.9487179487179487
16,256,2,1,64,0.7866666666666666,0.05753311369635432,0.9743589743589743
32,256,2,1,4,0.7819230769230768,0.08839685483530042,0.9743589743589743
16,32,2,1,256,0.7917948717948718,0.0608068151652896,0.9230769230769231
32,32,2,1,8,0.7767948717948718,0.06974453242198515,0.9487179487179487
16,8,2,1,32,0.7565384615384614,0.060374134862710656,0.9487179487179487
64,4,2,1,2,0.7462820512820513,0.13143895871661326,0.9230769230769231
16,256,2,1,128,0.7716666666666666,0.06525426927121057,0.9230769230769231
32,4,2,1,16,0.7970512820512821,0.052563477169512866,0.9230769230769231
16,32,2,1,512,0.7970512820512821,0.052563477169512866,0.9487179487179487
16,8,2,1,64,0.7867948717948718,0.05445564698444424,0.8974358974358975
16,256,2,1,256,0.7716666666666667,0.054964575287080604,0.9230769230769231
32,256,2,1,8,0.7920512820512821,0.07303034953129225,0.9487179487179487
16,64,2,1,2,0.721025641025641,0.12100445273021615,0.8974358974358975
64,32,2,1,4,0.8020512820512821,0.1082604063443974,0.9743589743589743
32,32,2,1,16,0.7766666666666666,0.07170392591380885,0.9487179487179487
32,4,2,1,32,0.7819230769230769,0.06405434083558782,0.9743589743589743
16,8,2,1,128,0.7819230769230769,0.032817507875258736,0.9743589743589743
16,64,2,1,4,0.801923076923077,0.08888231402376734,0.9230769230769231
16,256,2,1,512,0.7715384615384615,0.04239036212146522,0.8974358974358975
64,4,2,1,4,0.7816666666666666,0.09054731673576714,0.9230769230769231
16,8,2,1,256,0.7819230769230769,0.06045575318660443,0.9487179487179487
16,64,2,1,8,0.7969230769230768,0.06533985395951206,0.9230769230769231
32,256,2,1,16,0.7819230769230769,0.08043520675181422,0.9743589743589743
32,4,2,1,64,0.7717948717948718,0.07386662821579898,0.8974358974358975
32,1,2,1,2,0.7612820512820513,0.09868680827520802,0.9487179487179487
32,32,2,1,32,0.7767948717948718,0.05568945074600617,0.9230769230769231
16,8,2,1,512,0.7512820512820513,0.05650341957267414,0.9230769230769231
16,64,2,1,16,0.7666666666666666,0.06802003997546824,0.9487179487179487
32,1,2,1,4,0.7257692307692307,0.1153549819497104,0.9230769230769231
16,16,2,1,2,0.7105128205128205,0.10519119438777105,0.9487179487179487
64,32,2,1,8,0.797051282051282,0.05894034693689392,0.9230769230769231
32,4,2,1,128,0.786923076923077,0.06988367341984023,0.9743589743589743
16,64,2,1,32,0.7717948717948717,0.05639422849221434,0.8974358974358975
32,256,2,1,32,0.7715384615384615,0.07357857504813749,0.9230769230769231
16,16,2,1,4,0.7662820512820513,0.09206663681664035,0.9743589743589743
32,1,2,1,8,0.7562820512820513,0.11602415355329274,0.8974358974358975
64,4,2,1,8,0.8070512820512821,0.058591286519548105,0.9743589743589743
32,32,2,1,64,0.7666666666666666,0.06802003997546824,0.8974358974358975
16,16,2,1,8,0.791923076923077,0.07658000418790871,0.9230769230769231
16,64,2,1,64,0.7765384615384616,0.05190898827538283,0.9230769230769231
32,1,2,1,16,0.7916666666666666,0.09200806070510342,0.9230769230769231
32,4,2,1,256,0.797051282051282,0.06113059279453222,0.9487179487179487
16,16,2,1,16,0.7970512820512821,0.07398624532331276,0.9230769230769231
16,64,2,1,128,0.7866666666666666,0.05214561365072979,0.8974358974358975
32,1,2,1,32,0.7664102564102564,0.10223392366494106,0.8974358974358975
32,256,2,1,64,0.7819230769230769,0.06045575318660443,0.9487179487179487
32,4,2,1,512,0.807051282051282,0.07370847207760979,0.9743589743589743
64,32,2,1,16,0.7816666666666667,0.06145507170498054,0.9230769230769231
32,32,2,1,128,0.7816666666666666,0.0415305468876383,0.9230769230769231
32,1,2,1,64,0.7564102564102565,0.10340679452774668,0.9230769230769231
16,64,2,1,256,0.7766666666666667,0.06907461020626847,0.9487179487179487
64,4,2,1,16,0.7970512820512821,0.07290307706556616,0.9743589743589743
32,8,2,1,2,0.7511538461538462,0.10330056106894948,0.8974358974358975
32,1,2,1,128,0.7510256410256411,0.13010995198493724,0.8974358974358975
16,64,2,1,512,0.7766666666666666,0.058236182837244674,0.8717948717948718
32,256,2,1,128,0.7920512820512821,0.04830560995021925,0.9230769230769231
64,256,2,1,8,0.8173076923076923,0.07829335082684187,0.9487179487179487
16,128,2,1,2,0.7762820512820514,0.11786228717309274,0.8461538461538461
32,1,2,1,256,0.7766666666666667,0.10200214639811502,0.9230769230769231
32,32,2,1,256,0.7716666666666667,0.052517803249180726,0.9743589743589743
32,8,2,1,4,0.7665384615384615,0.0928725594271153,0.9487179487179487
16,128,2,1,4,0.7715384615384615,0.09628589223790768,0.8974358974358975
32,1,2,1,512,0.7814102564102564,0.1129835651590762,0.9230769230769231
64,4,2,1,32,0.7917948717948718,0.0608068151652896,0.9487179487179487
16,128,2,1,8,0.7762820512820513,0.07761865002914663,0.9230769230769231
32,256,2,1,256,0.7665384615384616,0.0737579601561115,0.9743589743589743
32,8,2,1,8,0.792051282051282,0.08242861952959202,0.9743589743589743
64,32,2,1,32,0.7716666666666667,0.052517803249180726,0.9230769230769231
32,2,2,1,2,0.7560256410256411,0.1313471393137938,0.9230769230769231
16,128,2,1,16,0.786923076923077,0.0434019332593709,0.9230769230769231
32,32,2,1,512,0.7715384615384616,0.058093477009092134,0.8974358974358975
32,2,2,1,4,0.7917948717948718,0.07989082787590966,0.8717948717948718
16,128,2,1,32,0.7916666666666667,0.04462569877831596,0.8974358974358975
64,256,2,1,16,0.7767948717948718,0.05568945074600617,0.9743589743589743
32,64,2,1,2,0.7815384615384616,0.1000808351784682,0.9230769230769231
32,8,2,1,16,0.7817948717948717,0.06069074234546097,0.9487179487179487
32,256,2,1,512,0.7817948717948718,0.04932916182587262,0.9230769230769231
64,4,2,1,64,0.7867948717948716,0.07534230453991919,0.9487179487179487
32,2,2,1,8,0.8069230769230769,0.07259331658009095,0.9230769230769231
32,64,2,1,4,0.792051282051282,0.08081764930499245,0.9743589743589743
32,8,2,1,32,0.787051282051282,0.0678523748528785,0.9230769230769231
32,2,2,1,16,0.7971794871794871,0.09503935307270685,0.9743589743589743
64,1,2,1,2,0.7967948717948719,0.08302111135709081,0.9230769230769231
64,32,2,1,64,0.7716666666666666,0.06525426927121057,0.8974358974358975
32,64,2,1,8,0.7864102564102564,0.062100002064494786,0.9487179487179487
32,2,2,1,32,0.7869230769230768,0.09047467780616221,0.9230769230769231
64,4,2,1,128,0.7766666666666666,0.05101468765311133,0.9487179487179487
64,256,2,1,32,0.786923076923077,0.05418179882699413,0.9230769230769231
32,8,2,1,64,0.786923076923077,0.0646967334888622,0.9487179487179487
64,1,2,1,4,0.7560256410256411,0.1327487183449325,0.8974358974358975
32,2,2,1,64,0.7917948717948716,0.08311747190234561,0.9487179487179487
32,64,2,1,16,0.787051282051282,0.06446614837768361,0.9487179487179487
128,4,2,1,16,0.796923076923077,0.05751739867691204,0.9743589743589743
32,8,2,1,128,0.7766666666666666,0.046275835934675345,0.9487179487179487
64,1,2,1,8,0.7715384615384616,0.11873871447117376,0.9230769230769231
64,4,2,1,256,0.796923076923077,0.06400941950734536,0.9487179487179487
32,64,2,1,32,0.7765384615384615,0.07114356590092513,0.8974358974358975
64,32,2,1,128,0.7819230769230769,0.0717976189950588,0.9230769230769231
32,8,2,1,256,0.7715384615384615,0.0458135603753619,0.9487179487179487
64,1,2,1,16,0.7867948717948717,0.110582106901903,0.8974358974358975
64,256,2,1,64,0.7920512820512821,0.06998825861892974,0.9487179487179487
32,64,2,1,64,0.7664102564102564,0.06296634042326493,0.9230769230769231
64,4,2,1,512,0.8070512820512821,0.06079410937241596,0.9743589743589743
32,8,2,1,512,0.791923076923077,0.0512589691643288,0.8974358974358975
64,1,2,1,32,0.7715384615384616,0.10665295153443209,0.9230769230769231
32,16,2,1,2,0.7766666666666666,0.1007047813733439,0.9487179487179487
32,64,2,1,128,0.7919230769230768,0.07011730567340772,0.9743589743589743
64,32,2,1,256,0.7867948717948717,0.06682377936404385,0.9487179487179487
128,4,2,1,32,0.8070512820512821,0.06079410937241596,0.9743589743589743
64,1,2,1,64,0.7407692307692308,0.13093792537852667,0.9230769230769231
64,8,2,1,2,0.7360256410256409,0.1229729796120327,0.8717948717948718
32,16,2,1,4,0.7869230769230768,0.09941693925408732,0.9743589743589743
128,32,2,1,32,0.787051282051282,0.05571305747466695,0.9487179487179487
64,256,2,1,128,0.7715384615384615,0.06402251412016657,0.9230769230769231
32,64,2,1,256,0.7612820512820513,0.05283015844217808,0.9487179487179487
64,1,2,1,128,0.7767948717948718,0.10205997901351595,0.9230769230769231
32,16,2,1,8,0.7969230769230768,0.06924786113801171,0.9230769230769231
64,8,2,1,4,0.7817948717948717,0.07980251759559757,0.9743589743589743
32,64,2,1,512,0.7971794871794872,0.06309151384299364,0.8974358974358975
64,1,2,1,256,0.7612820512820513,0.11121571341875484,0.9230769230769231
32,16,2,1,16,0.786923076923077,0.0646967334888622,0.9230769230769231
64,32,2,1,512,0.7766666666666667,0.0686030420848847,0.9487179487179487
32,128,2,1,2,0.7714102564102564,0.11017110593901845,0.8974358974358975
