Number of Estimators,Max Depth,Min Samples Split,Min Samples Leaf,Max Leaf Nodes,Mean Cross Val Score,STD,Test Evaluation Score
32,16,2,1,64,0.7161134278565471,0.02249616757570841,0.7272727272727273
64,64,2,1,4,0.7014512093411176,0.027710915665858343,0.7090909090909091
64,8,2,1,16,0.7252043369474561,0.028406491605843104,0.7454545454545455
64,256,2,1,512,0.7069391159299416,0.010562158294657911,0.7363636363636363
32,128,2,1,16,0.706955796497081,0.03483043018325969,0.7454545454545455
64,2,2,1,4,0.7179482902418683,0.027446625071185986,0.7181818181818181
128,4,2,1,128,0.7068723936613844,0.034450181110771874,0.7272727272727273
32,16,2,1,128,0.6996163469557966,0.011110509939017837,0.7363636363636363
32,128,2,1,32,0.7234695579649708,0.029535138044298796,0.7545454545454545
64,64,2,1,8,0.7032360300250208,0.036478321877261605,0.7181818181818181
64,2,2,1,8,0.6886071726438698,0.024353033913714833,0.7181818181818181
128,1,2,1,2,0.6739449541284405,0.03146989588920122,0.6727272727272727
64,8,2,1,32,0.7142285237698083,0.023383132919689856,0.7272727272727273
32,128,2,1,64,0.7215679733110926,0.019450256561437212,0.7181818181818181
64,2,2,1,16,0.6996163469557966,0.018950298921643727,0.6909090909090909
64,64,2,1,16,0.7178982485404505,0.019365096783209853,0.6909090909090909
32,128,2,1,128,0.6977981651376147,0.015390984936154678,0.7181818181818181
128,4,2,1,256,0.721534612176814,0.02700575062280353,0.7090909090909091
128,1,2,1,4,0.6574812343619684,0.024686247528708804,0.6818181818181818
128,32,2,1,128,0.7124103419516263,0.01667659669176409,0.7181818181818181
64,8,2,1,64,0.7087406171809841,0.016580886481667643,0.7454545454545455
64,2,2,1,32,0.6996497080900751,0.02663225847829485,0.6909090909090909
128,256,2,1,64,0.7050875729774813,0.020944576034165233,0.7363636363636363
32,128,2,1,256,0.7088240200166807,0.017171621050892788,0.7181818181818181
64,2,2,1,64,0.6959633027522936,0.03097386839781166,0.7090909090909091
64,64,2,1,32,0.7215179316096748,0.03222675210692061,0.7545454545454545
128,1,2,1,8,0.6611175979983319,0.03176246300536505,0.6181818181818182
64,8,2,1,128,0.7087572977481236,0.01827569097554942,0.7272727272727273
64,2,2,1,128,0.7088073394495413,0.01748037484596633,0.7090909090909091
128,4,2,1,512,0.7123769808173479,0.03609790350243901,0.7
64,64,2,1,64,0.701417848206839,0.019538349243498003,0.7363636363636363
128,1,2,1,16,0.6629691409507924,0.025957449426424563,0.6363636363636364
64,2,2,1,256,0.6922768974145121,0.02254664816912074,0.7090909090909091
64,8,2,1,256,0.7032026688907422,0.02779653231587379,0.7363636363636363
128,32,2,1,256,0.7142785654712261,0.0235607563762347,0.7272727272727273
64,2,2,1,512,0.7124603836530442,0.024929362903153788,0.7090909090909091
128,256,2,1,128,0.7160967472894079,0.01671888842478844,0.7454545454545455
256,4,2,1,128,0.7252043369474562,0.023186012324406615,0.7181818181818181
128,8,2,1,2,0.6703085904920767,0.026815795114740373,0.6545454545454545
128,1,2,1,32,0.6721434528773977,0.02702612235159384,0.6727272727272727
64,64,2,1,128,0.7014011676396997,0.029344545496122285,0.7636363636363637
64,8,2,1,512,0.6904753961634695,0.01213841099999267,0.7181818181818181
64,16,2,1,2,0.6776480400333611,0.029871724314518528,0.6636363636363637
128,1,2,1,64,0.6629691409507923,0.03760940806234474,0.6363636363636364
128,8,2,1,4,0.7069724770642202,0.0207071353829958,0.7
64,64,2,1,256,0.71976647206005,0.020753736133438918,0.7363636363636363
64,16,2,1,4,0.6904753961634695,0.028647600531597588,0.7181818181818181
128,32,2,1,512,0.710625521267723,0.018817395032396527,0.7363636363636363
128,1,2,1,128,0.666605504587156,0.02506182910673594,0.6272727272727273
128,256,2,1,256,0.7142618849040868,0.0321792308304587,0.7545454545454545
64,16,2,1,8,0.7160967472894079,0.03496001748596635,0.7090909090909091
64,64,2,1,512,0.7179149291075897,0.018258814251436568,0.7363636363636363
128,8,2,1,8,0.7197497914929107,0.023958567492800342,0.7
256,4,2,1,256,0.7233694745621351,0.02556660296055564,0.7090909090909091
128,1,2,1,256,0.6666221851542953,0.038216282358196685,0.6545454545454545
128,64,2,1,2,0.6684737281067556,0.030605545315786364,0.6181818181818182
64,128,2,1,2,0.6612010008340283,0.027425632330597038,0.6909090909090909
64,16,2,1,16,0.7105754795663053,0.03496520626709451,0.7090909090909091
256,32,2,1,256,0.7142452043369475,0.025297024621262255,0.7454545454545455
64,128,2,1,4,0.708790658882402,0.02348026688810255,0.7090909090909091
128,1,2,1,512,0.6703085904920767,0.030899146683207483,0.6272727272727273
64,16,2,1,32,0.7014345287739784,0.011724006358272372,0.7545454545454545
128,256,2,1,512,0.7142285237698082,0.023383132919689836,0.7363636363636363
128,64,2,1,4,0.6959466221851544,0.013953331801157038,0.7
128,8,2,1,16,0.721534612176814,0.024385277685078813,0.7090909090909091
64,128,2,1,8,0.7215679733110927,0.026739193660474427,0.6909090909090909
128,2,2,1,2,0.6739783152627189,0.025179369967351983,0.6454545454545455
64,16,2,1,64,0.7215679733110926,0.01763457061695597,0.7181818181818181
64,128,2,1,16,0.7160633861551293,0.023775139504249768,0.7090909090909091
256,4,2,1,512,0.717881567973311,0.02417345119459332,0.7090909090909091
128,64,2,1,8,0.7160633861551292,0.02769946672465936,0.7181818181818181
256,1,2,1,2,0.666605504587156,0.03789601656785494,0.6272727272727273
128,2,2,1,4,0.6996163469557966,0.02065062296108706,0.7
64,128,2,1,32,0.6904753961634695,0.022000295882359574,0.7090909090909091
128,8,2,1,32,0.6922268557130942,0.0238112043145415,0.7454545454545455
64,16,2,1,128,0.7179316096747289,0.013789493034488997,0.7
128,2,2,1,8,0.6978148457047539,0.012618096573814283,0.7090909090909091
64,128,2,1,64,0.7143452877397831,0.02029278575579057,0.7090909090909091
64,16,2,1,256,0.7142952460383654,0.023354795577274125,0.7545454545454545
128,64,2,1,16,0.7197164303586322,0.0242783119092369,0.7181818181818181
256,32,2,1,512,0.7032527105921602,0.01949129801855993,0.7363636363636363
256,1,2,1,4,0.6757964970809007,0.03285937940486451,0.6636363636363637
256,8,2,1,2,0.6648040033361134,0.029098387604129475,0.6363636363636364
128,8,2,1,64,0.6995829858215179,0.01444001541806783,0.7272727272727273
128,2,2,1,16,0.6996497080900751,0.020974737037908437,0.7
64,128,2,1,128,0.7197497914929107,0.014271431577448108,0.7545454545454545
64,16,2,1,512,0.70325271059216,0.027390689941759493,0.7363636363636363
64,32,2,1,2,0.6721601334445372,0.03821511742830299,0.6272727272727273
128,64,2,1,32,0.6977981651376147,0.0059058630970389246,0.7545454545454545
128,2,2,1,32,0.7106255212677232,0.01693398819959245,0.7
256,1,2,1,8,0.6703085904920767,0.03143921858890634,0.6545454545454545
64,128,2,1,256,0.7197664720600502,0.016198196345368083,0.7545454545454545
256,64,2,1,2,0.6702919099249375,0.028221350648257662,0.6454545454545455
128,8,2,1,128,0.7050708924103419,0.016687604853970892,0.7545454545454545
256,8,2,1,4,0.6941284403669725,0.018123388219986415,0.6909090909090909
128,2,2,1,64,0.6886905754795664,0.01744197183785902,0.7090909090909091
64,128,2,1,512,0.7032693911592994,0.028441144736087155,0.7181818181818181
64,256,2,1,2,0.6794495412844037,0.024367083010692157,0.6727272727272727
256,1,2,1,16,0.6721100917431192,0.027385590028338534,0.6454545454545455
128,64,2,1,64,0.7106255212677232,0.027533629484200066,0.7090909090909091
128,2,2,1,128,0.6886071726438698,0.021410312045364872,0.7090909090909091
64,256,2,1,4,0.6941284403669725,0.012653900660232422,0.7
128,8,2,1,256,0.6996330275229358,0.02041238016172239,0.7363636363636363
256,256,2,1,512,0.7105921601334446,0.017470853675097476,0.7545454545454545
256,64,2,1,4,0.7088240200166805,0.015084103223398437,0.7181818181818181
128,2,2,1,256,0.7051042535446206,0.018136341194426496,0.7
256,1,2,1,32,0.6702752293577982,0.02897456285233303,0.6454545454545455
256,8,2,1,8,0.7087406171809841,0.019388847199097115,0.7181818181818181
128,64,2,1,128,0.7069224353628023,0.026319376711681098,0.7454545454545455
128,2,2,1,512,0.7069724770642202,0.031104029505199405,0.7
128,8,2,1,512,0.7069557964970808,0.018379653798526917,0.7636363636363637
512,8,2,1,2,0.6794495412844037,0.03158735714202615,0.6545454545454545
128,4,2,1,2,0.6721100917431192,0.032964261534377794,0.6727272727272727
256,1,2,1,64,0.6794495412844036,0.022943851790591663,0.6545454545454545
128,16,2,1,2,0.6647873227689741,0.03094442577259656,0.6363636363636364
256,64,2,1,8,0.7197331109257716,0.029749528446639452,0.7181818181818181
512,1,2,1,2,0.6592827356130109,0.030936512112266026,0.6272727272727273
128,64,2,1,256,0.7014345287739784,0.01748680427471307,0.7545454545454545
128,4,2,1,4,0.6941284403669725,0.0207233877482503,0.7
128,16,2,1,4,0.6978148457047539,0.016131272743899985,0.7
256,8,2,1,16,0.71604670558799,0.02092541080322662,0.7181818181818181
256,1,2,1,128,0.679466221851543,0.028036376496270308,0.6818181818181818
128,4,2,1,8,0.7123936613844871,0.02871508156810734,0.7090909090909091
128,16,2,1,8,0.7106088407005839,0.016205958626272506,0.7090909090909091
128,64,2,1,512,0.7161134278565472,0.026609786808208927,0.7454545454545455
256,1,2,1,256,0.6574478732276898,0.03317455750444044,0.6454545454545455
256,64,2,1,16,0.7105754795663053,0.02343547854615344,0.7
128,128,2,1,2,0.6739949958298582,0.03308452465598885,0.6545454545454545
512,1,2,1,4,0.6721100917431192,0.027385590028338534,0.6727272727272727
128,16,2,1,16,0.7197331109257715,0.01670403686674236,0.7272727272727273
512,8,2,1,4,0.6922935779816515,0.019082568807339464,0.7090909090909091
128,128,2,1,4,0.6996330275229358,0.023480503887040555,0.7090909090909091
256,8,2,1,32,0.701417848206839,0.024160924848707133,0.7272727272727273
256,1,2,1,512,0.6739449541284405,0.033035676873179896,0.6363636363636364
512,64,2,1,4,0.7014678899082568,0.023580658827768577,0.7272727272727273
128,16,2,1,32,0.7124103419516263,0.01667659669176409,0.7272727272727273
128,128,2,1,8,0.7142285237698083,0.021896038584149374,0.7272727272727273
256,2,2,1,2,0.6611676396997498,0.02532193603086835,0.6636363636363637
256,64,2,1,32,0.7032860717264386,0.01716377673816631,0.7181818181818181
512,1,2,1,8,0.6666221851542953,0.02805601972247966,0.6363636363636364
128,16,2,1,64,0.7142452043369475,0.03433095760941351,0.7272727272727273
128,128,2,1,16,0.719699749791493,0.029420586431521147,0.7090909090909091
256,8,2,1,64,0.7106088407005837,0.020759795125428554,0.7363636363636363
256,2,2,1,4,0.6996497080900751,0.02176250889810436,0.7090909090909091
128,128,2,1,32,0.6995996663886573,0.01151592336487524,0.7545454545454545
512,8,2,1,8,0.7160633861551293,0.031132999457400293,0.7090909090909091
128,16,2,1,128,0.725254378648874,0.02115385303934483,0.7454545454545455
512,1,2,1,16,0.6702919099249375,0.026371253918233136,0.6545454545454545
256,64,2,1,64,0.7142452043369475,0.023215035117284694,0.7636363636363637
256,2,2,1,8,0.7014512093411176,0.022328395580404174,0.7090909090909091
512,64,2,1,8,0.7160800667222685,0.028160848599210104,0.7181818181818181
128,128,2,1,64,0.7252376980817348,0.025645448426179045,0.7636363636363637
128,16,2,1,256,0.7032693911592995,0.015380387461887855,0.7181818181818181
256,8,2,1,128,0.6977814845704755,0.013389166126667294,0.7272727272727273
256,2,2,1,16,0.6977981651376147,0.020130037654168775,0.7090909090909091
128,128,2,1,128,0.7234361968306923,0.013588264790269424,0.7636363636363637
128,16,2,1,512,0.6977481234361969,0.029499619534963526,0.7545454545454545
512,1,2,1,32,0.6739449541284405,0.028670862362751702,0.6545454545454545
128,32,2,1,2,0.6647706422018349,0.02999088041395878,0.6
256,64,2,1,128,0.7124270225187657,0.024625172750664028,0.7363636363636363
256,2,2,1,32,0.6996163469557966,0.02637775249194433,0.7181818181818181
256,8,2,1,256,0.7032193494578817,0.02151247417394115,0.7454545454545455
128,128,2,1,256,0.7106255212677232,0.012332524373431722,0.7636363636363637
512,8,2,1,16,0.7142285237698082,0.023383132919689822,0.7090909090909091
128,32,2,1,4,0.6941451209341118,0.027494027834318507,0.7090909090909091
256,2,2,1,64,0.7051209341117598,0.017876525747715293,0.7
128,32,2,1,8,0.7215679733110927,0.030281804371541817,0.7090909090909091
512,1,2,1,64,0.67209341117598,0.03258588816089268,0.6454545454545455
512,64,2,1,16,0.7252043369474562,0.023186012324406615,0.7090909090909091
128,128,2,1,512,0.7234361968306923,0.019663268761689917,0.7545454545454545
128,256,2,1,2,0.6703085904920767,0.03907812253898125,0.6636363636363637
256,64,2,1,256,0.7050708924103419,0.024113916175897993,0.7363636363636363
256,8,2,1,512,0.71604670558799,0.02010486551939931,0.7454545454545455
128,32,2,1,16,0.7141951626355296,0.02995462045848434,0.7
256,2,2,1,128,0.7051376146788991,0.013226290855735857,0.7181818181818181
128,256,2,1,4,0.7014345287739784,0.01931638483783776,0.7181818181818181
512,1,2,1,128,0.6702752293577982,0.03279017673935953,0.6727272727272727
256,16,2,1,2,0.6648040033361134,0.031327064338728006,0.6545454545454545
128,256,2,1,8,0.7270725604670559,0.018241982924937405,0.7181818181818181
256,2,2,1,256,0.7014845704753963,0.01662094431817789,0.7090909090909091
512,8,2,1,32,0.695929941618015,0.020962263716680092,0.7090909090909091
128,256,2,1,16,0.7307256046705588,0.022631515836393487,0.7
256,64,2,1,512,0.7106088407005838,0.018165007416948133,0.7363636363636363
256,2,2,1,512,0.7033027522935781,0.02810156289038776,0.7090909090909091
1024,1,2,1,8,0.6684403669724771,0.03595393999075083,0.6636363636363637
256,16,2,1,4,0.7032860717264386,0.012646202315120906,0.7181818181818181
512,1,2,1,256,0.6684236864053379,0.027617982320312314,0.6272727272727273
128,256,2,1,32,0.7106088407005838,0.012713437607683798,0.7
512,64,2,1,32,0.7142618849040868,0.0076911705644026876,0.7363636363636363
256,128,2,1,2,0.6702919099249375,0.029390117928876025,0.6272727272727273
256,4,2,1,2,0.6794328607172644,0.03065185724513721,0.6727272727272727
256,16,2,1,8,0.7160633861551293,0.029466286770180244,0.7272727272727273
256,128,2,1,4,0.6977981651376147,0.025315781917074787,0.7090909090909091
512,1,2,1,512,0.6721100917431192,0.035897712140063084,0.6454545454545455
256,4,2,1,4,0.7033027522935781,0.017842562614522158,0.7090909090909091
256,16,2,1,16,0.7215179316096746,0.029499619534963505,0.7181818181818181
512,8,2,1,64,0.7051042535446206,0.007719408920076165,0.7363636363636363
256,128,2,1,8,0.7051209341117597,0.018794610199187153,0.7363636363636363
1024,1,2,1,16,0.6739449541284405,0.03778925698893504,0.6454545454545455
256,4,2,1,8,0.7087739783152627,0.025725544845955583,0.7181818181818181
512,2,2,1,2,0.6702752293577982,0.027788322961677124,0.6727272727272727
512,64,2,1,64,0.7179316096747289,0.016046324115184318,0.7363636363636363
256,16,2,1,32,0.701417848206839,0.02680334099450148,0.7272727272727273
256,4,2,1,16,0.7215512927439532,0.022813357408753898,0.6909090909090909
256,128,2,1,16,0.7233861551292745,0.029705256772318517,0.7090909090909091
1024,8,2,1,16,0.71604670558799,0.028429069881392183,0.7090909090909091
256,4,2,1,32,0.7178815679733112,0.035935594290359175,0.7090909090909091
512,2,2,1,4,0.7033027522935781,0.010786743821430531,0.7090909090909091
512,8,2,1,128,0.7160800667222686,0.01793579096662203,0.7181818181818181
256,16,2,1,64,0.7234195162635529,0.028273654790833977,0.7181818181818181
256,128,2,1,32,0.7069391159299416,0.01457946456607367,0.7181818181818181
1024,1,2,1,32,0.6702752293577982,0.026549133574584816,0.6363636363636364
256,4,2,1,64,0.721534612176814,0.022963174177736804,0.7181818181818181
512,2,2,1,8,0.7069557964970808,0.013018282340631309,0.7272727272727273
512,64,2,1,128,0.7069391159299416,0.02195218405714333,0.7454545454545455
256,16,2,1,128,0.7105921601334446,0.02725627129002201,0.7636363636363637
256,128,2,1,64,0.7161467889908257,0.01874435638770222,0.7545454545454545
512,8,2,1,256,0.7087572977481236,0.014118501397497145,0.7272727272727273
512,2,2,1,16,0.7014512093411176,0.02516398315286479,0.7181818181818181
1024,1,2,1,64,0.6702752293577982,0.034295732821889385,0.6545454545454545
256,16,2,1,256,0.712443703085905,0.009612465372636856,0.7545454545454545
256,128,2,1,128,0.7105921601334446,0.022521854420110284,0.7545454545454545
1024,8,2,1,32,0.6977481234361969,0.018208579214672466,0.7272727272727273
512,2,2,1,32,0.7033027522935781,0.02128440366972479,0.7
512,64,2,1,256,0.7124103419516263,0.031386622493726014,0.7545454545454545
256,16,2,1,512,0.7179482902418683,0.018689859042547833,0.7454545454545455
256,128,2,1,256,0.712443703085905,0.02642743055410545,0.7363636363636363
1024,64,2,1,32,0.7087406171809841,0.014408032379774262,0.7090909090909091
1024,1,2,1,128,0.6739449541284402,0.031469895889201245,0.6545454545454545
512,8,2,1,512,0.7105921601334446,0.01016009496770046,0.7181818181818181
256,32,2,1,2,0.6684403669724771,0.03595393999075083,0.6272727272727273
512,2,2,1,64,0.7051209341117598,0.022837980891328852,0.7090909090909091
256,128,2,1,512,0.7032360300250209,0.01969736973614892,0.7272727272727273
256,32,2,1,4,0.6959466221851542,0.018148395721821527,0.7181818181818181
256,256,2,1,2,0.6684403669724771,0.03994609616013152,0.6636363636363637
512,16,2,1,2,0.6684403669724771,0.022015290307479837,0.6272727272727273
512,2,2,1,128,0.706955796497081,0.014252819890500803,0.7272727272727273
256,32,2,1,8,0.7178982485404504,0.028507552857474385,0.7272727272727273
512,64,2,1,512,0.7124270225187657,0.020929957819994148,0.7090909090909091
256,256,2,1,4,0.7087906588824021,0.015758113324905454,0.7090909090909091
1024,1,2,1,256,0.673928273561301,0.03834867826998559,0.6272727272727273
256,32,2,1,16,0.7233694745621351,0.022781184956451275,0.7181818181818181
512,16,2,1,4,0.6977814845704754,0.017718311671548834,0.7090909090909091
512,2,2,1,256,0.7033027522935781,0.018762309036571338,0.7090909090909091
256,256,2,1,8,0.7179149291075897,0.023854867343649173,0.7272727272727273
512,128,2,1,2,0.6666221851542953,0.024189606120898127,0.6272727272727273
1024,8,2,1,64,0.695929941618015,0.01167954205231016,0.7272727272727273
256,32,2,1,32,0.7051042535446206,0.011266040721419245,0.7454545454545455
256,256,2,1,16,0.714211843202669,0.025592882780205824,0.7090909090909091
512,2,2,1,512,0.6996330275229358,0.01957033633170406,0.7181818181818181
1024,1,2,1,512,0.6684236864053379,0.031597837672216134,0.6636363636363637
512,16,2,1,8,0.7123936613844871,0.029864532625245993,0.7181818181818181
1024,64,2,1,64,0.7124270225187657,0.019254317305098353,0.7272727272727273
512,128,2,1,4,0.6996330275229358,0.01957033633170406,0.7090909090909091
256,32,2,1,64,0.7124270225187657,0.01642337162988838,0.7545454545454545
256,256,2,1,32,0.7014345287739784,0.016496094204734062,0.7272727272727273
512,4,2,1,2,0.6684403669724771,0.034029648865891375,0.6272727272727273
256,32,2,1,128,0.7142618849040868,0.0251295941087793,0.7363636363636363
256,256,2,1,64,0.7160967472894079,0.024135575976895297,0.7363636363636363
512,128,2,1,8,0.7197331109257715,0.02739280277508605,0.7090909090909091
512,16,2,1,16,0.721534612176814,0.024385277685078813,0.7
1024,2,2,1,2,0.666605504587156,0.03315774531545397,0.6363636363636364
512,4,2,1,4,0.7032860717264386,0.019024448254258083,0.7181818181818181
256,256,2,1,128,0.7087572977481236,0.022412873070784347,0.7363636363636363
1024,8,2,1,128,0.695929941618015,0.01304143022380381,0.7181818181818181
512,128,2,1,16,0.714211843202669,0.027495404128569274,0.7090909090909091
512,4,2,1,8,0.7178982485404504,0.02538394317808769,0.7181818181818181
512,16,2,1,32,0.7051209341117598,0.007087494265495289,0.7363636363636363
256,256,2,1,256,0.7087739783152627,0.027002556491610173,0.7181818181818181
1024,2,2,1,4,0.6996330275229358,0.01957033633170406,0.7181818181818181
1024,64,2,1,128,0.7142618849040868,0.025790767724181016,0.7454545454545455
512,4,2,1,16,0.721534612176814,0.02939352591343376,0.7181818181818181
512,128,2,1,32,0.708790658882402,0.0035563657637995693,0.7090909090909091
512,16,2,1,64,0.7216013344453712,0.019014383274839657,0.7363636363636363
1024,2,2,1,8,0.7032860717264386,0.019024448254258083,0.7181818181818181
512,4,2,1,32,0.7215512927439532,0.022063138410681356,0.7181818181818181
1024,8,2,1,256,0.6977814845704754,0.012066588989305673,0.7272727272727273
512,128,2,1,64,0.7142618849040868,0.013922029434438932,0.7454545454545455
512,4,2,1,64,0.717881567973311,0.02417345119459332,0.7272727272727273
512,16,2,1,128,0.71976647206005,0.01992612264756358,0.7454545454545455
1024,2,2,1,16,0.7088073394495413,0.01543467217967936,0.7272727272727273
1024,64,2,1,256,0.7160967472894079,0.03140911371727058,0.7363636363636363
512,4,2,1,128,0.7252210175145954,0.025793011615393317,0.7181818181818181
512,128,2,1,128,0.7142618849040867,0.02152116403493738,0.7454545454545455
512,16,2,1,256,0.7050875729774813,0.01927020668777591,0.7454545454545455
1024,8,2,1,512,0.6996163469557966,0.007490596214166784,0.7272727272727273
1024,2,2,1,32,0.699649708090075,0.019302984078843465,0.7090909090909091
512,4,2,1,256,0.7123769808173478,0.027031763572696047,0.7090909090909091
512,128,2,1,256,0.7124270225187657,0.017418218491685233,0.7363636363636363
512,4,2,1,512,0.7215512927439532,0.022813357408753898,0.7181818181818181
512,16,2,1,512,0.7142618849040868,0.01989537890962014,0.7454545454545455
1024,2,2,1,64,0.7051376146788991,0.021077769513063328,0.7181818181818181
1024,16,2,1,2,0.6721100917431192,0.02799353034061437,0.6363636363636364
1024,64,2,1,512,0.7124270225187657,0.019254317305098353,0.7272727272727273
512,32,2,1,2,0.6702919099249375,0.026371253918233136,0.6545454545454545
512,128,2,1,512,0.7124270225187657,0.022481048325379727,0.7545454545454545
512,32,2,1,4,0.6996330275229358,0.017766926145923234,0.7090909090909091
1024,2,2,1,128,0.7032860717264386,0.019024448254258083,0.7090909090909091
512,256,2,1,2,0.6721267723102586,0.027823786002254554,0.6636363636363637
1024,16,2,1,4,0.6996330275229358,0.01575846646134596,0.7090909090909091
1024,128,2,1,2,0.6721267723102585,0.03014683841502966,0.6545454545454545
512,32,2,1,8,0.7215679733110927,0.02544897008035947,0.7181818181818181
512,256,2,1,4,0.6996497080900751,0.02252274391078349,0.7
1024,2,2,1,256,0.7051376146788991,0.015564998209503475,0.7090909090909091
512,256,2,1,8,0.7124103419516264,0.023397574127782053,0.7181818181818181
512,32,2,1,16,0.7233694745621351,0.02747094439830343,0.7
1024,128,2,1,4,0.7069557964970808,0.01743973835878975,0.7
1024,16,2,1,8,0.7178982485404504,0.02538394317808769,0.7181818181818181
1024,2,2,1,512,0.7106255212677232,0.017900479213546195,0.7090909090909091
512,256,2,1,16,0.719699749791493,0.027650846402644154,0.7090909090909091
512,32,2,1,32,0.7014178482068392,0.020381714620992083,0.7363636363636363
1024,128,2,1,8,0.7179149291075897,0.028955004642175403,0.7181818181818181
1024,4,2,1,2,0.673928273561301,0.025741179683902764,0.6545454545454545
512,256,2,1,32,0.7105921601334446,0.017470853675097476,0.7
1024,16,2,1,16,0.7196997497914929,0.026405206064738347,0.7
512,32,2,1,64,0.7160800667222686,0.013675664469257422,0.7454545454545455
512,256,2,1,64,0.7160967472894079,0.017697130555295853,0.7636363636363637
1024,4,2,1,4,0.7032860717264386,0.019024448254258083,0.7090909090909091
512,32,2,1,128,0.7197664720600502,0.015123305363326964,0.7181818181818181
1024,128,2,1,16,0.717881567973311,0.026179330431647274,0.7
1024,16,2,1,32,0.7032693911592994,0.017432461614445664,0.7272727272727273
512,256,2,1,128,0.7124270225187657,0.024625172750664046,0.7363636363636363
512,32,2,1,256,0.7142618849040868,0.018124340056841617,0.7363636363636363
1024,4,2,1,8,0.7178982485404504,0.02791081099128138,0.7272727272727273
512,256,2,1,256,0.7142618849040868,0.011246710813035906,0.7272727272727273
1024,128,2,1,32,0.7032693911592995,0.020121936217250797,0.7181818181818181
512,32,2,1,512,0.7197664720600502,0.01815808261641138,0.7454545454545455
1024,4,2,1,16,0.7233694745621352,0.028077036628984572,0.7090909090909091
512,64,2,1,2,0.6702919099249375,0.025725004052269133,0.6272727272727273
1024,16,2,1,64,0.7179316096747289,0.013789493034488997,0.7363636363636363
512,256,2,1,512,0.7105921601334446,0.019301946212700694,0.7454545454545455
1024,1,2,1,2,0.6702752293577982,0.03066801088554301,0.6454545454545455
1024,4,2,1,32,0.7196997497914929,0.030543498578845394,0.7090909090909091
1024,128,2,1,64,0.7105921601334446,0.02015520596095842,0.7545454545454545
1024,1,2,1,4,0.6684236864053379,0.027617982320312314,0.6181818181818182
1024,16,2,1,128,0.7105921601334446,0.023970154901084104,0.7363636363636363
1024,4,2,1,64,0.7178648874061718,0.026307660628152898,0.7090909090909091
1024,128,2,1,128,0.7124270225187658,0.02595637749111712,0.7545454545454545
1024,4,2,1,128,0.7233694745621351,0.02350850032968297,0.7090909090909091
1024,16,2,1,256,0.7124270225187658,0.03125281315397596,0.7545454545454545
1024,4,2,1,256,0.719699749791493,0.02703520125784081,0.7181818181818181
1024,128,2,1,256,0.7105921601334446,0.023970154901084086,0.7363636363636363
1024,16,2,1,512,0.7105921601334446,0.02015520596095842,0.7272727272727273
1024,4,2,1,512,0.721534612176814,0.025066091987165976,0.7090909090909091
1024,32,2,1,2,0.666605504587156,0.03315774531545397,0.6454545454545455
1024,8,2,1,2,0.67209341117598,0.033098448709340866,0.6454545454545455
1024,128,2,1,512,0.7069224353628023,0.024325048639198956,0.7272727272727273
1024,32,2,1,4,0.7051209341117598,0.019669889991305315,0.7
1024,256,2,1,2,0.67209341117598,0.03784414491399548,0.6454545454545455
1024,8,2,1,4,0.7051209341117598,0.02131288276445442,0.7090909090909091
1024,256,2,1,4,0.7014512093411176,0.016213785834294715,0.7181818181818181
1024,32,2,1,8,0.7215846538782318,0.027825185984443713,0.7272727272727273
1024,8,2,1,8,0.7178982485404505,0.028507552857474385,0.7181818181818181
1024,256,2,1,8,0.7142285237698082,0.02736373701678659,0.7272727272727273
1024,32,2,1,16,0.721534612176814,0.024385277685078813,0.7
1024,256,2,1,16,0.7233694745621351,0.02556660296055564,0.7
1024,32,2,1,32,0.7051042535446206,0.009656939153065733,0.7363636363636363
1024,256,2,1,32,0.6977814845704754,0.019526212329877723,0.7454545454545455
1024,32,2,1,64,0.7197664720600502,0.019062611679281593,0.7272727272727273
1024,256,2,1,64,0.7124270225187658,0.017418218491685233,0.7545454545454545
1024,32,2,1,128,0.7105921601334446,0.0225218544201103,0.7454545454545455
1024,256,2,1,128,0.7087572977481236,0.02523897141742783,0.7545454545454545
1024,32,2,1,256,0.7160967472894079,0.025492360173154045,0.7272727272727273
1024,256,2,1,256,0.7050875729774813,0.021733441167509374,0.7545454545454545
1024,32,2,1,512,0.7124270225187657,0.018359235690919892,0.7272727272727273
1024,64,2,1,2,0.6684570475396163,0.02789848665515347,0.6545454545454545
1024,256,2,1,512,0.7124270225187657,0.02171935390561599,0.7454545454545455
1024,64,2,1,4,0.6996163469557966,0.02296627588166971,0.7090909090909091
1024,64,2,1,8,0.7178982485404504,0.029665046256209027,0.7181818181818181
1024,64,2,1,16,0.7215512927439532,0.022813357408753898,0.7
