Name,SMILES_List,Ratio_List,Biodegradability
R_72,"['C(=O)CCCCCCCC(=O)', 'OC(C)C(C)O']","[1, 1]",1
R_73,"['C(=O)CCCCCCCCC(=O)', 'OC(C)C(C)O']","[1, 1]",1
R_75,"['C(=O)CCCC(=O)', 'OCC(C)O']","[1, 1]",0
R_76,"['C(=O)CCCCCC(=O)', 'OCC(C)O']","[1, 1]",0
R_77,"['C(=O)CSCC(=O)', 'OCC(C)O']","[1, 1]",1
R_78,"['C(=O)CCCCCCCC(=O)', 'OCC(C)O']","[1, 1]",1
R_79,"['C(=O)CCCCCCCCC(=O)', 'OCC(C)O']","[1, 1]",0
R_80,"['C(=O)CCCCCCCCC(=O)', 'OCCO']","[1, 1]",0
R_82,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCO']","[1, 1]",0
R_83,"['C(=O)CCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
R_84,"['C(=O)CCCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
R_85,"['C(=O)CCCCCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
R_86,"['C(=O)CCCCCCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
R_87,"['C(=O)CCCCCCCCC(=O)', 'OCCCO']","[1, 1]",0
R_88,"['C(=O)COCCOCC(=O)', 'OCCCO']","[1, 1]",1
R_89,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCO']","[1, 1]",0
R_9,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",0
R_90,"['C(=O)CCCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",1
R_91,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(C)O']","[1, 1]",1
R_94,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(C)O']","[1, 1]",0
R_95,"['C(=O)COCCOCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",1
R_96,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
R_97,"['C(=O)CCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
R_98,"['C(=O)CSCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",1
R_99,"['C(=O)COCCOCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",1
ROP_1,"['C(=O)CCCCCO', 'C(=O)CCCCCO']","[2, 1]",0
ROP_101,"['C(=O)CCCC(CCCCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
ROP_102,"['C(=O)CCCC(CCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
ROP_103,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
ROP_104,"['C(=O)CC(C)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
ROP_105,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
ROP_106,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
ROP_107,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCCCO']","[2, 1]",0
ROP_109,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCCO']","[2, 1]",0
ROP_110,"['C(=O)CCCCCO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
ROP_112,"['C(=O)CCCCO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
ROP_113,"['C(=O)CCCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
ROP_116,"['C(=O)CCCCCO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
ROP_117,"['C(=O)CCCCCO', 'C(=O)CC(C)O']","[2, 1]",0
ROP_123,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCCO']","[2, 1]",0
ROP_124,"['C(=O)CC(C)O', 'C(=O)CCCCCO']","[2, 1]",1
ROP_13,"['C(=O)CCO', 'C(=O)CCO']","[2, 1]",1
ROP_135,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
ROP_138,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
ROP_14,"['C(=O)CCCCO', 'C(=O)CCCCO']","[2, 1]",1
ROP_142,"['C(=O)CCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
ROP_15,"['C(=O)CCCCCO', 'C(=O)CCO']","[2, 1]",1
ROP_16,"['C(=O)CCO', 'C(=O)CCCCCO']","[2, 1]",1
ROP_17,"['C(=O)CCCCCO', 'C(=O)CCCCO']","[2, 1]",1
ROP_177,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CC(C)O']","[2, 1]",0
ROP_18,"['C(=O)CCCCO', 'C(=O)CCCCCO']","[2, 1]",1
ROP_180,"['C(=O)CC(C)O', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
ROP_183,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCO']","[2, 1]",0
ROP_184,"['C(=O)CCCCO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
ROP_189,"['C(=O)CC(C)O', 'C(=O)CCCCO']","[2, 1]",1
ROP_19,"['C(=O)CCO', 'C(=O)CCCCO']","[2, 1]",1
ROP_190,"['C(=O)CCCCO', 'C(=O)CC(C)O']","[2, 1]",1
ROP_20,"['C(=O)CCCCO', 'C(=O)CCO']","[2, 1]",1
ROP_23,"['C(=O)CCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
ROP_24,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCO']","[2, 1]",1
ROP_27,"['C(=O)CCCCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
ROP_28,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCCO']","[2, 1]",1
ROP_29,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
ROP_31,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",1
ROP_32,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",1
ROP_33,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
ROP_34,"['C(=O)CC(C)O', 'C(=O)CC(C)O']","[2, 1]",1
ROP_37,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",1
ROP_38,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCC(CCCC)O']","[2, 1]",0
ROP_39,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",1
ROP_4,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",1
ROP_40,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CC(C)O']","[2, 1]",0
ROP_41,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",1
ROP_42,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",1
ROP_43,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
ROP_44,"['C(=O)CCCCC(CCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",0
ROP_45,"['C(=O)C=CCC(CCCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
ROP_46,"['C(=O)CCCC(CCCCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",0
ROP_47,"['C(=O)CCCC(CCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
ROP_48,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
ROP_50,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",0
ROP_51,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",0
ROP_53,"['C(=O)COC(=O)CO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",1
ROP_54,"['C(=O)COC(=O)CO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
ROP_55,"['C(=O)COC(=O)CO', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",1
ROP_56,"['C(=O)COC(=O)CO', 'C(=O)CCCC(CCCC)O']","[2, 1]",1
ROP_57,"['C(=O)COC(=O)CO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",1
ROP_58,"['C(=O)COC(=O)CO', 'C(=O)CC(C)O']","[2, 1]",1
ROP_59,"['C(=O)COC(=O)CO', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",1
ROP_60,"['C(=O)COC(=O)CO', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",1
ROP_61,"['C(=O)COC(=O)CO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",1
ROP_62,"['C(=O)CCCCC(CCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",1
ROP_63,"['C(=O)C=CCC(CCCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",1
ROP_64,"['C(=O)CCCC(CCCCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",0
ROP_65,"['C(=O)CCCC(CCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",1
ROP_66,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)COC(=O)CO']","[2, 1]",1
ROP_67,"['C(=O)CC(C)O', 'C(=O)COC(=O)CO']","[2, 1]",1
ROP_68,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",0
ROP_69,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)COC(=O)CO']","[2, 1]",1
ROP_70,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)COC(=O)CO']","[2, 1]",1
ROP_71,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
ROP_72,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
ROP_73,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",0
ROP_74,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCC(CCCC)O']","[2, 1]",0
ROP_75,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",1
ROP_76,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CC(C)O']","[2, 1]",0
ROP_77,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",0
ROP_79,"['C(=O)CCCCC(CCCC)O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
ROP_83,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",1
ROP_84,"['C(=O)CC(C)O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",1
ROP_87,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCCCO']","[2, 1]",0
ROP_89,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCCO']","[2, 1]",0
ROP_9,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCCCO']","[2, 1]",1
ROP_90,"['C(=O)CCCCCO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
ROP_92,"['C(=O)CCCCO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
ROP_93,"['C(=O)CCCCC(CCCC)O', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
ROP_94,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",0
ROP_95,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCC(CCCC)O']","[2, 1]",0
ROP_96,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
ROP_97,"['C(=O)CCCCC(CCCC)O', 'C(=O)CC(C)O']","[2, 1]",0
ROP_98,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",0
ROP_99,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",0
ROPm_11,"['C(=O)COC(=O)CO', 'C(=O)CCCCCO']","[2, 1]",0
ROPm_12,"['C(=O)CCCCCO', 'C(=O)COC(=O)CO']","[2, 1]",1
ROPm_21,"['C(=O)CCO', 'C(=O)COC(=O)CO']","[2, 1]",0
ROPm_22,"['C(=O)COC(=O)CO', 'C(=O)CCO']","[2, 1]",0
ROPm_25,"['C(=O)CCCCO', 'C(=O)COC(=O)CO']","[2, 1]",0
ROPm_26,"['C(=O)COC(=O)CO', 'C(=O)CCCCO']","[2, 1]",1
ROPm_6,"['C(=O)COC(=O)CO', 'C(=O)COC(=O)CO']","[2, 1]",0
ROPm_7,"['C(=O)COC(=O)CO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
ROPm_8,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)COC(=O)CO']","[2, 1]",0
