Dataset,Number of Estimators,Max Depth,Min Samples Split,Min Samples Leaf,Max Leaf Nodes,Mean Cross Val Score,STD,"Eval [Library, Ter, Combined]"
Original,4,32,2,1,256,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,32,2,1,512,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,32,2,1,512,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,64,2,1,2,0.725482413978742,0.02382420217538628,"[0.5897435897435898, 0.8765432098765432, 0.7833333333333333]"
Original,4,64,2,1,2,0.6424440815794169,0.018487154321083474,"[0.5272727272727272, 0.9135802469135802, 0.6910994764397905]"
Reduced,4,64,2,1,4,0.7431094323665676,0.02272203594991218,"[0.6153846153846154, 0.8888888888888888, 0.8]"
Original,4,64,2,1,4,0.6734272647590732,0.02181931360077947,"[0.6, 0.8271604938271605, 0.6963350785340314]"
Reduced,4,64,2,1,8,0.7919834833813535,0.04999175695519782,"[0.7692307692307693, 0.8641975308641975, 0.8333333333333334]"
Original,4,64,2,1,8,0.7230436666638952,0.031697385010343984,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,64,2,1,16,0.8055419140593443,0.04932659167304467,"[0.8461538461538461, 0.8518518518518519, 0.85]"
Original,4,64,2,1,16,0.7383890703536241,0.029266778656668754,"[0.6818181818181818, 0.8888888888888888, 0.7696335078534031]"
Reduced,4,64,2,1,32,0.8081553635921186,0.0362091251901188,"[0.8717948717948718, 0.8765432098765432, 0.875]"
Original,4,64,2,1,32,0.7071064255711377,0.022989425540905956,"[0.7181818181818181, 0.9135802469135802, 0.8010471204188482]"
Reduced,4,64,2,1,64,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,64,2,1,64,0.7189678276917439,0.04439098925392398,"[0.7, 0.9259259259259259, 0.7958115183246073]"
Reduced,4,64,2,1,128,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,64,2,1,128,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,64,2,1,256,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,64,2,1,256,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,64,2,1,512,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,64,2,1,512,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,128,2,1,2,0.725482413978742,0.02382420217538628,"[0.5897435897435898, 0.8765432098765432, 0.7833333333333333]"
Original,4,128,2,1,2,0.6424440815794169,0.018487154321083474,"[0.5272727272727272, 0.9135802469135802, 0.6910994764397905]"
Reduced,4,128,2,1,4,0.7431094323665676,0.02272203594991218,"[0.6153846153846154, 0.8888888888888888, 0.8]"
Original,4,128,2,1,4,0.6734272647590732,0.02181931360077947,"[0.6, 0.8271604938271605, 0.6963350785340314]"
Reduced,4,128,2,1,8,0.7919834833813535,0.04999175695519782,"[0.7692307692307693, 0.8641975308641975, 0.8333333333333334]"
Original,4,128,2,1,8,0.7230436666638952,0.031697385010343984,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,128,2,1,16,0.8055419140593443,0.04932659167304467,"[0.8461538461538461, 0.8518518518518519, 0.85]"
Original,4,128,2,1,16,0.7383890703536241,0.029266778656668754,"[0.6818181818181818, 0.8888888888888888, 0.7696335078534031]"
Reduced,4,128,2,1,32,0.8081553635921186,0.0362091251901188,"[0.8717948717948718, 0.8765432098765432, 0.875]"
Original,4,128,2,1,32,0.7071064255711377,0.022989425540905956,"[0.7181818181818181, 0.9135802469135802, 0.8010471204188482]"
Reduced,4,128,2,1,64,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,128,2,1,64,0.7189678276917439,0.04439098925392398,"[0.7, 0.9259259259259259, 0.7958115183246073]"
Reduced,4,128,2,1,128,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,128,2,1,128,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,128,2,1,256,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,128,2,1,256,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,128,2,1,512,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,128,2,1,512,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,256,2,1,2,0.725482413978742,0.02382420217538628,"[0.5897435897435898, 0.8765432098765432, 0.7833333333333333]"
Original,4,256,2,1,2,0.6424440815794169,0.018487154321083474,"[0.5272727272727272, 0.9135802469135802, 0.6910994764397905]"
Reduced,4,256,2,1,4,0.7431094323665676,0.02272203594991218,"[0.6153846153846154, 0.8888888888888888, 0.8]"
Original,4,256,2,1,4,0.6734272647590732,0.02181931360077947,"[0.6, 0.8271604938271605, 0.6963350785340314]"
Reduced,4,256,2,1,8,0.7919834833813535,0.04999175695519782,"[0.7692307692307693, 0.8641975308641975, 0.8333333333333334]"
Original,4,256,2,1,8,0.7230436666638952,0.031697385010343984,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,256,2,1,16,0.8055419140593443,0.04932659167304467,"[0.8461538461538461, 0.8518518518518519, 0.85]"
Original,4,256,2,1,16,0.7383890703536241,0.029266778656668754,"[0.6818181818181818, 0.8888888888888888, 0.7696335078534031]"
Reduced,4,256,2,1,32,0.8081553635921186,0.0362091251901188,"[0.8717948717948718, 0.8765432098765432, 0.875]"
Original,4,256,2,1,32,0.7071064255711377,0.022989425540905956,"[0.7181818181818181, 0.9135802469135802, 0.8010471204188482]"
Reduced,4,256,2,1,64,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,256,2,1,64,0.7189678276917439,0.04439098925392398,"[0.7, 0.9259259259259259, 0.7958115183246073]"
Reduced,4,256,2,1,128,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,256,2,1,128,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,256,2,1,256,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,256,2,1,256,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,4,256,2,1,512,0.797324539130362,0.02698518468684609,"[0.9230769230769231, 0.9012345679012346, 0.9083333333333333]"
Original,4,256,2,1,512,0.7217142632694347,0.04029026110347123,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,8,1,2,1,2,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,1,2,1,2,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,1,2,1,4,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,1,2,1,4,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,1,2,1,8,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,1,2,1,8,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,1,2,1,16,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,1,2,1,16,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,1,2,1,32,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,1,2,1,32,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,1,2,1,64,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,1,2,1,64,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,1,2,1,128,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,1,2,1,128,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,1,2,1,256,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,1,2,1,256,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,1,2,1,512,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,1,2,1,512,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,2,2,1,2,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,2,2,1,2,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,2,2,1,4,0.7453333961422555,0.01879001555148471,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,2,2,1,4,0.680208701652911,0.021056089078919205,"[0.5909090909090909, 0.8888888888888888, 0.7172774869109948]"
Reduced,8,2,2,1,8,0.7453333961422555,0.01879001555148471,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,2,2,1,8,0.680208701652911,0.021056089078919205,"[0.5909090909090909, 0.8888888888888888, 0.7172774869109948]"
Reduced,8,2,2,1,16,0.7453333961422555,0.01879001555148471,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,2,2,1,16,0.680208701652911,0.021056089078919205,"[0.5909090909090909, 0.8888888888888888, 0.7172774869109948]"
Reduced,8,2,2,1,32,0.7453333961422555,0.01879001555148471,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,2,2,1,32,0.680208701652911,0.021056089078919205,"[0.5909090909090909, 0.8888888888888888, 0.7172774869109948]"
Reduced,8,2,2,1,64,0.7453333961422555,0.01879001555148471,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,2,2,1,64,0.680208701652911,0.021056089078919205,"[0.5909090909090909, 0.8888888888888888, 0.7172774869109948]"
Reduced,8,2,2,1,128,0.7453333961422555,0.01879001555148471,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,2,2,1,128,0.680208701652911,0.021056089078919205,"[0.5909090909090909, 0.8888888888888888, 0.7172774869109948]"
Reduced,8,2,2,1,256,0.7453333961422555,0.01879001555148471,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,2,2,1,256,0.680208701652911,0.021056089078919205,"[0.5909090909090909, 0.8888888888888888, 0.7172774869109948]"
Reduced,8,2,2,1,512,0.7453333961422555,0.01879001555148471,"[0.8205128205128205, 0.9012345679012346, 0.875]"
Original,8,2,2,1,512,0.680208701652911,0.021056089078919205,"[0.5909090909090909, 0.8888888888888888, 0.7172774869109948]"
Reduced,8,4,2,1,2,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,4,2,1,2,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,4,2,1,4,0.7696108066419262,0.03719870037284944,"[0.7435897435897436, 0.8765432098765432, 0.8333333333333334]"
Original,8,4,2,1,4,0.6896240265831267,0.033119497727837184,"[0.6545454545454545, 0.9012345679012346, 0.7591623036649214]"
Reduced,8,4,2,1,8,0.7893409462002693,0.049477343132148015,"[0.8974358974358975, 0.8888888888888888, 0.8916666666666667]"
Original,8,4,2,1,8,0.6962038931553582,0.03524737146135695,"[0.6636363636363637, 0.8888888888888888, 0.7591623036649214]"
Reduced,8,4,2,1,16,0.7985525412409179,0.04548229279317478,"[0.9230769230769231, 0.8888888888888888, 0.9]"
Original,8,4,2,1,16,0.7095807363977296,0.03286492967351622,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,8,4,2,1,32,0.7985525412409179,0.04548229279317478,"[0.9230769230769231, 0.8888888888888888, 0.9]"
Original,8,4,2,1,32,0.7095807363977296,0.03286492967351622,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,8,4,2,1,64,0.7985525412409179,0.04548229279317478,"[0.9230769230769231, 0.8888888888888888, 0.9]"
Original,8,4,2,1,64,0.7095807363977296,0.03286492967351622,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,8,4,2,1,128,0.7985525412409179,0.04548229279317478,"[0.9230769230769231, 0.8888888888888888, 0.9]"
Original,8,4,2,1,128,0.7095807363977296,0.03286492967351622,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,8,4,2,1,256,0.7985525412409179,0.04548229279317478,"[0.9230769230769231, 0.8888888888888888, 0.9]"
Original,8,4,2,1,256,0.7095807363977296,0.03286492967351622,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,8,4,2,1,512,0.7985525412409179,0.04548229279317478,"[0.9230769230769231, 0.8888888888888888, 0.9]"
Original,8,4,2,1,512,0.7095807363977296,0.03286492967351622,"[0.6636363636363637, 0.9135802469135802, 0.7696335078534031]"
Reduced,8,8,2,1,2,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,8,2,1,2,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,8,2,1,4,0.7696108066419262,0.03719870037284944,"[0.7435897435897436, 0.8765432098765432, 0.8333333333333334]"
Original,8,8,2,1,4,0.6896240265831267,0.033119497727837184,"[0.6545454545454545, 0.9012345679012346, 0.7591623036649214]"
Reduced,8,8,2,1,8,0.816764618134594,0.042153714046488905,"[0.9230769230769231, 0.8518518518518519, 0.875]"
Original,8,8,2,1,8,0.7008537178445016,0.029423464379723867,"[0.6363636363636364, 0.8765432098765432, 0.7382198952879581]"
Reduced,8,8,2,1,16,0.8281943818006159,0.02610027582974808,"[0.8974358974358975, 0.8888888888888888, 0.8916666666666667]"
Original,8,8,2,1,16,0.7320927430850421,0.030816940770559683,"[0.6636363636363637, 0.8765432098765432, 0.7539267015706806]"
Reduced,8,8,2,1,32,0.8238648281555963,0.01948309992505668,"[0.8974358974358975, 0.9012345679012346, 0.9]"
Original,8,8,2,1,32,0.733957065673817,0.023908284112378164,"[0.6727272727272727, 0.9506172839506173, 0.7905759162303665]"
Reduced,8,8,2,1,64,0.8259924877300643,0.016943806921197367,"[0.8974358974358975, 0.9012345679012346, 0.9]"
Original,8,8,2,1,64,0.742777077362429,0.013056410601592322,"[0.6818181818181818, 0.9629629629629629, 0.8010471204188482]"
Reduced,8,8,2,1,128,0.8259924877300643,0.016943806921197367,"[0.8974358974358975, 0.9012345679012346, 0.9]"
Original,8,8,2,1,128,0.742777077362429,0.013056410601592322,"[0.6818181818181818, 0.9629629629629629, 0.8010471204188482]"
Reduced,8,8,2,1,256,0.8259924877300643,0.016943806921197367,"[0.8974358974358975, 0.9012345679012346, 0.9]"
Original,8,8,2,1,256,0.742777077362429,0.013056410601592322,"[0.6818181818181818, 0.9629629629629629, 0.8010471204188482]"
Reduced,8,8,2,1,512,0.8259924877300643,0.016943806921197367,"[0.8974358974358975, 0.9012345679012346, 0.9]"
Original,8,8,2,1,512,0.742777077362429,0.013056410601592322,"[0.6818181818181818, 0.9629629629629629, 0.8010471204188482]"
Reduced,8,16,2,1,2,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,16,2,1,2,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,16,2,1,4,0.7696108066419262,0.03719870037284944,"[0.7435897435897436, 0.8765432098765432, 0.8333333333333334]"
Original,8,16,2,1,4,0.6896240265831267,0.033119497727837184,"[0.6545454545454545, 0.9012345679012346, 0.7591623036649214]"
Reduced,8,16,2,1,8,0.816764618134594,0.042153714046488905,"[0.9230769230769231, 0.8518518518518519, 0.875]"
Original,8,16,2,1,8,0.7008537178445016,0.029423464379723867,"[0.6363636363636364, 0.8765432098765432, 0.7382198952879581]"
Reduced,8,16,2,1,16,0.829814263524665,0.028759862245904984,"[0.8974358974358975, 0.9012345679012346, 0.9]"
Original,8,16,2,1,16,0.734473884773849,0.028652762534332698,"[0.6727272727272727, 0.9135802469135802, 0.774869109947644]"
Reduced,8,16,2,1,32,0.8437123272121783,0.019284890148809818,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,16,2,1,32,0.7366162515898972,0.03014528910021813,"[0.6818181818181818, 0.9382716049382716, 0.7905759162303665]"
Reduced,8,16,2,1,64,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,16,2,1,64,0.7338517274937463,0.023859734188356727,"[0.7454545454545455, 0.9506172839506173, 0.8324607329842932]"
Reduced,8,16,2,1,128,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,16,2,1,128,0.7403512842236227,0.025259640526469937,"[0.7363636363636363, 0.9506172839506173, 0.8272251308900523]"
Reduced,8,16,2,1,256,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,16,2,1,256,0.7403512842236227,0.025259640526469937,"[0.7363636363636363, 0.9506172839506173, 0.8272251308900523]"
Reduced,8,16,2,1,512,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,16,2,1,512,0.7403512842236227,0.025259640526469937,"[0.7363636363636363, 0.9506172839506173, 0.8272251308900523]"
Reduced,8,32,2,1,2,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,32,2,1,2,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,32,2,1,4,0.7696108066419262,0.03719870037284944,"[0.7435897435897436, 0.8765432098765432, 0.8333333333333334]"
Original,8,32,2,1,4,0.6896240265831267,0.033119497727837184,"[0.6545454545454545, 0.9012345679012346, 0.7591623036649214]"
Reduced,8,32,2,1,8,0.816764618134594,0.042153714046488905,"[0.9230769230769231, 0.8518518518518519, 0.875]"
Original,8,32,2,1,8,0.7008537178445016,0.029423464379723867,"[0.6363636363636364, 0.8765432098765432, 0.7382198952879581]"
Reduced,8,32,2,1,16,0.829814263524665,0.028759862245904984,"[0.8974358974358975, 0.9012345679012346, 0.9]"
Original,8,32,2,1,16,0.734473884773849,0.028652762534332698,"[0.6727272727272727, 0.9135802469135802, 0.774869109947644]"
Reduced,8,32,2,1,32,0.8437123272121783,0.019284890148809818,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,32,2,1,32,0.7353967393947752,0.02919417418297326,"[0.6818181818181818, 0.9382716049382716, 0.7905759162303665]"
Reduced,8,32,2,1,64,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,32,2,1,64,0.7326401764482142,0.024750329830963928,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,8,32,2,1,128,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,32,2,1,128,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,32,2,1,256,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,32,2,1,256,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,32,2,1,512,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,32,2,1,512,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,64,2,1,2,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,64,2,1,2,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,64,2,1,4,0.7696108066419262,0.03719870037284944,"[0.7435897435897436, 0.8765432098765432, 0.8333333333333334]"
Original,8,64,2,1,4,0.6896240265831267,0.033119497727837184,"[0.6545454545454545, 0.9012345679012346, 0.7591623036649214]"
Reduced,8,64,2,1,8,0.816764618134594,0.042153714046488905,"[0.9230769230769231, 0.8518518518518519, 0.875]"
Original,8,64,2,1,8,0.7008537178445016,0.029423464379723867,"[0.6363636363636364, 0.8765432098765432, 0.7382198952879581]"
Reduced,8,64,2,1,16,0.829814263524665,0.028759862245904984,"[0.8974358974358975, 0.9012345679012346, 0.9]"
Original,8,64,2,1,16,0.734473884773849,0.028652762534332698,"[0.6727272727272727, 0.9135802469135802, 0.774869109947644]"
Reduced,8,64,2,1,32,0.8437123272121783,0.019284890148809818,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,64,2,1,32,0.7353967393947752,0.02919417418297326,"[0.6818181818181818, 0.9382716049382716, 0.7905759162303665]"
Reduced,8,64,2,1,64,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,64,2,1,64,0.7326401764482142,0.024750329830963928,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,8,64,2,1,128,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,64,2,1,128,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,64,2,1,256,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,64,2,1,256,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,64,2,1,512,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,64,2,1,512,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,128,2,1,2,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,128,2,1,2,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,128,2,1,4,0.7696108066419262,0.03719870037284944,"[0.7435897435897436, 0.8765432098765432, 0.8333333333333334]"
Original,8,128,2,1,4,0.6896240265831267,0.033119497727837184,"[0.6545454545454545, 0.9012345679012346, 0.7591623036649214]"
Reduced,8,128,2,1,8,0.816764618134594,0.042153714046488905,"[0.9230769230769231, 0.8518518518518519, 0.875]"
Original,8,128,2,1,8,0.7008537178445016,0.029423464379723867,"[0.6363636363636364, 0.8765432098765432, 0.7382198952879581]"
Reduced,8,128,2,1,16,0.829814263524665,0.028759862245904984,"[0.8974358974358975, 0.9012345679012346, 0.9]"
Original,8,128,2,1,16,0.734473884773849,0.028652762534332698,"[0.6727272727272727, 0.9135802469135802, 0.774869109947644]"
Reduced,8,128,2,1,32,0.8437123272121783,0.019284890148809818,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,128,2,1,32,0.7353967393947752,0.02919417418297326,"[0.6818181818181818, 0.9382716049382716, 0.7905759162303665]"
Reduced,8,128,2,1,64,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,128,2,1,64,0.7326401764482142,0.024750329830963928,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,8,128,2,1,128,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,128,2,1,128,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,128,2,1,256,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,128,2,1,256,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,128,2,1,512,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,128,2,1,512,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,256,2,1,2,0.7227453141499037,0.02609031088195164,"[0.5384615384615384, 0.8888888888888888, 0.775]"
Original,8,256,2,1,2,0.6473944113444172,0.02718988479546949,"[0.5363636363636364, 0.9135802469135802, 0.6963350785340314]"
Reduced,8,256,2,1,4,0.7696108066419262,0.03719870037284944,"[0.7435897435897436, 0.8765432098765432, 0.8333333333333334]"
Original,8,256,2,1,4,0.6896240265831267,0.033119497727837184,"[0.6545454545454545, 0.9012345679012346, 0.7591623036649214]"
Reduced,8,256,2,1,8,0.816764618134594,0.042153714046488905,"[0.9230769230769231, 0.8518518518518519, 0.875]"
Original,8,256,2,1,8,0.7008537178445016,0.029423464379723867,"[0.6363636363636364, 0.8765432098765432, 0.7382198952879581]"
Reduced,8,256,2,1,16,0.829814263524665,0.028759862245904984,"[0.8974358974358975, 0.9012345679012346, 0.9]"
Original,8,256,2,1,16,0.734473884773849,0.028652762534332698,"[0.6727272727272727, 0.9135802469135802, 0.774869109947644]"
Reduced,8,256,2,1,32,0.8437123272121783,0.019284890148809818,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,256,2,1,32,0.7353967393947752,0.02919417418297326,"[0.6818181818181818, 0.9382716049382716, 0.7905759162303665]"
Reduced,8,256,2,1,64,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,256,2,1,64,0.7326401764482142,0.024750329830963928,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,8,256,2,1,128,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,256,2,1,128,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,256,2,1,256,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,256,2,1,256,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
Reduced,8,256,2,1,512,0.8255270259234286,0.018394356280427005,"[0.8974358974358975, 0.9135802469135802, 0.9083333333333333]"
Original,8,256,2,1,512,0.7365581660566234,0.025564623539317387,"[0.7272727272727273, 0.9506172839506173, 0.8219895287958116]"
