,Name,SMILES_List,Ratio_List,Biodegradability
23,DW_10-1,"['C(=O)COCC(=O)', 'OCCO']","[1, 1]",1
104,DW_6-6,"['C(=O)CCCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
136,R_116,"['C(=O)CCCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",1
195,R_26,"['C(=O)CCCCCCCCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",1
95,DW_5-7,"['C(=O)CCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
66,DW_17-6,"['C(=O)COCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",1
58,DW_16-6,"['C(=O)CSCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",1
9,AC_16,"['C(=O)CCCCCCCCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",1
155,R_15,"['C(=O)CSCC(=O)', 'OCC(C)CO']","[1, 1]",1
102,DW_6-4,"['C(=O)CCCC(=O)', 'OCCCCCO']","[1, 1]",1
232,R_91,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(C)O']","[1, 1]",1
18,AC_55,"['C(=O)CCCCCCCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",1
97,DW_6-1,"['C(=O)CCCC(=O)', 'OCCO']","[1, 1]",1
27,DW_10-3,"['C(=O)COCC(=O)', 'OCCCCO']","[1, 1]",1
25,DW_10-11,"['C(=O)COCC(=O)', 'OCC(C)O']","[1, 1]",1
103,DW_6-5,"['C(=O)CCCC(=O)', 'OCCCCCCO']","[1, 1]",1
44,DW_14-1,"['C(=O)CCCCC(=O)', 'OC(C)C(C)O']","[1, 1]",1
158,R_154,"['C(=O)CSCC(=O)', 'OCCOCCO']","[1, 1]",1
12,AC_277,"['C(=O)CCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
162,R_16,"['C(=O)CCCCCCCC(=O)', 'OCC(C)CO']","[1, 1]",0
55,DW_15-9,"['C(=O)CCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",0
6,AC_110,"['C(=O)c(cc1)ccc1C(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
106,DW_6-9,"['C(=O)CCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
69,DW_18-4,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(C)CO']","[1, 1]",0
121,DW_8-2,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCO']","[1, 1]",0
51,DW_15-3,"['C(=O)CCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
141,R_126,"['C(=O)CCCCCCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
88,DW_5-1,"['C(=O)CCC(=O)', 'OCCO']","[1, 1]",0
169,R_173,"['C(=O)CCCCC(=O)', 'OCCOCCOCCO']","[1, 1]",0
135,R_113,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCCCCCCO']","[1, 1]",0
210,R_6,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(C)(C)CO']","[1, 1]",0
219,R_70,"['C(=O)CCCCCCCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
78,DW_19-4,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
22,AC_99,"['C(=O)c(cc1)ccc1C(=O)', 'OCCCCCO']","[1, 1]",0
129,R_1,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
48,DW_15-1,"['C(=O)CCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
67,DW_18-1,"['C(=O)c(cc1)ccc1C(=O)', 'OCCO']","[1, 1]",0
229,R_86,"['C(=O)CCCCCCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
21,AC_98,"['C(=O)c(cc1)ccc1C(=O)', 'OCCCO']","[1, 1]",0
