,Name,SMILES_List,Ratio_List,Biodegradability
351,R_105,"['C(=O)CN(C)CC(=O)', 'OCCCCCO']","[1, 1]",1
354,R_108,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCCCO']","[1, 1]",0
364,R_119,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCCCCCCCO']","[1, 1]",0
373,R_129,"['C(=O)CCCCCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",1
375,R_130,"['C(=O)CCCCCCCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
377,R_132,"['C(=O)CCCCCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
380,R_135,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCO']","[1, 1]",0
394,R_15,"['C(=O)CSCC(=O)', 'OCC(C)CO']","[1, 1]",1
397,R_153,"['C(=O)CCCC(=O)', 'OCCOCCO']","[1, 1]",1
403,R_162,"['C(=O)CCCCCCCC(=O)', 'OCCOCCOCCO']","[1, 1]",0
411,R_175,"['C(=O)CCCCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
412,R_176,"['C(=O)CCCCCCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
416,R_181,"['C(=O)CSCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
419,R_189,"['C(=O)CCCCCCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
430,R_203,"['C(=O)C(CC1)CCC1C(=O)', 'OCCSCCO']","[1, 1]",1
431,R_204,"['C(=O)CCCC(=O)', 'OCCSCCO']","[1, 1]",1
433,R_206,"['C(=O)COCCOCC(=O)', 'OCCSCCO']","[1, 1]",0
434,R_207,"['C(=O)COCC(=O)', 'OCCSCCO']","[1, 1]",1
436,R_209,"['C(=O)CCCCC(=O)', 'OCCSCCO']","[1, 1]",1
439,R_211,"['C(=O)CCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
446,R_219,"['C(=O)CCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
472,R_243,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCCCCCCCO']","[1, 1]",0
475,R_247,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCCO']","[1, 1]",0
478,R_250,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
483,R_256,"['C(=O)c1oc(cc1)C(=O)', 'OCCCCCCO']","[1, 1]",0
484,R_257,"['C(=O)c1oc(cc1)C(=O)', 'OCCO']","[1, 1]",1
492,R_31,"['C(=O)CSCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
500,R_41,"['C(=O)CCCCCCCC(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",1
505,R_5,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
511,R_56,"['C(=O)COCC(=O)', 'OC(C)C(C)O']","[1, 1]",1
515,R_6,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(C)(C)CO']","[1, 1]",0
518,R_62,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
523,R_68,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCO']","[1, 1]",1
524,R_69,"['C(=O)CCCCCCCCC(=O)', 'OCCC(C)CCO']","[1, 1]",0
527,R_72,"['C(=O)CCCCCCCC(=O)', 'OC(C)C(C)O']","[1, 1]",1
530,R_76,"['C(=O)CCCCCC(=O)', 'OCC(C)O']","[1, 1]",0
533,R_79,"['C(=O)CCCCCCCCC(=O)', 'OCC(C)O']","[1, 1]",0
534,R_80,"['C(=O)CCCCCCCCC(=O)', 'OCCO']","[1, 1]",0
543,R_9,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",0
550,R_98,"['C(=O)CSCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",1
552,ROP_1,"['C(=O)CCCCCO', 'C(=O)CCCCCO']","[2, 1]",0
555,ROP_103,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
564,ROP_116,"['C(=O)CCCCCO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
566,ROP_123,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCCO']","[2, 1]",0
577,ROP_18,"['C(=O)CCCCO', 'C(=O)CCCCCO']","[2, 1]",1
578,ROP_180,"['C(=O)CC(C)O', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
597,ROP_4,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",1
599,ROP_41,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",1
600,ROP_42,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",1
601,ROP_43,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
605,ROP_47,"['C(=O)CCCC(CCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
612,ROP_56,"['C(=O)COC(=O)CO', 'C(=O)CCCC(CCCC)O']","[2, 1]",1
615,ROP_59,"['C(=O)COC(=O)CO', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",1
616,ROP_60,"['C(=O)COC(=O)CO', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",1
618,ROP_62,"['C(=O)CCCCC(CCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",1
623,ROP_67,"['C(=O)CC(C)O', 'C(=O)COC(=O)CO']","[2, 1]",1
629,ROP_73,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",0
630,ROP_74,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCC(CCCC)O']","[2, 1]",0
636,ROP_84,"['C(=O)CC(C)O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",1
640,ROP_90,"['C(=O)CCCCCO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
648,ROP_99,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",0
650,ROPm_12,"['C(=O)CCCCCO', 'C(=O)COC(=O)CO']","[2, 1]",1
653,ROPm_25,"['C(=O)CCCCO', 'C(=O)COC(=O)CO']","[2, 1]",0
656,ROPm_7,"['C(=O)COC(=O)CO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
