,Name,SMILES_List,Ratio_List,Biodegradability
9,AC_110,"['C(=O)c(cc1)ccc1C(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
18,AC_120,"['C(=O)c(cc1)ccc1C(=O)', ' Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3']","[1, 1]",1
19,AC_121,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cccc2)c2c1c3c(cccc4)c4ccc3O']","[1, 1]",1
20,AC_128,"['C(=O)c(cccc1)c1C(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",1
29,AC_157,"['C(=O)c(cccc1)c1C(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
40,AC_176,"['C(=O)CC(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
68,AC_239,"['C(=O)CCC(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
70,AC_240,"['C(=O)CCC(=O)', 'OCCSSCCO']","[1, 1]",1
80,AC_258,"['C(=O)c(ccc1)cc1C(=O)', 'Oc1ccc(cccc2)c2c1c3c(cccc4)c4ccc3O']","[1, 1]",0
82,AC_260,"['C(=O)c(ccc1)cc1C(=O)', 'OC(CO1)C2C1C(CO2)O']","[1, 1]",0
87,AC_266,"['C(=O)c(cc1)ccc1C(=O)', 'OCCC(C)CCO']","[1, 1]",1
92,AC_278,"['C(=O)CCCCC(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",1
105,AC_302,"['C(=O)CCCCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",0
109,AC_306,"['C(=O)CCCCC(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",0
113,AC_32,"['C(=O)CCCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
132,AC_54,"['C(=O)CCCCCCCCC(=O)', 'Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O']","[1, 1]",1
137,AC_60,"['C(=O)CCCCCCCC(=O)', 'OCC=CCO']","[1, 1]",1
138,AC_61,"['C(=O)CCCCCCCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",1
142,AC_66,"['C(=O)CCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
147,AC_72,"['C(=O)CCCCCCCC(=O)', 'Oc1c(C)cc(cc1(C))C(C)(C)c2cc(C)c(c(C)c2)O']","[1, 1]",1
168,C_13,"['C(=O)', 'Oc(cccc1)c1c2c(cccc2)O']","[1, 1]",0
173,C_2,"['C(=O)', 'Oc1ccc(cc1)C(C)(c2ccccc2)c3ccc(cc3)O']","[1, 1]",0
205,DW_10-4,"['C(=O)COCC(=O)', 'OCCCCCO']","[1, 1]",1
229,DW_13-9,"['C(=O)CCCCC(=O)', 'OCC#CCO']","[1, 1]",1
243,DW_15-6,"['C(=O)CCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
244,DW_15-7,"['C(=O)CCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
247,DW_16-1,"['C(=O)CN(C)CC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",1
262,DW_17-3,"['C(=O)COCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
266,DW_17-7,"['C(=O)COCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
269,DW_18-1,"['C(=O)c(cc1)ccc1C(=O)', 'OCCO']","[1, 1]",0
271,DW_18-3,"['C(=O)c1ccc(cc1)C(=O)', 'OCC=CCO']","[1, 1]",0
272,DW_18-4,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(C)CO']","[1, 1]",0
283,DW_19-5,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
287,DW_19-9,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",0
288,DW_3-1,"['C(=O)CCCCCCCC(=O)', 'OCCO']","[1, 1]",0
293,DW_3-4,"['C(=O)CCCCCCCC(=O)', 'OCCCCCO']","[1, 1]",0
298,DW_3-9,"['C(=O)CCCCCC(=O)', 'OCCCCO']","[1, 1]",0
310,DW_6-1,"['C(=O)CCCC(=O)', 'OCCO']","[1, 1]",1
312,DW_6-11,"['C(=O)CCCCCCCC(=O)', 'OCCCCCCCCO']","[1, 1]",0
313,DW_6-2,"['C(=O)CCCC(=O)', 'OCCCO']","[1, 1]",1
318,DW_6-7,"['C(=O)CCCC(=O)', 'OCCCCCCCO']","[1, 1]",0
322,DW_7-10,"['C(=O)CCCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
339,DW_8-6,"['C(=O)c(ccc1)cc1C(=O)', 'OCCC(C)CCO']","[1, 1]",0
340,DW_8-7,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCCO']","[1, 1]",0
346,R_100,"['C(=O)CN(C)CC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
